ensembl_id	species	gene_symbol	ens_orthogroup_id	ens_hqorthogroup_id	species_code
ENSRNOG00000067865	rat	ENSRNOG00000067865	OG_02008	HQ_SNG_016013	RATNO
ENSRNOG00000067866	rat	ENSRNOG00000067866	OG_SNG_007046	HQ_SNG_016014	RATNO
ENSRNOG00000067867	rat	ENSRNOG00000067867	OG_00178	HQ_SNG_016015	RATNO
ENSRNOG00000067869	rat	Or5w16	OG_00062	HQ_00020	RATNO
ENSRNOG00000067870	rat	Olr1525	OG_00095	HQ_00009	RATNO
ENSRNOG00000067878	rat	ENSRNOG00000067878	OG_00073	HQ_SNG_016016	RATNO
ENSRNOG00000067882	rat	ENSRNOG00000067882	OG_00012	HQ_SNG_016017	RATNO
ENSRNOG00000067883	rat	ENSRNOG00000067883	OG_00035	HQ_SNG_016018	RATNO
ENSRNOG00000067884	rat	Klk1c9	OG_00047	HQ_SNG_016019	RATNO
ENSRNOG00000067890	rat	ENSRNOG00000067890	OG_SNG_007047	HQ_SNG_016020	RATNO
ENSRNOG00000067891	rat	ENSRNOG00000067891	OG_SNG_007048	HQ_SNG_016021	RATNO
ENSRNOG00000067894	rat	ENSRNOG00000067894	OG_00071	HQ_SNG_016022	RATNO
ENSRNOG00000067895	rat	ENSRNOG00000067895	OG_19684	HQ_SNG_016023	RATNO
ENSRNOG00000067897	rat	ENSRNOG00000067897	OG_00036	HQ_SNG_016024	RATNO
ENSRNOG00000067898	rat	Olr518	OG_00345	HQ_17377	RATNO
ENSRNOG00000067899	rat	ENSRNOG00000067899	OG_00001	HQ_SNG_016025	RATNO
ENSRNOG00000067900	rat	ENSRNOG00000067900	OG_00064	HQ_SNG_016026	RATNO
ENSRNOG00000067901	rat	ENSRNOG00000067901	OG_01702	HQ_SNG_016027	RATNO
ENSRNOG00000067902	rat	ENSRNOG00000067902	OG_03922	HQ_SNG_016028	RATNO
ENSRNOG00000067903	rat	Olr1692	OG_00111	HQ_00583	RATNO
ENSRNOG00000067908	rat	Gadl1	OG_08732	HQ_07139	RATNO
ENSRNOG00000067909	rat	ENSRNOG00000067909	OG_00904	HQ_SNG_016029	RATNO
ENSRNOG00000067912	rat	ENSRNOG00000067912	OG_00002	HQ_SNG_016030	RATNO
ENSRNOG00000067916	rat	ENSRNOG00000067916	OG_SNG_007049	HQ_SNG_016031	RATNO
ENSRNOG00000067917	rat	ENSRNOG00000067917	OG_00089	HQ_SNG_016032	RATNO
ENSRNOG00000067924	rat	Or5d18	OG_01002	HQ_11745	RATNO
ENSRNOG00000067926	rat	ENSRNOG00000067926	OG_00440	HQ_SNG_016033	RATNO
ENSRNOG00000067932	rat	ENSRNOG00000067932	OG_01778	HQ_SNG_016034	RATNO
ENSRNOG00000067933	rat	Olr687	OG_00032	HQ_SNG_016035	RATNO
ENSRNOG00000067934	rat	ENSRNOG00000067934	OG_00037	HQ_SNG_016036	RATNO
ENSRNOG00000067935	rat	Olr869	OG_00143	HQ_19585	RATNO
ENSRNOG00000067936	rat	RGD1565430	OG_00104	HQ_SNG_016037	RATNO
ENSRNOG00000067941	rat	ENSRNOG00000067941	OG_01259	HQ_SNG_016038	RATNO
ENSRNOG00000067942	rat	ENSRNOG00000067942	OG_SNG_007050	HQ_SNG_016039	RATNO
ENSRNOG00000067943	rat	Ncbp2as2	OG_17214	HQ_16019	RATNO
ENSRNOG00000067945	rat	ENSRNOG00000067945	OG_SNG_007051	HQ_SNG_016040	RATNO
ENSRNOG00000067946	rat	Olr1471	OG_00024	HQ_SNG_016041	RATNO
ENSRNOG00000067952	rat	Olr1436	OG_00149	HQ_00589	RATNO
ENSRNOG00000067956	rat	Tmem185b	OG_14823	HQ_12923	RATNO
ENSRNOG00000067958	rat	Nat14	OG_15436	HQ_13521	RATNO
ENSRNOG00000067961	rat	Olr1517	OG_00505	HQ_00103	RATNO
ENSRNOG00000067962	rat	Nat8f3	OG_00146	HQ_00017	RATNO
ENSRNOG00000067965	rat	ENSRNOG00000067965	OG_00014	HQ_SNG_016042	RATNO
ENSRNOG00000067966	rat	Ly96	OG_09621	HQ_08005	RATNO
ENSRNOG00000067968	rat	Tnfsf10	OG_15686	HQ_13917	RATNO
ENSRNOG00000067970	rat	ENSRNOG00000067970	OG_14330	HQ_SNG_016043	RATNO
ENSRNOG00000067971	rat	Sprn	OG_14393	HQ_12550	RATNO
ENSRNOG00000067972	rat	Vom2r66	OG_00041	HQ_SNG_016044	RATNO
ENSRNOG00000067973	rat	Olr857	OG_18274	HQ_17367	RATNO
ENSRNOG00000067977	rat	ENSRNOG00000067977	OG_SNG_007052	HQ_SNG_016045	RATNO
ENSRNOG00000067979	rat	Uqcrq	OG_16243	HQ_14756	RATNO
ENSRNOG00000067982	rat	Olr60	OG_01093	HQ_00282	RATNO
ENSRNOG00000067987	rat	ENSRNOG00000067987	OG_SNG_007053	HQ_SNG_016046	RATNO
ENSRNOG00000067988	rat	Slc5a3	OG_16924	HQ_15671	RATNO
ENSRNOG00000067990	rat	Olr649	OG_00409	HQ_17455	RATNO
ENSRNOG00000067992	rat	Vom2r1	OG_00002	HQ_SNG_016047	RATNO
ENSRNOG00000067995	rat	Rnf113a2	OG_00608	HQ_19538	RATNO
ENSRNOG00000068000	rat	Olr703	OG_00310	HQ_00162	RATNO
ENSRNOG00000068001	rat	Abcb4	OG_15315	HQ_13328	RATNO
ENSRNOG00000068003	rat	Csnka2ip	OG_15205	HQ_SNG_016048	RATNO
ENSRNOG00000068004	rat	Olr1130	OG_00066	HQ_16139	RATNO
ENSRNOG00000068010	rat	Myh8	OG_15840	HQ_14140	RATNO
ENSRNOG00000068011	rat	ENSRNOG00000068011	OG_00250	HQ_SNG_016049	RATNO
ENSRNOG00000068012	rat	ENSRNOG00000068012	OG_00618	HQ_SNG_016050	RATNO
ENSRNOG00000068013	rat	ENSRNOG00000068013	OG_00016	HQ_SNG_016051	RATNO
ENSRNOG00000068014	rat	ENSRNOG00000068014	OG_SNG_007054	HQ_SNG_016052	RATNO
ENSRNOG00000068015	rat	ENSRNOG00000068015	OG_01153	HQ_SNG_016053	RATNO
ENSRNOG00000068016	rat	ENSRNOG00000068016	OG_00021	HQ_SNG_016054	RATNO
ENSRNOG00000068017	rat	Fam78b	OG_13841	HQ_12024	RATNO
ENSRNOG00000068018	rat	ENSRNOG00000068018	OG_SNG_007055	HQ_SNG_016055	RATNO
ENSRNOG00000068020	rat	Smim4	OG_11474	HQ_SNG_016056	RATNO
ENSRNOG00000068022	rat	ENSRNOG00000068022	OG_00153	HQ_00087	RATNO
ENSRNOG00000068024	rat	B3gnt8	OG_12625	HQ_10887	RATNO
ENSRNOG00000068025	rat	ENSRNOG00000068025	OG_00407	HQ_SNG_016057	RATNO
ENSRNOG00000068028	rat	ENSRNOG00000068028	OG_01924	HQ_SNG_016058	RATNO
ENSRNOG00000068029	rat	Six2	OG_11827	HQ_10120	RATNO
ENSRNOG00000068033	rat	Olr1690	OG_00111	HQ_00583	RATNO
ENSRNOG00000068034	rat	ENSRNOG00000068034	OG_09947	HQ_SNG_016059	RATNO
ENSRNOG00000068036	rat	ENSRNOG00000068036	OG_00626	HQ_SNG_016060	RATNO
ENSRNOG00000068038	rat	Lrrc53	OG_SNG_007056	HQ_SNG_016061	RATNO
ENSRNOG00000068039	rat	ENSRNOG00000068039	OG_15245	HQ_SNG_016062	RATNO
ENSRNOG00000068044	rat	Lypd6	OG_13658	HQ_11850	RATNO
ENSRNOG00000068045	rat	Dmrta2	OG_08487	HQ_06891	RATNO
ENSRNOG00000068046	rat	Hist2h3c2	OG_00989	HQ_SNG_016063	RATNO
ENSRNOG00000068047	rat	Olr439	OG_00215	HQ_19393	RATNO
ENSRNOG00000068048	rat	ENSRNOG00000068048	OG_19685	HQ_SNG_016064	RATNO
ENSRNOG00000068055	rat	ENSRNOG00000068055	OG_00050	HQ_SNG_016065	RATNO
ENSRNOG00000068056	rat	ENSRNOG00000068056	OG_00037	HQ_SNG_016066	RATNO
ENSRNOG00000068057	rat	ENSRNOG00000068057	OG_18171	HQ_SNG_016067	RATNO
ENSRNOG00000068058	rat	ENSRNOG00000068058	OG_SNG_007057	HQ_SNG_016068	RATNO
ENSRNOG00000068059	rat	ENSRNOG00000068059	OG_00106	HQ_SNG_016069	RATNO
ENSRNOG00000068063	rat	Rnaseh2a	OG_04494	HQ_02948	RATNO
ENSRNOG00000068067	rat	ENSRNOG00000068067	OG_17063	HQ_SNG_016070	RATNO
ENSRNOG00000068068	rat	ENSRNOG00000068068	OG_SNG_007058	HQ_SNG_016071	RATNO
ENSRNOG00000068069	rat	Klk1b3	OG_00047	HQ_SNG_016072	RATNO
ENSRNOG00000068070	rat	ENSRNOG00000068070	OG_SNG_007059	HQ_SNG_016073	RATNO
ENSRNOG00000068071	rat	Olr634	OG_18325	HQ_17424	RATNO
ENSRNOG00000068072	rat	Olr8	OG_15278	HQ_19021	RATNO
ENSRNOG00000068073	rat	Olr279	OG_00022	HQ_SNG_016074	RATNO
ENSRNOG00000068074	rat	ENSRNOG00000068074	OG_00114	HQ_SNG_016075	RATNO
ENSRNOG00000068076	rat	Olr1250	OG_00027	HQ_19181	RATNO
ENSRNOG00000068077	rat	Olr1248	OG_00027	HQ_13299	RATNO
ENSRNOG00000068079	rat	Larp4	OG_01675	HQ_08592	RATNO
ENSRNOG00000068082	rat	ENSRNOG00000068082	OG_18203	HQ_SNG_016076	RATNO
ENSRNOG00000068085	rat	ENSRNOG00000068085	OG_19584	HQ_SNG_016077	RATNO
ENSRNOG00000068086	rat	ENSRNOG00000068086	OG_00127	HQ_SNG_016078	RATNO
ENSRNOG00000068087	rat	ENSRNOG00000068087	OG_SNG_007060	HQ_SNG_016079	RATNO
ENSRNOG00000068088	rat	RGD1624210	OG_00445	HQ_SNG_016080	RATNO
ENSRNOG00000068093	rat	F2rl3	OG_15748	HQ_14015	RATNO
ENSRNOG00000068094	rat	Olr1538	OG_00548	HQ_17511	RATNO
ENSRNOG00000068095	rat	ENSRNOG00000068095	OG_SNG_007061	HQ_SNG_016081	RATNO
ENSRNOG00000068097	rat	ENSRNOG00000068097	OG_SNG_007062	HQ_SNG_016082	RATNO
ENSRNOG00000068098	rat	ENSRNOG00000068098	OG_SNG_007063	HQ_SNG_016083	RATNO
ENSRNOG00000068100	rat	Zfp235	OG_00488	HQ_18998	RATNO
ENSRNOG00000068103	rat	ENSRNOG00000068103	OG_SNG_007064	HQ_SNG_016084	RATNO
ENSRNOG00000068104	rat	ENSRNOG00000068104	OG_15289	HQ_SNG_016085	RATNO
ENSRNOG00000068106	rat	Tcap	OG_16436	HQ_15057	RATNO
ENSRNOG00000068111	rat	ENSRNOG00000068111	OG_17416	HQ_SNG_016086	RATNO
ENSRNOG00000068113	rat	Or5d3	OG_00686	HQ_00148	RATNO
ENSRNOG00000068114	rat	Olr495	OG_18415	HQ_17526	RATNO
ENSRNOG00000068115	rat	ENSRNOG00000068115	OG_00056	HQ_SNG_016087	RATNO
ENSRNOG00000068117	rat	ENSRNOG00000068117	OG_SNG_007065	HQ_SNG_016088	RATNO
ENSRNOG00000068118	rat	ENSRNOG00000068118	OG_00037	HQ_SNG_016089	RATNO
ENSRNOG00000068123	rat	ENSRNOG00000068123	OG_SNG_007066	HQ_SNG_016090	RATNO
ENSRNOG00000068124	rat	ENSRNOG00000068124	OG_SNG_007067	HQ_SNG_016091	RATNO
ENSRNOG00000068126	rat	Olr1275	OG_00723	HQ_00166	RATNO
ENSRNOG00000068130	rat	ENSRNOG00000068130	OG_SNG_007068	HQ_SNG_016092	RATNO
ENSRNOG00000068131	rat	ENSRNOG00000068131	OG_SNG_007069	HQ_SNG_016093	RATNO
ENSRNOG00000068135	rat	ENSRNOG00000068135	OG_01890	HQ_SNG_016094	RATNO
ENSRNOG00000068137	rat	ENSRNOG00000068137	OG_SNG_007070	HQ_SNG_016095	RATNO
ENSRNOG00000068138	rat	Aldh3b2	OG_00619	HQ_00127	RATNO
ENSRNOG00000068139	rat	Samd4b	OG_01872	HQ_00490	RATNO
ENSRNOG00000068143	rat	ENSRNOG00000068143	OG_00548	HQ_SNG_016096	RATNO
ENSRNOG00000068146	rat	Iqcn	OG_06977	HQ_19580	RATNO
ENSRNOG00000068148	rat	ENSRNOG00000068148	OG_19539	HQ_SNG_016097	RATNO
ENSRNOG00000068150	rat	Foxb1	OG_SNG_007071	HQ_SNG_016098	RATNO
ENSRNOG00000068151	rat	Vom1r75	OG_00010	HQ_19612	RATNO
ENSRNOG00000068153	rat	Zfp712	OG_00171	HQ_19453	RATNO
ENSRNOG00000068160	rat	Olr297	OG_00736	HQ_19206	RATNO
ENSRNOG00000068161	rat	Olr625	OG_15296	HQ_SNG_016099	RATNO
ENSRNOG00000068162	rat	Npas3	OG_09316	HQ_07711	RATNO
ENSRNOG00000068163	rat	ENSRNOG00000068163	OG_19686	HQ_SNG_016100	RATNO
ENSRNOG00000068164	rat	ENSRNOG00000068164	OG_SNG_007072	HQ_SNG_016101	RATNO
ENSRNOG00000068165	rat	Olr1567	OG_00518	HQ_19210	RATNO
ENSRNOG00000068166	rat	Olr742	OG_00301	HQ_00044	RATNO
ENSRNOG00000068168	rat	ENSRNOG00000068168	OG_00167	HQ_SNG_016102	RATNO
ENSRNOG00000068174	rat	Sp8	OG_10813	HQ_09135	RATNO
ENSRNOG00000068175	rat	RGD1559960	OG_00700	HQ_00534	RATNO
ENSRNOG00000068180	rat	ENSRNOG00000068180	OG_08435	HQ_06843	RATNO
ENSRNOG00000068182	rat	ENSRNOG00000068182	OG_00449	HQ_SNG_016103	RATNO
ENSRNOG00000068183	rat	Socs4	OG_12881	HQ_11121	RATNO
ENSRNOG00000068184	rat	Vinac1	OG_17332	HQ_16111	RATNO
ENSRNOG00000068185	rat	Olr540	OG_00280	HQ_19377	RATNO
ENSRNOG00000068186	rat	ENSRNOG00000068186	OG_17705	HQ_SNG_016104	RATNO
ENSRNOG00000068190	rat	ENSRNOG00000068190	OG_01645	HQ_SNG_016105	RATNO
ENSRNOG00000068192	rat	Prss3	OG_00085	HQ_00013	RATNO
ENSRNOG00000068194	rat	ENSRNOG00000068194	OG_18160	HQ_17286	RATNO
ENSRNOG00000068198	rat	C1H19orf84	OG_15089	HQ_13161	RATNO
ENSRNOG00000068199	rat	ENSRNOG00000068199	OG_SNG_007073	HQ_SNG_016106	RATNO
ENSRNOG00000068200	rat	ENSRNOG00000068200	OG_01039	HQ_SNG_016107	RATNO
ENSRNOG00000068201	rat	ENSRNOG00000068201	OG_00012	HQ_SNG_016108	RATNO
ENSRNOG00000068204	rat	ENSRNOG00000068204	OG_SNG_007074	HQ_SNG_016109	RATNO
ENSRNOG00000068206	rat	Olr1456	OG_00228	HQ_00141	RATNO
ENSRNOG00000068209	rat	Olr575	OG_00062	HQ_16144	RATNO
ENSRNOG00000068212	rat	Krt33b	OG_00283	HQ_00038	RATNO
ENSRNOG00000068213	rat	ENSRNOG00000068213	OG_00003	HQ_SNG_016110	RATNO
ENSRNOG00000068215	rat	Olr845	OG_00357	HQ_00111	RATNO
ENSRNOG00000068216	rat	Olr137	OG_00938	HQ_00225	RATNO
ENSRNOG00000068220	rat	Ctdsp2	OG_12420	HQ_10696	RATNO
ENSRNOG00000068221	rat	ENSRNOG00000068221	OG_00016	HQ_SNG_016111	RATNO
ENSRNOG00000068222	rat	ENSRNOG00000068222	OG_01094	HQ_SNG_016112	RATNO
ENSRNOG00000068229	rat	Olr1470	OG_00024	HQ_19128	RATNO
ENSRNOG00000068230	rat	Ccdc182	OG_11134	HQ_09451	RATNO
ENSRNOG00000068233	rat	ENSRNOG00000068233	OG_00366	HQ_SNG_016113	RATNO
ENSRNOG00000068234	rat	Olr445	OG_00448	HQ_SNG_016114	RATNO
ENSRNOG00000068236	rat	ENSRNOG00000068236	OG_SNG_007075	HQ_SNG_016115	RATNO
ENSRNOG00000068241	rat	ENSRNOG00000068241	OG_00174	HQ_SNG_016116	RATNO
ENSRNOG00000068243	rat	Cdk5r1	OG_12567	HQ_15139	RATNO
ENSRNOG00000068248	rat	ENSRNOG00000068248	OG_00742	HQ_SNG_016117	RATNO
ENSRNOG00000068251	rat	Sprr2d	OG_19284	HQ_18912	RATNO
ENSRNOG00000068252	rat	Olr1646	OG_17373	HQ_19011	RATNO
ENSRNOG00000068253	rat	Olr1231	OG_00437	HQ_00115	RATNO
ENSRNOG00000068254	rat	ENSRNOG00000068254	OG_00485	HQ_14562	RATNO
ENSRNOG00000068255	rat	ENSRNOG00000068255	OG_01189	HQ_SNG_016118	RATNO
ENSRNOG00000068256	rat	Olr374	OG_SNG_007076	HQ_SNG_016119	RATNO
ENSRNOG00000068257	rat	ENSRNOG00000068257	OG_SNG_007077	HQ_SNG_016120	RATNO
ENSRNOG00000068258	rat	ENSRNOG00000068258	OG_00803	HQ_SNG_016121	RATNO
ENSRNOG00000068259	rat	ENSRNOG00000068259	OG_02103	HQ_SNG_016122	RATNO
ENSRNOG00000068261	rat	Pacrg	OG_05334	HQ_03787	RATNO
ENSRNOG00000068262	rat	ENSRNOG00000068262	OG_SNG_007078	HQ_SNG_016123	RATNO
ENSRNOG00000068263	rat	Bbs12	OG_16599	HQ_15258	RATNO
ENSRNOG00000068265	rat	ENSRNOG00000068265	OG_00446	HQ_SNG_016124	RATNO
ENSRNOG00000068266	rat	Nxpe5	OG_01083	HQ_00276	RATNO
ENSRNOG00000068268	rat	ENSRNOG00000068268	OG_00016	HQ_SNG_016125	RATNO
ENSRNOG00000068270	rat	ENSRNOG00000068270	OG_SNG_007079	HQ_SNG_016126	RATNO
ENSRNOG00000068272	rat	ENSRNOG00000068272	OG_19557	HQ_SNG_016127	RATNO
ENSRNOG00000068273	rat	Vom2r31	OG_00041	HQ_SNG_016128	RATNO
ENSRNOG00000068277	rat	Olr1072	OG_17344	HQ_16116	RATNO
ENSRNOG00000068278	rat	Olr1501	OG_00024	HQ_00012	RATNO
ENSRNOG00000068279	rat	ENSRNOG00000068279	OG_00011	HQ_SNG_016129	RATNO
ENSRNOG00000068281	rat	ENSRNOG00000068281	OG_15204	HQ_13273	RATNO
ENSRNOG00000068283	rat	ENSRNOG00000068283	OG_01766	HQ_SNG_016130	RATNO
ENSRNOG00000068286	rat	ENSRNOG00000068286	OG_SNG_007080	HQ_SNG_016131	RATNO
ENSRNOG00000068288	rat	ENSRNOG00000068288	OG_00024	HQ_SNG_016132	RATNO
ENSRNOG00000068289	rat	ENSRNOG00000068289	OG_00012	HQ_SNG_016133	RATNO
ENSRNOG00000068291	rat	Olr331	OG_00067	HQ_SNG_016134	RATNO
ENSRNOG00000068293	rat	Olr1239	OG_00027	HQ_SNG_016135	RATNO
ENSRNOG00000068296	rat	Lsm10	OG_13032	HQ_11266	RATNO
ENSRNOG00000068297	rat	Olr1117	OG_00147	HQ_SNG_016136	RATNO
ENSRNOG00000068298	rat	ENSRNOG00000068298	OG_SNG_007081	HQ_SNG_016137	RATNO
ENSRNOG00000068299	rat	ENSRNOG00000068299	OG_17391	HQ_SNG_016138	RATNO
ENSRNOG00000068303	rat	ENSRNOG00000068303	OG_02148	HQ_SNG_016139	RATNO
ENSRNOG00000068305	rat	ENSRNOG00000068305	OG_17288	HQ_SNG_016140	RATNO
ENSRNOG00000068306	rat	ENSRNOG00000068306	OG_00838	HQ_SNG_016141	RATNO
ENSRNOG00000068309	rat	ENSRNOG00000068309	OG_SNG_007082	HQ_SNG_016142	RATNO
ENSRNOG00000068310	rat	C10H5orf58	OG_19522	HQ_SNG_016143	RATNO
ENSRNOG00000068311	rat	ENSRNOG00000068311	OG_00131	HQ_SNG_016144	RATNO
ENSRNOG00000068312	rat	ENSRNOG00000068312	OG_SNG_007083	HQ_SNG_016145	RATNO
ENSRNOG00000068314	rat	ENSRNOG00000068314	OG_00010	HQ_SNG_016146	RATNO
ENSRNOG00000068316	rat	Olr779	OG_00092	HQ_16162	RATNO
ENSRNOG00000068317	rat	Olr921	OG_00741	HQ_SNG_016147	RATNO
ENSRNOG00000068318	rat	ENSRNOG00000068318	OG_04513	HQ_SNG_016148	RATNO
ENSRNOG00000068319	rat	ENSRNOG00000068319	OG_SNG_007084	HQ_SNG_016149	RATNO
ENSRNOG00000068323	rat	ENSRNOG00000068323	OG_SNG_007085	HQ_SNG_016150	RATNO
ENSRNOG00000068324	rat	ENSRNOG00000068324	OG_01096	HQ_13305	RATNO
ENSRNOG00000068326	rat	Olr189	OG_02104	HQ_13255	RATNO
ENSRNOG00000068327	rat	Pdcd5	OG_00793	HQ_02979	RATNO
ENSRNOG00000068331	rat	RGD1564941	OG_00116	HQ_SNG_016151	RATNO
ENSRNOG00000068333	rat	ENSRNOG00000068333	OG_00024	HQ_SNG_016152	RATNO
ENSRNOG00000068334	rat	ENSRNOG00000068334	OG_19070	HQ_SNG_016153	RATNO
ENSRNOG00000068341	rat	ENSRNOG00000068341	OG_00451	HQ_SNG_016154	RATNO
ENSRNOG00000068342	rat	Coa4	OG_16618	HQ_15282	RATNO
ENSRNOG00000068343	rat	Olr305	OG_00112	HQ_00117	RATNO
ENSRNOG00000068347	rat	ENSRNOG00000068347	OG_00037	HQ_SNG_016155	RATNO
ENSRNOG00000068351	rat	ENSRNOG00000068351	OG_00360	HQ_SNG_016156	RATNO
ENSRNOG00000068352	rat	ENSRNOG00000068352	OG_SNG_007086	HQ_SNG_016157	RATNO
ENSRNOG00000068353	rat	ENSRNOG00000068353	OG_02044	HQ_SNG_016158	RATNO
ENSRNOG00000068357	rat	Olr1638	OG_11646	HQ_09946	RATNO
ENSRNOG00000068362	rat	ENSRNOG00000068362	OG_00824	HQ_SNG_016159	RATNO
ENSRNOG00000068363	rat	Vom2r58	OG_00002	HQ_SNG_016160	RATNO
ENSRNOG00000068364	rat	Smim10l1	OG_17180	HQ_SNG_016161	RATNO
ENSRNOG00000068367	rat	Olr1505	OG_00024	HQ_00012	RATNO
ENSRNOG00000068369	rat	Olr578	OG_00062	HQ_19375	RATNO
ENSRNOG00000068374	rat	Insyn1	OG_14567	HQ_12695	RATNO
ENSRNOG00000068377	rat	Prph2	OG_05345	HQ_03797	RATNO
ENSRNOG00000068378	rat	Klk1	OG_00047	HQ_SNG_016162	RATNO
ENSRNOG00000068380	rat	ENSRNOG00000068380	OG_01492	HQ_SNG_016163	RATNO
ENSRNOG00000068381	rat	ENSRNOG00000068381	OG_00035	HQ_SNG_016164	RATNO
ENSRNOG00000068382	rat	Olr1407	OG_00549	HQ_19205	RATNO
ENSRNOG00000068386	rat	Olr770	OG_00100	HQ_19562	RATNO
ENSRNOG00000068388	rat	Or8g51	OG_19388	HQ_19141	RATNO
ENSRNOG00000068395	rat	ENSRNOG00000068395	OG_SNG_007087	HQ_SNG_016165	RATNO
ENSRNOG00000068399	rat	Itgad	OG_16123	HQ_14567	RATNO
ENSRNOG00000068403	rat	ENSRNOG00000068403	OG_SNG_007088	HQ_SNG_016166	RATNO
ENSRNOG00000068404	rat	Olr1633	OG_00503	HQ_SNG_016167	RATNO
ENSRNOG00000068406	rat	ENSRNOG00000068406	OG_SNG_007089	HQ_SNG_016168	RATNO
ENSRNOG00000068407	rat	RGD1566085	OG_01668	HQ_SNG_016169	RATNO
ENSRNOG00000068411	rat	Or5d14	OG_01001	HQ_00245	RATNO
ENSRNOG00000068412	rat	Fosl2	OG_03211	HQ_01648	RATNO
ENSRNOG00000068413	rat	ENSRNOG00000068413	OG_00106	HQ_00061	RATNO
ENSRNOG00000068415	rat	Lrrc15	OG_12032	HQ_10315	RATNO
ENSRNOG00000068416	rat	ENSRNOG00000068416	OG_SNG_007090	HQ_SNG_016170	RATNO
ENSRNOG00000068418	rat	Gbp6	OG_00263	HQ_SNG_016171	RATNO
ENSRNOG00000068421	rat	ENSRNOG00000068421	OG_00043	HQ_SNG_016172	RATNO
ENSRNOG00000068423	rat	Or2o1	OG_17374	HQ_16129	RATNO
ENSRNOG00000068424	rat	Olr1394	OG_00057	HQ_16141	RATNO
ENSRNOG00000068425	rat	Zfp551	OG_02023	HQ_15732	RATNO
ENSRNOG00000068427	rat	ENSRNOG00000068427	OG_00380	HQ_SNG_016173	RATNO
ENSRNOG00000068428	rat	Olr267	OG_00022	HQ_00118	RATNO
ENSRNOG00000068431	rat	Eppk1	OG_17196	HQ_17580	RATNO
ENSRNOG00000068437	rat	ENSRNOG00000068437	OG_SNG_007091	HQ_SNG_016174	RATNO
ENSRNOG00000068439	rat	Olr1232	OG_00027	HQ_SNG_016175	RATNO
ENSRNOG00000068441	rat	ENSRNOG00000068441	OG_00016	HQ_SNG_016176	RATNO
ENSRNOG00000068443	rat	ENSRNOG00000068443	OG_00763	HQ_SNG_016177	RATNO
ENSRNOG00000068444	rat	Kcnj10	OG_12687	HQ_10943	RATNO
ENSRNOG00000068445	rat	Rplp2	OG_00259	HQ_10926	RATNO
ENSRNOG00000068448	rat	Arl15	OG_13442	HQ_11650	RATNO
ENSRNOG00000068449	rat	ENSRNOG00000068449	OG_00492	HQ_SNG_016178	RATNO
ENSRNOG00000068450	rat	ENSRNOG00000068450	OG_18473	HQ_SNG_016179	RATNO
ENSRNOG00000068452	rat	Vom2r46	OG_00238	HQ_17546	RATNO
ENSRNOG00000068459	rat	ENSRNOG00000068459	OG_12213	HQ_SNG_016180	RATNO
ENSRNOG00000068462	rat	Olr1509	OG_18276	HQ_17369	RATNO
ENSRNOG00000068464	rat	Rnase3	OG_00137	HQ_SNG_016181	RATNO
ENSRNOG00000068465	rat	Olr1397	OG_00057	HQ_18933	RATNO
ENSRNOG00000068466	rat	Olr1597	OG_14381	HQ_12542	RATNO
ENSRNOG00000068468	rat	Defa9	OG_00020	HQ_SNG_016182	RATNO
ENSRNOG00000068471	rat	ENSRNOG00000068471	OG_SNG_007092	HQ_SNG_016183	RATNO
ENSRNOG00000068472	rat	Ccdc201	OG_17241	HQ_19448	RATNO
ENSRNOG00000068475	rat	Olr1200	OG_18374	HQ_17477	RATNO
ENSRNOG00000068476	rat	RGD1560314	OG_SNG_007093	HQ_SNG_016184	RATNO
ENSRNOG00000068483	rat	ENSRNOG00000068483	OG_SNG_007094	HQ_SNG_016185	RATNO
ENSRNOG00000068484	rat	ENSRNOG00000068484	OG_00529	HQ_SNG_016186	RATNO
ENSRNOG00000068485	rat	Olr1243	OG_00027	HQ_19495	RATNO
ENSRNOG00000068487	rat	Mzt1	OG_14531	HQ_12666	RATNO
ENSRNOG00000068489	rat	Olr1068	OG_15301	HQ_16166	RATNO
ENSRNOG00000068492	rat	Omp	OG_17167	HQ_15975	RATNO
ENSRNOG00000068493	rat	Slc25a2	OG_15681	HQ_13907	RATNO
ENSRNOG00000068494	rat	ENSRNOG00000068494	OG_00084	HQ_SNG_016187	RATNO
ENSRNOG00000068495	rat	ENSRNOG00000068495	OG_SNG_007095	HQ_SNG_016188	RATNO
ENSRNOG00000068496	rat	ENSRNOG00000068496	OG_18144	HQ_17281	RATNO
ENSRNOG00000068498	rat	ENSRNOG00000068498	OG_00653	HQ_SNG_016189	RATNO
ENSRNOG00000068499	rat	ENSRNOG00000068499	OG_00035	HQ_SNG_016190	RATNO
ENSRNOG00000068503	rat	RGD1560073	OG_SNG_007096	HQ_SNG_016191	RATNO
ENSRNOG00000068505	rat	Insl3	OG_17146	HQ_15957	RATNO
ENSRNOG00000068507	rat	ENSRNOG00000068507	OG_00668	HQ_SNG_016192	RATNO
ENSRNOG00000068508	rat	Olr1486	OG_00024	HQ_SNG_016193	RATNO
ENSRNOG00000068509	rat	ENSRNOG00000068509	OG_01408	HQ_SNG_016194	RATNO
ENSRNOG00000068510	rat	ENSRNOG00000068510	OG_00042	HQ_SNG_016195	RATNO
ENSRNOG00000068512	rat	ENSRNOG00000068512	OG_SNG_007097	HQ_SNG_016196	RATNO
