ensembl_id_RATNO	ens_orthogroup_id	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ensembl_id_PIGXX	ens_hqorthogroup_id_PIGXX	gene_symbol_PIGXX	species_code_PIGXX	n_species_PIGXX	ens_orthogroup_status_PIGXX	ens_hqorthogroup_status_PIGXX	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_RATNO	ortholog_rank_PIGXX
ENSRNOG00000020061	OG_13821	HQ_12005	Tmem198	RATNO	5	1to1	1to1	ENSSSCG00000027541	HQ_12005	TMEM198	PIGXX	5	1to1	1to1	96.9444	96.9444	100.0	0.0	1.0	0.875	0.875	1	1
ENSRNOG00000058340	OG_13483	HQ_11692	Krt79	RATNO	5	1to1	1to1	ENSSSCG00000027548	HQ_11692	KRT79	PIGXX	5	1to1	1to1	76.9797	79.1667	100.0	0.0	1.0	0.5	0.3333333333333333	1	1
ENSRNOG00000032238	OG_13651	HQ_11844	Plcd1	RATNO	5	1to1	1to1	ENSSSCG00000027550	HQ_11844	PLCD1	PIGXX	5	1to1	1to1	89.9204	86.59	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000025239	OG_07685	HQ_06106	Nudt15	RATNO	5	1to1	1to1	ENSSSCG00000027551	HQ_06106	NUDT15	PIGXX	5	1to1	1to1	77.7778	78.2353	100.0	0.0	1.0	0.875	0.875	1	1
ENSRNOG00000037908	OG_00487	HQ_00094	Prg3	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027553	HQ_00094		PIGXX	5	multi_copy	multi_copy	43.6508	48.8889	100.0	0.0	0.0	0.625	0.3	1	1
ENSRNOG00000062777	OG_00967	HQ_10646	Rsrc1	RATNO	5	multi_copy	1to1	ENSSSCG00000027556	HQ_10646	RSRC1	PIGXX	5	multi_copy	1to1	92.515	92.515	100.0	65.99	1.0	0.5	0.5	1	1
ENSRNOG00000004144	OG_00967	HQ_SNG_011649	AABR07001435.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027556	HQ_10646	RSRC1	PIGXX	5	multi_copy	1to1	75.7485	89.7163	0.0	0.0	0.0	0.1	0.0	1	2
ENSRNOG00000023762	OG_00967	HQ_SNG_012286	AABR07056845.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027556	HQ_10646	RSRC1	PIGXX	5	multi_copy	1to1	71.8563	84.507	0.0	0.0	0.0	0.09090909090909091	0.0	1	3
ENSRNOG00000018999	OG_00768	HQ_00181	Cdc14b	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027557	HQ_00181		PIGXX	5	multi_copy	multi_copy	84.9398	80.1136	100.0	88.28	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000008431	OG_07793	HQ_06212	Gabbr2	RATNO	5	1to1	1to1	ENSSSCG00000027558	HQ_06212	GABBR2	PIGXX	5	1to1	1to1	96.7056	96.8085	100.0	61.16	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSRNOG00000013220	OG_12929	HQ_11165	Arhgap45	RATNO	5	1to1	1to1	ENSSSCG00000027565	HQ_11165	ARHGAP45	PIGXX	5	1to1	1to1	78.1142	80.1242	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000070041	OG_17379	HQ_19336	Olr96	RATNO	3	multi_copy	1to1	ENSSSCG00000027566	HQ_SNG_017929		PIGXX	3	multi_copy	singleton	76.8025	74.2424	50.0	0.0	0.0	0.1875	0.1111111111111111	1	1
ENSRNOG00000010798	OG_07740	HQ_06162	Blk	RATNO	5	1to1	1to1	ENSSSCG00000027568	HQ_06162	BLK	PIGXX	5	1to1	1to1	86.6267	86.9739	100.0	0.0	1.0	0.7	0.7	1	1
ENSRNOG00000047194	OG_11655	HQ_09955	Arl13b	RATNO	5	1to1	1to1	ENSSSCG00000027571	HQ_09955	ARL13B	PIGXX	5	1to1	1to1	79.2711	81.4988	50.0	34.55	0.0	0.6	0.6	1	1
ENSRNOG00000011138	OG_00060	HQ_08635	Rpl29	RATNO	5	multi_copy	1to1	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	50.5882	57.0796	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000036836	OG_00060	HQ_SNG_013082	AABR07058937.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	40.7843	63.4146	0.0	0.0	0.0	0.1111111111111111	0.0	1	2
ENSRNOG00000049010	OG_00060	HQ_SNG_013595	AABR07007399.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	36.8627	53.1073	0.0	0.0	0.0	0.1111111111111111	0.0	1	3
ENSRNOG00000069075	OG_00060	HQ_SNG_016390	ENSRNOG00000069075	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	14.1176	61.0169	0.0	0.0	0.0	0.1111111111111111	0.0	1	4
ENSRNOG00000033695	OG_00060	HQ_SNG_013010	AC095825.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	45.8824	75.0	0.0	0.0	0.0	0.1	0.0	1	5
ENSRNOG00000008501	OG_00060	HQ_SNG_011771	AABR07052130.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	42.7451	73.1544	0.0	0.0	0.0	0.1	0.0	1	6
ENSRNOG00000021843	OG_00060	HQ_SNG_012184	AABR07072463.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	34.5098	69.2913	0.0	0.0	0.0	0.1	0.0	1	7
ENSRNOG00000033224	OG_00060	HQ_SNG_012965	AABR07043813.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	47.8431	78.2051	0.0	0.0	0.0	0.09090909090909091	0.0	1	8
ENSRNOG00000028320	OG_00060	HQ_SNG_012517	AABR07043598.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	42.7451	70.7792	0.0	0.0	0.0	0.09090909090909091	0.0	1	9
ENSRNOG00000038057	OG_00060	HQ_SNG_013158	AABR07044111.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	42.3529	75.0	0.0	0.0	0.0	0.09090909090909091	0.0	1	10
ENSRNOG00000032822	OG_00060	HQ_SNG_012920	AABR07068694.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	47.8431	78.2051	0.0	0.0	0.0	0.08333333333333333	0.0	1	11
ENSRNOG00000050264	OG_00060	HQ_SNG_013681	AABR07035357.2	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	45.8824	75.4839	0.0	0.0	0.0	0.08333333333333333	0.0	1	12
ENSRNOG00000030439	OG_00060	HQ_SNG_012707	AABR07031505.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	44.7059	77.551	0.0	0.0	0.0	0.08333333333333333	0.0	1	13
ENSRNOG00000037401	OG_00060	HQ_SNG_013123	AABR07058413.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	44.7059	70.8075	0.0	0.0	0.0	0.08333333333333333	0.0	1	14
ENSRNOG00000058291	OG_00060	HQ_SNG_014068	AC126581.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	34.5098	65.1852	0.0	0.0	0.0	0.08333333333333333	0.0	1	15
ENSRNOG00000027063	OG_00060	HQ_SNG_012449	AABR07062136.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	29.8039	57.5758	0.0	0.0	0.0	0.08333333333333333	0.0	1	16
ENSRNOG00000051988	OG_00060	HQ_SNG_013782	AC128582.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	29.0196	70.4762	0.0	0.0	0.0	0.08333333333333333	0.0	1	17
ENSRNOG00000029594	OG_00060	HQ_SNG_012623	AABR07064000.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	47.8431	78.2051	0.0	0.0	0.0	0.07692307692307693	0.0	1	18
ENSRNOG00000040039	OG_00060	HQ_SNG_013281	AABR07033607.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	42.7451	53.1707	0.0	0.0	0.0	0.07142857142857142	0.0	1	19
ENSRNOG00000037172	OG_00060	HQ_SNG_013106	AC132539.2	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	45.4902	78.9116	0.0	0.0	0.0	0.06666666666666667	0.0	1	20
ENSRNOG00000063281	OG_00060	HQ_SNG_014572	ENSRNOG00000063281	RATNO	5	multi_copy	singleton	ENSSSCG00000027573	HQ_08635		PIGXX	5	multi_copy	1to1	25.8824	60.0	0.0	0.0	0.0	0.06666666666666667	0.0	1	21
ENSRNOG00000010078	OG_04451	HQ_02908	Spag1	RATNO	5	1to1	1to1	ENSSSCG00000027587	HQ_02908	SPAG1	PIGXX	5	1to1	1to1	66.1273	67.5854	100.0	84.89	1.0	0.4166666666666667	0.4166666666666667	1	1
ENSRNOG00000001598	OG_09755	HQ_08133	Usp16	RATNO	5	1to1	1to1	ENSSSCG00000027594	HQ_08133	USP16	PIGXX	5	1to1	1to1	82.2384	81.9394	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000000827	OG_07846	HQ_06262	Ier3	RATNO	5	1to1	1to1	ENSSSCG00000027607	HQ_06262	IER3	PIGXX	5	1to1	1to1	78.1955	65.0	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000013844	OG_05418	HQ_03871	Fam172a	RATNO	5	1to1	1to1	ENSSSCG00000027608	HQ_03871	FAM172A	PIGXX	5	1to1	1to1	93.9904	93.9904	100.0	84.02	1.0	0.25	0.25	1	1
ENSRNOG00000003119	OG_08802	HQ_07209	Gc	RATNO	5	1to1	1to1	ENSSSCG00000027609	HQ_07209	GC	PIGXX	5	1to1	1to1	71.5464	67.7734	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSRNOG00000012609	OG_13576	HQ_11779	Trdn	RATNO	5	1to1	1to1	ENSSSCG00000027613	HQ_11779	TRDN	PIGXX	5	1to1	1to1	63.9232	67.7326	75.0	15.55	1.0	0.18181818181818182	0.18181818181818182	1	1
ENSRNOG00000008203	OG_10571	HQ_08896	Synpr	RATNO	5	1to1	1to1	ENSSSCG00000027617	HQ_08896	SYNPR	PIGXX	5	1to1	1to1	78.5047	88.4211	100.0	37.38	1.0	0.25	0.25	1	1
ENSRNOG00000031851	OG_13481	HQ_11690	Ndufa4l2	RATNO	5	1to1	1to1	ENSSSCG00000027621	HQ_11690	NDUFA4L2	PIGXX	5	1to1	1to1	62.3853	78.1609	100.0	100.0	1.0	0.5	0.5	1	1
ENSRNOG00000020811	OG_10168	HQ_08523	Il6r	RATNO	5	1to1	1to1	ENSSSCG00000027628	HQ_08523	IL6R	PIGXX	5	1to1	1to1	48.3673	51.2987	100.0	80.44	0.0	0.7142857142857143	0.7142857142857143	1	1
ENSRNOG00000024144	OG_04370	HQ_02823	Cdipt	RATNO	5	1to1	1to1	ENSSSCG00000027629	HQ_02823	CDIPT	PIGXX	5	1to1	1to1	67.6056	63.4361	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSRNOG00000030687	OG_15288	HQ_19104	Olr1620	RATNO	3	multi_copy	1to1	ENSSSCG00000027630	HQ_SNG_017930		PIGXX	3	multi_copy	singleton	78.7097	75.3086	0.0	0.0	0.0	0.06666666666666667	0.0	2	1
ENSRNOG00000052388	OG_00008	HQ_00116	Krtap1-3	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	63.1285	65.3179	100.0	0.0	1.0	0.5714285714285714	0.625	1	1
ENSRNOG00000012955	OG_00008	HQ_00116	Krtap1-1	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	64.8045	61.7021	100.0	0.0	1.0	0.5714285714285714	0.625	1	2
ENSRNOG00000053283	OG_00008	HQ_00116	Krtap9-3	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	57.5419	78.626	100.0	0.0	1.0	0.5714285714285714	0.4444444444444444	2	3
ENSRNOG00000065269	OG_00008	HQ_00084	Krtap2-1	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.6666666666666666	0.3	4	4
ENSRNOG00000063772	OG_00008	HQ_00084	Krtap2-4l	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.5714285714285714	0.3	4	5
ENSRNOG00000060847	OG_00008	HQ_00084	Krtap2-1	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.5	0.18181818181818182	4	6
ENSRNOG00000061130	OG_00008	HQ_00084	Krtap2-1	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.5	0.16666666666666666	4	7
ENSRNOG00000026803	OG_00008	HQ_SNG_012427	Krtap9-7	RATNO	5	multi_copy	singleton	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	7	8
ENSRNOG00000034110	OG_00008	HQ_16988	Krtap4-3	RATNO	5	multi_copy	1to1	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	4	9
ENSRNOG00000032530	OG_00008	HQ_SNG_012891	ENSRNOG00000032530	RATNO	5	multi_copy	singleton	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	12	10
ENSRNOG00000046538	OG_00008	HQ_00005	ENSRNOG00000046538	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	12	11
ENSRNOG00000043302	OG_00008	HQ_00005	ENSRNOG00000043302	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	12	12
ENSRNOG00000047532	OG_00008	HQ_SNG_013511	ENSRNOG00000047532	RATNO	5	multi_copy	singleton	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.125	0.0	13	13
ENSRNOG00000042329	OG_00008	HQ_SNG_013322	AABR07044583.2	RATNO	5	multi_copy	singleton	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	13	14
ENSRNOG00000069553	OG_00008	HQ_00005	ENSRNOG00000069553	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	13	15
ENSRNOG00000001218	OG_00008	HQ_SNG_011553	AABR07044583.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1	0.0	13	16
ENSRNOG00000020131	OG_00008	HQ_SNG_012108	ENSRNOG00000020131	RATNO	5	multi_copy	singleton	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1	0.0	12	17
ENSRNOG00000067436	OG_00008	HQ_00005	ENSRNOG00000067436	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.1	0.0	13	18
ENSRNOG00000046649	OG_00008	HQ_SNG_013467	AABR07006049.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	12	19
ENSRNOG00000063867	OG_00008	HQ_SNG_014763	ENSRNOG00000063867	RATNO	5	multi_copy	singleton	ENSSSCG00000027632	HQ_00116		PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	15	20
ENSRNOG00000037795	OG_14413	HQ_12563	Ldlrad1	RATNO	5	1to1	1to1	ENSSSCG00000027641	HQ_12563	LDLRAD1	PIGXX	5	1to1	1to1	70.8075	54.2857	100.0	45.84	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSRNOG00000011238	OG_10584	HQ_08909	Tiparp	RATNO	5	1to1	1to1	ENSSSCG00000027646	HQ_08909	TIPARP	PIGXX	5	1to1	1to1	94.2161	89.9709	100.0	10.46	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSRNOG00000006515	OG_12283	HQ_10557	Klhl15	RATNO	5	1to1	1to1	ENSSSCG00000027652	HQ_10557	KLHL15	PIGXX	5	1to1	1to1	99.1722	99.1722	75.0	0.0	1.0	0.5714285714285714	0.375	1	1
ENSRNOG00000014006	OG_11139	HQ_09456	Neto1	RATNO	5	1to1	1to1	ENSSSCG00000027654	HQ_09456	NETO1	PIGXX	5	1to1	1to1	96.06	96.06	75.0	49.33	1.0	0.45454545454545453	0.45454545454545453	1	1
ENSRNOG00000056735	OG_06698	HQ_05132	Zc4h2	RATNO	5	1to1	1to1	ENSSSCG00000027657	HQ_05132	ZC4H2	PIGXX	5	1to1	1to1	92.8571	87.0293	50.0	0.0	0.0	0.4	0.4	1	1
ENSRNOG00000009325	OG_12810	HQ_11054	Fuca1	RATNO	5	1to1	1to1	ENSSSCG00000027659	HQ_11054	FUCA1	PIGXX	5	1to1	1to1	72.591	73.3766	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSRNOG00000049994	OG_07937	HQ_SNG_013654	Ifi44l	RATNO	5	1to1	singleton	ENSSSCG00000027660	HQ_16442	IFI44L	PIGXX	5	1to1	1to1	48.0493	48.8518	0.0	100.0	0.0	0.5	0.3333333333333333	1	1
ENSRNOG00000046941	OG_00101	HQ_SNG_013483	ENSRNOG00000046941	RATNO	5	multi_copy	singleton	ENSSSCG00000027665	HQ_02047		PIGXX	5	multi_copy	multi_copy	16.2471	23.7458	0.0	0.0	0.0	0.14285714285714285	0.0	2	1
ENSRNOG00000004763	OG_00101	HQ_SNG_011673	Sirpa	RATNO	5	multi_copy	singleton	ENSSSCG00000027665	HQ_02047		PIGXX	5	multi_copy	multi_copy	48.0549	40.619	0.0	0.0	0.0	0.125	0.0	2	2
ENSRNOG00000032580	OG_00101	HQ_SNG_012896	Sirpb2	RATNO	5	multi_copy	singleton	ENSSSCG00000027665	HQ_02047		PIGXX	5	multi_copy	multi_copy	18.7643	25.4658	0.0	0.0	0.0	0.125	0.0	2	3
ENSRNOG00000031024	OG_00101	HQ_SNG_012752	Sirpd	RATNO	5	multi_copy	singleton	ENSSSCG00000027665	HQ_02047		PIGXX	5	multi_copy	multi_copy	18.0778	23.0994	0.0	0.0	0.0	0.125	0.0	2	4
ENSRNOG00000053292	OG_00101	HQ_SNG_013839	AABR07008876.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027665	HQ_02047		PIGXX	5	multi_copy	multi_copy	18.0778	44.382	0.0	0.0	0.0	0.125	0.0	2	5
ENSRNOG00000043478	OG_00101	HQ_SNG_013404	AABR07006142.1	RATNO	5	multi_copy	singleton	ENSSSCG00000027665	HQ_02047		PIGXX	5	multi_copy	multi_copy	17.6201	25.6667	0.0	0.0	0.0	0.125	0.0	2	6
ENSRNOG00000043143	OG_02939	HQ_01377	Eml1	RATNO	5	1to1	1to1	ENSSSCG00000027667	HQ_01377	EML1	PIGXX	5	1to1	1to1	83.0986	92.2984	100.0	25.84	1.0	1.0	1.0	1	1
ENSRNOG00000014182	OG_03337	HQ_01776	Tns1	RATNO	5	1to1	1to1	ENSSSCG00000027669	HQ_01776	TNS1	PIGXX	5	1to1	1to1	86.3485	82.4153	100.0	58.63	1.0	0.5	0.4444444444444444	1	1
ENSRNOG00000009184	OG_05547	HQ_03999	Foxp1	RATNO	5	1to1	1to1	ENSSSCG00000027675	HQ_03999	FOXP1	PIGXX	5	1to1	1to1	91.9075	89.4515	100.0	100.0	1.0	0.5714285714285714	0.375	1	1
ENSRNOG00000007128	OG_04133	HQ_02585	Nop56	RATNO	5	1to1	1to1	ENSSSCG00000027676	HQ_02585	NOP56	PIGXX	5	1to1	1to1	90.1007	91.3265	100.0	0.0	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSRNOG00000005575	OG_01306	HQ_03399	Abi3	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027677	HQ_03399		PIGXX	5	multi_copy	multi_copy	80.8451	78.2016	25.0	0.0	0.0	0.375	0.2	2	1
ENSRNOG00000004774	OG_09382	HQ_14500	Ccdc175	RATNO	5	1to1	1to1	ENSSSCG00000027678	HQ_14500	CCDC175	PIGXX	5	1to1	1to1	50.0652	47.0012	75.0	0.0	0.0	0.5	0.5	1	1
ENSRNOG00000011627	OG_02766	HQ_01204	Zfr	RATNO	5	1to1	1to1	ENSSSCG00000027681	HQ_01204	ZFR	PIGXX	5	1to1	1to1	97.9497	97.1349	100.0	86.53	1.0	0.5	0.5	1	1
ENSRNOG00000016543	OG_09914	HQ_08289	Trim63	RATNO	5	1to1	1to1	ENSSSCG00000027684	HQ_08289	TRIM63	PIGXX	5	1to1	1to1	89.0141	90.0285	100.0	0.0	1.0	0.7777777777777778	0.7777777777777778	1	1
ENSRNOG00000010892	OG_14249	HQ_12414	Ythdf2	RATNO	5	1to1	1to1	ENSSSCG00000027686	HQ_12414	YTHDF2	PIGXX	5	1to1	1to1	92.931	92.6117	100.0	100.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSRNOG00000064866	OG_16255	HQ_14782	Rnf183	RATNO	4	1to1	1to1	ENSSSCG00000027688	HQ_14782	RNF183	PIGXX	4	1to1	1to1	67.3469	66.0	100.0	0.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSRNOG00000016036	OG_08365	HQ_06777	Rprd1a	RATNO	5	1to1	1to1	ENSSSCG00000027700	HQ_06777	RPRD1A	PIGXX	5	1to1	1to1	89.9654	83.3333	100.0	52.66	1.0	0.625	0.625	1	1
ENSRNOG00000025428	OG_04230	HQ_02680	Rp2	RATNO	5	1to1	1to1	ENSSSCG00000027701	HQ_02680	RP2	PIGXX	5	1to1	1to1	86.9186	85.4286	100.0	0.0	1.0	0.5454545454545454	0.5454545454545454	1	1
ENSRNOG00000023463	OG_08017	HQ_06430	Parp9	RATNO	5	1to1	1to1	ENSSSCG00000027709	HQ_06430	PARP9	PIGXX	5	1to1	1to1	53.5461	48.7097	100.0	95.97	0.0	0.5	0.5	1	1
ENSRNOG00000008526	OG_12072	HQ_10357	Pdzd3	RATNO	5	1to1	1to1	ENSSSCG00000027710	HQ_10357	PDZD3	PIGXX	5	1to1	1to1	72.2433	73.6434	100.0	100.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSRNOG00000069005	OG_07044	HQ_SNG_016368	Haus3	RATNO	5	1to1	singleton	ENSSSCG00000027718	HQ_14096	POLN	PIGXX	5	1to1	1to1	62.5556	40.5036	100.0	97.13	0.0	0.625	0.4444444444444444	1	1
ENSRNOG00000002040	OG_08058	HQ_06469	Bmp2k	RATNO	5	1to1	1to1	ENSSSCG00000027722	HQ_06469	BMP2K	PIGXX	5	1to1	1to1	75.0221	75.4902	50.0	94.0	1.0	0.2	0.2	1	1
ENSRNOG00000019953	OG_00993	HQ_11517	Ube2f	RATNO	5	multi_copy	1to1	ENSSSCG00000027723	HQ_11517		PIGXX	5	multi_copy	1to1	94.5946	94.5946	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000059984	OG_14287	HQ_12450	Dll1	RATNO	5	1to1	1to1	ENSSSCG00000027726	HQ_12450	DLL1	PIGXX	5	1to1	1to1	81.7558	83.4734	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000065951	OG_00232	HQ_00562	Olr413	RATNO	5	multi_copy	multi_copy	ENSSSCG00000027732	HQ_SNG_017931		PIGXX	5	multi_copy	singleton	75.0	76.9231	0.0	0.0	0.0	0.07692307692307693	0.0	7	1
ENSRNOG00000021047	OG_03754	HQ_02194	Lrrfip2	RATNO	5	1to1	1to1	ENSSSCG00000027738	HQ_02194	LRRFIP2	PIGXX	5	1to1	1to1	88.4253	87.8342	50.0	98.93	1.0	0.8	0.8	1	1
ENSRNOG00000001158	OG_10104	HQ_08465	Abcg1	RATNO	5	1to1	1to1	ENSSSCG00000027745	HQ_08465	ABCG1	PIGXX	5	1to1	1to1	93.5199	95.3453	50.0	0.0	0.0	0.6	0.6	1	1
ENSRNOG00000008336	OG_10839	HQ_09160	Tnfrsf11b	RATNO	5	1to1	1to1	ENSSSCG00000027762	HQ_09160	TNFRSF11B	PIGXX	5	1to1	1to1	86.2155	85.7855	100.0	0.0	1.0	0.6	0.6	1	1
ENSRNOG00000004415	OG_14286	HQ_12449	Togaram1	RATNO	5	1to1	1to1	ENSSSCG00000027765	HQ_12449	TOGARAM1	PIGXX	5	1to1	1to1	86.2991	86.5827	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000059057	OG_01404	HQ_04700	Shld2	RATNO	5	multi_copy	1to1	ENSSSCG00000027767	HQ_04700	SHLD2	PIGXX	5	multi_copy	1to1	63.065	62.7881	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000001115	OG_10810	HQ_09132	Slc29a4	RATNO	5	1to1	1to1	ENSSSCG00000027768	HQ_09132	SLC29A4	PIGXX	5	1to1	1to1	83.6538	83.174	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000020860	OG_13055	HQ_11290	Tdrkh	RATNO	5	1to1	1to1	ENSSSCG00000027770	HQ_11290	TDRKH	PIGXX	5	1to1	1to1	80.1964	87.5	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000042777	OG_14027	HQ_SNG_013364	Zfp78	RATNO	5	1to1	singleton	ENSSSCG00000027774	HQ_15600	ZFP28	PIGXX	5	1to1	1to1	64.3599	64.4342	25.0	0.0	0.0	0.13333333333333333	0.0625	1	1
ENSRNOG00000026044	OG_07041	HQ_05463	Prrg1	RATNO	5	1to1	1to1	ENSSSCG00000027777	HQ_05463	PRRG1	PIGXX	5	1to1	1to1	94.9541	86.6109	50.0	0.0	0.0	0.3	0.0625	1	1
