ensembl_id_HUMAN	ens_orthogroup_id	ens_hqorthogroup_id_HUMAN	gene_symbol_HUMAN	species_code_HUMAN	n_species_HUMAN	ens_orthogroup_status_HUMAN	ens_hqorthogroup_status_HUMAN	ensembl_id_PIGXX	ens_hqorthogroup_id_PIGXX	gene_symbol_PIGXX	species_code_PIGXX	n_species_PIGXX	ens_orthogroup_status_PIGXX	ens_hqorthogroup_status_PIGXX	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_HUMAN	ortholog_rank_PIGXX
ENSG00000104883	OG_04491	HQ_02946	PEX11G	HUMAN	5	1to1	1to1	ENSSSCG00000013569	HQ_02946	PEX11G	PIGXX	5	1to1	1to1	80.4979	80.8333	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000090674	OG_03677	HQ_02114	MCOLN1	HUMAN	5	1to1	1to1	ENSSSCG00000013570	HQ_02114	MCOLN1	PIGXX	5	1to1	1to1	91.7241	74.9296	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000198723	OG_14290	HQ_12453	TEX45	HUMAN	5	1to1	1to1	ENSSSCG00000013571	HQ_12453	TEX45	PIGXX	5	1to1	1to1	64.1584	60.223	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000032444	OG_01122	HQ_00981	PNPLA6	HUMAN	5	multi_copy	1to1	ENSSSCG00000013572	HQ_00981	PNPLA6	PIGXX	5	multi_copy	1to1	94.7985	94.9376	100.0	99.99	1.0	0.6	0.6	1	1
ENSG00000181029	OG_12975	HQ_11215	TRAPPC5	HUMAN	5	1to1	1to1	ENSSSCG00000013573	HQ_11215	TRAPPC5	PIGXX	5	1to1	1to1	99.4681	99.4681	100.0	100.0	1.0	0.5	0.2	1	1
ENSG00000104918	OG_15533	HQ_13668	RETN	HUMAN	4	1to1	1to1	ENSSSCG00000013575	HQ_13668	RETN	PIGXX	4	1to1	1to1	75.9259	75.2294	50.0	100.0	1.0	0.5714285714285714	0.375	1	1
ENSG00000076944	OG_03254	HQ_01692	STXBP2	HUMAN	5	1to1	1to1	ENSSSCG00000013576	HQ_01692	STXBP2	PIGXX	5	1to1	1to1	91.231	77.1755	100.0	100.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000104938	OG_01276	HQ_SNG_000030	CLEC4M	HUMAN	4	multi_copy	singleton	ENSSSCG00000013579	HQ_17428	CD209	PIGXX	4	multi_copy	1to1	24.812	41.25	0.0	63.49	0.0	0.2857142857142857	0.125	1	1
ENSG00000076924	OG_03252	HQ_01690	XAB2	HUMAN	5	1to1	1to1	ENSSSCG00000013582	HQ_01690	XAB2	PIGXX	5	1to1	1to1	97.4269	97.0863	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000076826	OG_15412	HQ_13478	CAMSAP3	HUMAN	4	1to1	1to1	ENSSSCG00000013583	HQ_13478	CAMSAP3	PIGXX	4	1to1	1to1	92.3139	91.2184	100.0	99.91	1.0	0.8	0.8	1	1
ENSG00000183248	OG_16662	HQ_SNG_000319	PRR36	HUMAN	4	1to1	singleton	ENSSSCG00000013584	HQ_SNG_017578		PIGXX	4	1to1	singleton	35.7355	70.0146	75.0	97.43	0.0	0.42857142857142855	0.25	1	1
ENSG00000142459	OG_08462	HQ_06870	EVI5L	HUMAN	5	1to1	1to1	ENSSSCG00000013585	HQ_06870	EVI5L	PIGXX	5	1to1	1to1	97.2671	94.2238	75.0	100.0	1.0	0.6666666666666666	0.25	1	1
ENSG00000171017	OG_11887	HQ_10179	LRRC8E	HUMAN	5	1to1	1to1	ENSSSCG00000013586	HQ_10179	LRRC8E	PIGXX	5	1to1	1to1	92.2111	92.0954	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000076984	OG_03255	HQ_01693	MAP2K7	HUMAN	5	1to1	1to1	ENSSSCG00000013588	HQ_01693	MAP2K7	PIGXX	5	1to1	1to1	98.568	94.9425	100.0	100.0	1.0	0.625	0.625	1	1
ENSG00000104976	OG_04512	HQ_02964	SNAPC2	HUMAN	5	1to1	1to1	ENSSSCG00000013589	HQ_02964	SNAPC2	PIGXX	5	1to1	1to1	75.4491	76.1329	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000104980	OG_04514	HQ_02965	TIMM44	HUMAN	5	1to1	1to1	ENSSSCG00000013591	HQ_02965	TIMM44	PIGXX	5	1to1	1to1	84.7345	80.9725	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000066044	OG_02921	HQ_01358	ELAVL1	HUMAN	5	1to1	1to1	ENSSSCG00000013592	HQ_01358	ELAVL1	PIGXX	5	1to1	1to1	98.4663	98.4663	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000131142	OG_17556	HQ_16394	CCL25	HUMAN	3	1to1	1to1	ENSSSCG00000013593	HQ_16394	CCL25	PIGXX	3	1to1	1to1	58.6667	58.2781	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000142449	OG_17582	HQ_16459	FBN3	HUMAN	3	1to1	1to1	ENSSSCG00000013594	HQ_16459	FBN3	PIGXX	3	1to1	1to1	86.1517	84.6746	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000090661	OG_03676	HQ_02113	CERS4	HUMAN	5	1to1	1to1	ENSSSCG00000013595	HQ_02113	CERS4	PIGXX	5	1to1	1to1	74.8731	75.0636	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000233927	OG_00719	HQ_15892	RPS28	HUMAN	5	multi_copy	1to1	ENSSSCG00000013597	HQ_15892	RPS28	PIGXX	5	multi_copy	1to1	100.0	100.0	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000186994	OG_16781	HQ_15481	KANK3	HUMAN	4	1to1	1to1	ENSSSCG00000013598	HQ_15481	KANK3	PIGXX	4	1to1	1to1	79.1717	77.1056	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000167772	OG_11393	HQ_09703	ANGPTL4	HUMAN	5	1to1	1to1	ENSSSCG00000013599	HQ_09703	ANGPTL4	PIGXX	5	1to1	1to1	80.7882	79.6116	100.0	100.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSG00000099785	OG_03833	HQ_02276	MARCHF2	HUMAN	5	1to1	1to1	ENSSSCG00000013601	HQ_02276	MARCHF2	PIGXX	5	1to1	1to1	92.6829	95.7983	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000099783	OG_01210	HQ_02275	HNRNPM	HUMAN	5	multi_copy	1to1	ENSSSCG00000013602	HQ_02275	HNRNPM	PIGXX	5	multi_copy	1to1	93.1507	83.5381	100.0	99.26	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000142347	OG_08459	HQ_06867	MYO1F	HUMAN	5	1to1	1to1	ENSSSCG00000013604	HQ_06867	MYO1F	PIGXX	5	1to1	1to1	95.9016	94.2704	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000181786	OG_01895	HQ_11261	ACTL9	HUMAN	5	multi_copy	1to1	ENSSSCG00000013605	HQ_11261	ACTL9	PIGXX	5	multi_copy	1to1	81.9712	81.9712	75.0	100.0	1.0	0.4	0.4	1	1
ENSG00000181733	OG_18704	HQ_18066	OR2Z1	HUMAN	2	1to1	1to1	ENSSSCG00000013606	HQ_18066	OR2Z1	PIGXX	2	1to1	1to1	80.8917	82.2006	50.0	100.0	1.0	0.36363636363636365	0.36363636363636365	1	1
ENSG00000130165	OG_06935	HQ_05363	ELOF1	HUMAN	5	1to1	1to1	ENSSSCG00000013613	HQ_05363		PIGXX	5	1to1	1to1	100.0	46.1111	75.0	100.0	0.0	0.25	0.25	1	1
ENSG00000130176	OG_06936	HQ_05364	CNN1	HUMAN	5	1to1	1to1	ENSSSCG00000013614	HQ_05364	CNN1	PIGXX	5	1to1	1to1	80.1347	57.767	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000130159	OG_06933	HQ_05361	ECSIT	HUMAN	5	1to1	1to1	ENSSSCG00000013615	HQ_05361	ECSIT	PIGXX	5	1to1	1to1	77.0302	72.0174	100.0	100.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000161914	OG_10255	HQ_08600	ZNF653	HUMAN	5	1to1	1to1	ENSSSCG00000013616	HQ_08600	ZNF653	PIGXX	5	1to1	1to1	94.3089	93.3977	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000196361	OG_13947	HQ_12122	ELAVL3	HUMAN	5	1to1	1to1	ENSSSCG00000013617	HQ_12122	ELAVL3	PIGXX	5	1to1	1to1	98.9101	99.1803	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000187266	OG_13674	HQ_11865	EPOR	HUMAN	5	1to1	1to1	ENSSSCG00000013618	HQ_11865	EPOR	PIGXX	5	1to1	1to1	84.6457	84.4794	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000183401	OG_13202	HQ_15344	CCDC159	HUMAN	5	1to1	1to1	ENSSSCG00000013620	HQ_15344	CCDC159	PIGXX	5	1to1	1to1	79.798	55.3738	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000105518	OG_04587	HQ_03030	TMEM205	HUMAN	5	1to1	1to1	ENSSSCG00000013622	HQ_03030	TMEM205	PIGXX	5	1to1	1to1	87.8307	83.4171	100.0	100.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSG00000205517	OG_16987	HQ_17044	RGL3	HUMAN	4	1to1	1to1	ENSSSCG00000013625	HQ_17044	RGL3	PIGXX	4	1to1	1to1	82.1127	81.9972	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000130175	OG_15779	HQ_14064	PRKCSH	HUMAN	4	1to1	1to1	ENSSSCG00000013627	HQ_14064	PRKCSH	PIGXX	4	1to1	1to1	88.972	88.6406	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000127616	OG_15751	HQ_14019	SMARCA4	HUMAN	4	1to1	1to1	ENSSSCG00000013629	HQ_14019	SMARCA4	PIGXX	4	1to1	1to1	99.8786	99.8786	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000079805	OG_03352	HQ_01789	DNM2	HUMAN	5	1to1	1to1	ENSSSCG00000013630	HQ_01789	DNM2	PIGXX	5	1to1	1to1	96.8966	96.1231	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000214212	OG_14712	HQ_12835	C19orf38	HUMAN	5	1to1	1to1	ENSSSCG00000013632	HQ_12835	C19orf38	PIGXX	5	1to1	1to1	75.6522	76.3158	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000142453	OG_08461	HQ_06869	CARM1	HUMAN	5	1to1	1to1	ENSSSCG00000013633	HQ_06869	CARM1	PIGXX	5	1to1	1to1	88.6513	83.8258	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000130733	OG_07012	HQ_05434	YIPF2	HUMAN	5	1to1	1to1	ENSSSCG00000013634	HQ_05434	YIPF2	PIGXX	5	1to1	1to1	64.557	59.824	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000142444	OG_15975	HQ_14336	TIMM29	HUMAN	4	1to1	1to1	ENSSSCG00000013635	HQ_14336	TIMM29	PIGXX	4	1to1	1to1	86.9231	86.9231	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000213339	OG_14654	HQ_12778	QTRT1	HUMAN	5	1to1	1to1	ENSSSCG00000013637	HQ_12778	QTRT1	PIGXX	5	1to1	1to1	93.3002	93.3002	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000129351	OG_06880	HQ_05312	ILF3	HUMAN	5	1to1	1to1	ENSSSCG00000013638	HQ_05312	ILF3	PIGXX	5	1to1	1to1	89.6437	94.8174	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000129353	OG_06881	HQ_05313	SLC44A2	HUMAN	5	1to1	1to1	ENSSSCG00000013639	HQ_05313	SLC44A2	PIGXX	5	1to1	1to1	90.3683	89.2308	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000065989	OG_02918	HQ_01355	PDE4A	HUMAN	5	1to1	1to1	ENSSSCG00000013642	HQ_01355	PDE4A	PIGXX	5	1to1	1to1	77.5395	82.7711	100.0	98.2	1.0	0.5	0.5	1	1
ENSG00000129355	OG_06883	HQ_05315	CDKN2D	HUMAN	5	1to1	1to1	ENSSSCG00000013643	HQ_05315	CDKN2D	PIGXX	5	1to1	1to1	89.759	89.759	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000129347	OG_06879	HQ_05311	KRI1	HUMAN	5	1to1	1to1	ENSSSCG00000013644	HQ_05311	KRI1	PIGXX	5	1to1	1to1	87.4822	86.8644	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000130734	OG_07013	HQ_05435	ATG4D	HUMAN	5	1to1	1to1	ENSSSCG00000013645	HQ_05435	ATG4D	PIGXX	5	1to1	1to1	93.038	94.0299	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000105401	OG_01282	HQ_03016	CDC37	HUMAN	5	multi_copy	1to1	ENSSSCG00000013647	HQ_03016	CDC37	PIGXX	5	multi_copy	1to1	96.8254	96.3158	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000105397	OG_04569	HQ_03015	TYK2	HUMAN	5	1to1	1to1	ENSSSCG00000013648	HQ_03015	TYK2	PIGXX	5	1to1	1to1	82.9823	83.1926	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000076662	OG_18482	HQ_SNG_000014	ICAM3	HUMAN	2	1to1	singleton	ENSSSCG00000013649	HQ_SNG_017582		PIGXX	2	1to1	singleton	40.2194	52.8846	100.0	100.0	0.0	0.6	0.3333333333333333	1	1
ENSG00000161847	OG_10249	HQ_08594	RAVER1	HUMAN	5	1to1	1to1	ENSSSCG00000013650	HQ_08594	RAVER1	PIGXX	5	1to1	1to1	93.2341	87.4365	100.0	100.0	1.0	0.8	0.5	1	1
ENSG00000105376	OG_04565	HQ_03011	ICAM5	HUMAN	5	1to1	1to1	ENSSSCG00000013653	HQ_03011	ICAM5	PIGXX	5	1to1	1to1	89.0693	89.2625	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000105371	OG_04562	HQ_03008	ICAM4	HUMAN	5	1to1	1to1	ENSSSCG00000013654	HQ_03008	ICAM4	PIGXX	5	1to1	1to1	67.8967	67.6471	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000090339	OG_03661	HQ_16217	ICAM1	HUMAN	5	1to1	1to1	ENSSSCG00000013655	HQ_16217	ICAM1	PIGXX	5	1to1	1to1	52.8195	52.3277	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000105364	OG_04559	HQ_03004	MRPL4	HUMAN	5	1to1	1to1	ENSSSCG00000013656	HQ_03004	MRPL4	PIGXX	5	1to1	1to1	78.135	82.6531	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000267534	OG_15111	HQ_13182	S1PR2	HUMAN	5	1to1	1to1	ENSSSCG00000013658	HQ_13182	S1PR2	PIGXX	5	1to1	1to1	88.6686	89.1738	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000130816	OG_07030	HQ_05451	DNMT1	HUMAN	5	1to1	1to1	ENSSSCG00000013659	HQ_05451	DNMT1	PIGXX	5	1to1	1to1	88.2353	85.8164	100.0	99.64	1.0	0.6	0.6	1	1
ENSG00000130811	OG_07027	HQ_05448	EIF3G	HUMAN	5	1to1	1to1	ENSSSCG00000013661	HQ_05448	EIF3G	PIGXX	5	1to1	1to1	98.125	88.9518	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000130810	OG_07026	HQ_05447	PPAN	HUMAN	5	1to1	1to1	ENSSSCG00000013662	HQ_05447	PPAN	PIGXX	5	1to1	1to1	79.704	80.3838	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000130812	OG_07028	HQ_05449	ANGPTL6	HUMAN	5	1to1	1to1	ENSSSCG00000013663	HQ_05449	ANGPTL6	PIGXX	5	1to1	1to1	88.9362	90.2808	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000130813	OG_07029	HQ_05450	SHFL	HUMAN	5	1to1	1to1	ENSSSCG00000013664	HQ_05450	SHFL	PIGXX	5	1to1	1to1	88.6598	90.2098	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000080511	OG_03367	HQ_01804	RDH8	HUMAN	5	1to1	1to1	ENSSSCG00000013666	HQ_01804	RDH8	PIGXX	5	1to1	1to1	86.8167	81.571	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000080573	OG_03370	HQ_01807	COL5A3	HUMAN	5	1to1	1to1	ENSSSCG00000013667	HQ_01807	COL5A3	PIGXX	5	1to1	1to1	87.7364	87.6359	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000127452	OG_06727	HQ_05160	FBXL12	HUMAN	5	1to1	1to1	ENSSSCG00000013670	HQ_05160	FBXL12	PIGXX	5	1to1	1to1	94.1718	78.1171	50.0	100.0	1.0	0.5	0.5	1	1
ENSG00000181143	OG_17797	HQ_SNG_000298	MUC16	HUMAN	3	1to1	singleton	ENSSSCG00000013714	HQ_SNG_017584		PIGXX	3	1to1	singleton	1.21321	69.0196	0.0	52.47	0.0	0.3	0.0	1	1
ENSG00000105708	OG_00589	HQ_17661	ZNF14	HUMAN	3	multi_copy	1to1	ENSSSCG00000013715	HQ_SNG_017585		PIGXX	3	multi_copy	singleton	42.9907	43.3962	25.0	0.0	0.0	0.14285714285714285	0.0	1	1
ENSG00000104774	OG_04477	HQ_02934	MAN2B1	HUMAN	5	1to1	1to1	ENSSSCG00000013720	HQ_02934	MAN2B1	PIGXX	5	1to1	1to1	75.5687	74.1028	50.0	100.0	1.0	0.375	0.375	1	1
ENSG00000105583	OG_17489	HQ_16273	WDR83OS	HUMAN	3	1to1	1to1	ENSSSCG00000013721	HQ_16273	WDR83OS	PIGXX	3	1to1	1to1	87.7358	93.0	100.0	95.35	1.0	0.375	0.375	1	1
ENSG00000123154	OG_15694	HQ_13931	WDR83	HUMAN	4	1to1	1to1	ENSSSCG00000013722	HQ_13931	WDR83	PIGXX	4	1to1	1to1	95.2381	96.463	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000095059	OG_15444	HQ_13534	DHPS	HUMAN	4	1to1	1to1	ENSSSCG00000013723	HQ_13534	DHPS	PIGXX	4	1to1	1to1	95.1219	95.1219	75.0	100.0	1.0	0.25	0.25	1	1
ENSG00000132004	OG_15825	HQ_14121	FBXW9	HUMAN	4	1to1	1to1	ENSSSCG00000013725	HQ_14121	FBXW9	PIGXX	4	1to1	1to1	82.3144	82.3144	100.0	100.0	1.0	0.3	0.3	1	1
ENSG00000105576	OG_15547	HQ_13693	TNPO2	HUMAN	4	1to1	1to1	ENSSSCG00000013726	HQ_13693	TNPO2	PIGXX	4	1to1	1to1	90.1895	88.609	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000123144	OG_06324	HQ_13930	TRIR	HUMAN	4	multi_copy	1to1	ENSSSCG00000013727	HQ_13930	TRIR	PIGXX	4	multi_copy	1to1	95.4545	94.382	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000105607	OG_04596	HQ_03038	GCDH	HUMAN	5	1to1	1to1	ENSSSCG00000013729	HQ_03038	GCDH	PIGXX	5	1to1	1to1	89.726	89.726	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000105610	OG_04597	HQ_03039	KLF1	HUMAN	5	1to1	1to1	ENSSSCG00000013730	HQ_03039	KLF1	PIGXX	5	1to1	1to1	80.663	79.564	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000105612	OG_04598	HQ_03040	DNASE2	HUMAN	5	1to1	1to1	ENSSSCG00000013731	HQ_03040	DNASE2	PIGXX	5	1to1	1to1	73.6111	73.0028	100.0	99.39	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000105613	OG_04599	HQ_03041	MAST1	HUMAN	5	1to1	1to1	ENSSSCG00000013732	HQ_03041	MAST1	PIGXX	5	1to1	1to1	95.9236	95.9236	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000039987	OG_15350	HQ_13381	BEST2	HUMAN	4	1to1	1to1	ENSSSCG00000013733	HQ_13381	BEST2	PIGXX	4	1to1	1to1	87.0334	87.3767	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000095066	OG_15445	HQ_13535	HOOK2	HUMAN	4	1to1	1to1	ENSSSCG00000013734	HQ_13535	HOOK2	PIGXX	4	1to1	1to1	91.516	91.516	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000171223	OG_16383	HQ_16685	JUNB	HUMAN	4	1to1	1to1	ENSSSCG00000013735	HQ_16685	JUNB	PIGXX	4	1to1	1to1	96.83	96.83	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000167815	OG_00657	HQ_09710	PRDX2	HUMAN	5	multi_copy	1to1	ENSSSCG00000013736	HQ_09710	PRDX2	PIGXX	5	multi_copy	1to1	91.9192	76.7933	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000104889	OG_04494	HQ_02948	RNASEH2A	HUMAN	5	1to1	1to1	ENSSSCG00000013737	HQ_02948	RNASEH2A	PIGXX	5	1to1	1to1	80.602	73.7003	100.0	90.65	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000161860	OG_17650	HQ_16563	SYCE2	HUMAN	3	1to1	1to1	ENSSSCG00000013740	HQ_16563	SYCE2	PIGXX	3	1to1	1to1	52.7523	72.327	100.0	74.76	1.0	0.75	0.75	1	1
ENSG00000008441	OG_02317	HQ_00762	NFIX	HUMAN	5	1to1	1to1	ENSSSCG00000013742	HQ_00762	NFIX	PIGXX	5	1to1	1to1	75.498	69.9262	75.0	100.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000104907	OG_04500	HQ_02954	TRMT1	HUMAN	5	1to1	1to1	ENSSSCG00000013744	HQ_02954	TRMT1	PIGXX	5	1to1	1to1	89.5296	89.3939	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000179115	OG_12804	HQ_11049	FARSA	HUMAN	5	1to1	1to1	ENSSSCG00000013745	HQ_11049	FARSA	PIGXX	5	1to1	1to1	94.4882	94.4882	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000179218	OG_01873	HQ_00491	CALR	HUMAN	5	multi_copy	multi_copy	ENSSSCG00000013746	HQ_00491	CALR	PIGXX	5	multi_copy	multi_copy	93.5252	93.5252	75.0	100.0	1.0	1.0	1.0	1	1
ENSG00000179262	OG_12816	HQ_11060	RAD23A	HUMAN	5	1to1	1to1	ENSSSCG00000013747	HQ_11060	RAD23A	PIGXX	5	1to1	1to1	96.4187	83.9329	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000160877	OG_10187	HQ_08537	NACC1	HUMAN	5	1to1	1to1	ENSSSCG00000013751	HQ_08537	NACC1	PIGXX	5	1to1	1to1	91.6509	90.4494	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000104915	OG_17484	HQ_16262	STX10	HUMAN	3	1to1	1to1	ENSSSCG00000013752	HQ_16262	STX10	PIGXX	3	1to1	1to1	91.1647	91.1647	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000160888	OG_16161	HQ_14637	IER2	HUMAN	4	1to1	1to1	ENSSSCG00000013753	HQ_14637	IER2	PIGXX	4	1to1	1to1	88.3408	89.1403	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000141837	OG_08422	HQ_06831	CACNA1A	HUMAN	5	1to1	1to1	ENSSSCG00000013754	HQ_06831	CACNA1A	PIGXX	5	1to1	1to1	92.4581	94.3788	100.0	100.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000104957	OG_04507	HQ_02959	YJU2B	HUMAN	5	1to1	1to1	ENSSSCG00000013755	HQ_02959	YJU2B	PIGXX	5	1to1	1to1	87.1212	85.396	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000037757	OG_02582	HQ_01023	MRI1	HUMAN	5	1to1	1to1	ENSSSCG00000013756	HQ_01023	MRI1	PIGXX	5	1to1	1to1	89.9729	83.6272	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000104979	OG_04513	HQ_13671	C19orf53	HUMAN	4	multi_copy	1to1	ENSSSCG00000013757	HQ_13671	C19orf53	PIGXX	4	multi_copy	1to1	87.8788	88.7755	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000132003	OG_15824	HQ_14120	ZSWIM4	HUMAN	4	1to1	1to1	ENSSSCG00000013758	HQ_14120	ZSWIM4	PIGXX	4	1to1	1to1	94.575	94.575	100.0	100.0	1.0	0.5714285714285714	0.375	1	1
ENSG00000187556	OG_13692	HQ_11883	NANOS3	HUMAN	5	1to1	1to1	ENSSSCG00000013759	HQ_11883	NANOS3	PIGXX	5	1to1	1to1	75.0	52.1739	100.0	95.32	1.0	0.5	0.3333333333333333	1	1
ENSG00000132016	OG_07145	HQ_17752	BRME1	HUMAN	5	1to1	1to1	ENSSSCG00000013760	HQ_SNG_017586		PIGXX	5	1to1	singleton	22.7545	62.5514	100.0	100.0	0.0	0.375	0.2222222222222222	1	1
ENSG00000132024	OG_07146	HQ_05563	CC2D1A	HUMAN	5	1to1	1to1	ENSSSCG00000013761	HQ_05563	CC2D1A	PIGXX	5	1to1	1to1	89.1693	86.4424	100.0	99.65	1.0	0.375	0.2222222222222222	1	1
ENSG00000132000	OG_15823	HQ_14119	PODNL1	HUMAN	4	1to1	1to1	ENSSSCG00000013762	HQ_14119	PODNL1	PIGXX	4	1to1	1to1	87.8049	87.5	100.0	100.0	1.0	0.375	0.375	1	1
ENSG00000132017	OG_15827	HQ_14123	DCAF15	HUMAN	4	1to1	1to1	ENSSSCG00000013763	HQ_14123	DCAF15	PIGXX	4	1to1	1to1	93.8333	93.8333	100.0	100.0	1.0	0.625	0.625	1	1
ENSG00000132005	OG_15826	HQ_14122	RFX1	HUMAN	4	1to1	1to1	ENSSSCG00000013764	HQ_14122	RFX1	PIGXX	4	1to1	1to1	94.8927	95.4779	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000171136	OG_11908	HQ_10194	RLN3	HUMAN	5	1to1	1to1	ENSSSCG00000013765	HQ_10194	RLN3	PIGXX	5	1to1	1to1	78.8732	80.0	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000104998	OG_04516	HQ_02967	IL27RA	HUMAN	5	1to1	1to1	ENSSSCG00000013766	HQ_02967	IL27RA	PIGXX	5	1to1	1to1	75.6289	73.773	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000187867	OG_16802	HQ_15507	PALM3	HUMAN	4	1to1	1to1	ENSSSCG00000013767	HQ_15507	PALM3	PIGXX	4	1to1	1to1	67.2965	55.4491	100.0	100.0	1.0	0.7142857142857143	0.5	1	1
ENSG00000141854	OG_08423	HQ_14325	MISP3	HUMAN	5	1to1	1to1	ENSSSCG00000013768	HQ_SNG_017587		PIGXX	5	1to1	singleton	81.2785	39.4678	100.0	100.0	0.0	0.5714285714285714	0.375	1	1
