ensembl_id_RATNO	ens_orthogroup_id	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ensembl_id_MACFA	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_RATNO	ortholog_rank_MACFA
ENSRNOG00000048371	OG_14808	HQ_12912	AABR07059232.1	RATNO	5	1to1	1to1	ENSMFAG00000042786	HQ_12912	FAM185A	MACFA	5	1to1	1to1	67.7249	63.2099	50.0	0.0	0.0	0.5	0.5	1	1
ENSRNOG00000048436	OG_12583	HQ_10850	Olfr574	RATNO	5	1to1	1to1	ENSMFAG00000042787	HQ_10850	OR51T1	MACFA	5	1to1	1to1	76.1905	78.2875	75.0	0.0	1.0	0.25	0.25	1	1
ENSRNOG00000000540	OG_13259	HQ_11480	Btbd9	RATNO	5	1to1	1to1	ENSMFAG00000042789	HQ_11480	BTBD9	MACFA	5	1to1	1to1	95.4248	95.4248	100.0	21.78	1.0	0.625	0.4444444444444444	1	1
ENSRNOG00000053045	OG_03187	HQ_01623	Wscd2	RATNO	5	1to1	1to1	ENSMFAG00000042790	HQ_01623	WSCD2	MACFA	5	1to1	1to1	91.2587	92.3894	50.0	56.0	0.0	0.25	0.25	1	1
ENSRNOG00000017113	OG_03421	HQ_01859	Ccnt2	RATNO	5	1to1	1to1	ENSMFAG00000042791	HQ_01859	CCNT2	MACFA	5	1to1	1to1	87.6731	86.7123	100.0	88.49	1.0	0.6	0.6	1	1
ENSRNOG00000032447	OG_11339	HQ_14853	Zfp641	RATNO	5	1to1	1to1	ENSMFAG00000042792	HQ_SNG_002924		MACFA	5	1to1	singleton	71.4964	38.8387	75.0	48.88	0.0	0.3	0.08333333333333333	1	1
ENSRNOG00000015231	OG_07632	HQ_06048	Mrpl44	RATNO	5	1to1	1to1	ENSMFAG00000042793	HQ_06048	MRPL44	MACFA	5	1to1	1to1	87.0482	87.0482	100.0	0.0	1.0	0.75	0.75	1	1
ENSRNOG00000013121	OG_09692	HQ_08075	Mier3	RATNO	5	1to1	1to1	ENSMFAG00000042794	HQ_08075	MIER3	MACFA	5	1to1	1to1	93.4307	83.3876	100.0	0.0	1.0	0.3	0.3	1	1
ENSRNOG00000025181	OG_04156	HQ_02606	Pigu	RATNO	5	1to1	1to1	ENSMFAG00000042795	HQ_02606	PIGU	MACFA	5	1to1	1to1	94.023	86.1053	100.0	87.58	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSRNOG00000066878	OG_00200	HQ_00066	Cyp4a3	RATNO	4	multi_copy	multi_copy	ENSMFAG00000042796	HQ_00066	CYP4A45P	MACFA	4	multi_copy	multi_copy	64.2998	64.5545	50.0	0.0	0.0	0.2222222222222222	0.2222222222222222	1	1
ENSRNOG00000009597	OG_00200	HQ_00066	Cyp4a1	RATNO	4	multi_copy	multi_copy	ENSMFAG00000042796	HQ_00066	CYP4A45P	MACFA	4	multi_copy	multi_copy	70.334	70.8911	25.0	0.0	0.0	0.2222222222222222	0.2222222222222222	2	2
ENSRNOG00000027278	OG_00001	HQ_18987	Pramef8	RATNO	5	multi_copy	1to1	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	44.375	44.375	50.0	0.0	0.0	0.4	0.07692307692307693	1	1
ENSRNOG00000033000	OG_00001	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	33.0	34.375	50.0	0.0	0.0	0.4	0.07142857142857142	1	2
ENSRNOG00000027328	OG_00001	HQ_18907	Pramef27	RATNO	5	multi_copy	1to1	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	36.6812	35.0	50.0	0.0	0.0	0.3333333333333333	0.07142857142857142	2	3
ENSRNOG00000047341	OG_00001	HQ_SNG_013499	AABR07048992.2	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	41.7021	40.8333	50.0	0.0	0.0	0.25	0.0	3	4
ENSRNOG00000067307	OG_00001	HQ_SNG_015841	Pramef5	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	36.6472	39.1667	50.0	0.0	0.0	0.25	0.0	3	5
ENSRNOG00000065869	OG_00001	HQ_SNG_015384	ENSRNOG00000065869	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	37.8531	13.9583	50.0	0.0	0.0	0.25	0.0	3	6
ENSRNOG00000037039	OG_00001	HQ_SNG_013098	RGD1306186	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	35.6	37.0833	50.0	0.0	0.0	0.2	0.0	3	7
ENSRNOG00000027000	OG_00001	HQ_SNG_012440	ENSRNOG00000027000	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	36.747	38.125	50.0	0.0	0.0	0.16666666666666666	0.0	3	8
ENSRNOG00000042820	OG_00001	HQ_17534	Pramef17	RATNO	5	multi_copy	multi_copy	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	37.2093	36.6667	50.0	0.0	0.0	0.16666666666666666	0.0	4	9
ENSRNOG00000067406	OG_00001	HQ_SNG_015871	RGD1561226	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	41.0788	41.25	0.0	0.0	0.0	0.25	0.0	5	10
ENSRNOG00000063375	OG_00001	HQ_SNG_014607	ENSRNOG00000063375	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	39.4191	39.5833	0.0	0.0	0.0	0.25	0.0	5	11
ENSRNOG00000063444	OG_00001	HQ_SNG_014622	ENSRNOG00000063444	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	39.3235	38.75	0.0	0.0	0.0	0.25	0.0	5	12
ENSRNOG00000067042	OG_00001	HQ_SNG_015763	RGD1559654	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	38.6694	38.75	0.0	0.0	0.0	0.25	0.0	5	13
ENSRNOG00000065680	OG_00001	HQ_SNG_015328	RGD1561699	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	38.6179	39.5833	0.0	0.0	0.0	0.25	0.0	5	14
ENSRNOG00000067003	OG_00001	HQ_SNG_015747	ENSRNOG00000067003	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	38.7029	38.5417	0.0	0.0	0.0	0.25	0.0	5	15
ENSRNOG00000046931	OG_00001	HQ_SNG_013482	pramef20l	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	36.3257	36.25	0.0	0.0	0.0	0.25	0.0	5	16
ENSRNOG00000027142	OG_00001	HQ_SNG_012451	Oog1	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	33.4669	34.7917	0.0	0.0	0.0	0.25	0.0	8	17
ENSRNOG00000067111	OG_00001	HQ_SNG_015787	ENSRNOG00000067111	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	43.3213	25.0	0.0	0.0	0.0	0.25	0.0	8	18
ENSRNOG00000069393	OG_00001	HQ_SNG_016492	ENSRNOG00000069393	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	36.8421	14.5833	0.0	0.0	0.0	0.25	0.0	5	19
ENSRNOG00000063749	OG_00001	HQ_SNG_014720	RGD1562932	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	39.0042	39.1667	0.0	0.0	0.0	0.2	0.0	5	20
ENSRNOG00000067728	OG_00001	HQ_SNG_015971	ENSRNOG00000067728	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	39.0042	39.1667	0.0	0.0	0.0	0.2	0.0	5	21
ENSRNOG00000063585	OG_00001	HQ_SNG_014669	RGD1561977	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	38.7967	38.9583	0.0	0.0	0.0	0.2	0.0	5	22
ENSRNOG00000063361	OG_00001	HQ_SNG_014600	ENSRNOG00000063361	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	36.6995	31.0417	0.0	0.0	0.0	0.2	0.0	6	23
ENSRNOG00000062477	OG_00001	HQ_SNG_014321	ENSRNOG00000062477	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	39.6122	29.7917	0.0	0.0	0.0	0.2	0.0	5	24
ENSRNOG00000064574	OG_00001	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	37.6299	37.7083	0.0	0.0	0.0	0.16666666666666666	0.0	5	25
ENSRNOG00000043130	OG_00001	HQ_SNG_013384	RGD1565660	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	37.4468	36.6667	0.0	0.0	0.0	0.16666666666666666	0.0	5	26
ENSRNOG00000065688	OG_00001	HQ_SNG_015331	ENSRNOG00000065688	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	39.5062	33.3333	0.0	0.0	0.0	0.16666666666666666	0.0	5	27
ENSRNOG00000063211	OG_00001	HQ_SNG_014545	ENSRNOG00000063211	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	38.7967	38.9583	0.0	0.0	0.0	0.14285714285714285	0.0	5	28
ENSRNOG00000067899	OG_00001	HQ_SNG_016025	ENSRNOG00000067899	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	38.5417	38.5417	0.0	0.0	0.0	0.14285714285714285	0.0	5	29
ENSRNOG00000053942	OG_00001	HQ_19328	Pramef20	RATNO	5	multi_copy	1to1	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	38.5744	38.3333	0.0	0.0	0.0	0.14285714285714285	0.0	8	30
ENSRNOG00000037977	OG_00001	HQ_SNG_013152	AABR07049401.1	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	35.307	33.5417	0.0	0.0	0.0	0.14285714285714285	0.0	5	31
ENSRNOG00000067146	OG_00001	HQ_SNG_015799	ENSRNOG00000067146	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	35.8447	32.7083	0.0	0.0	0.0	0.14285714285714285	0.0	5	32
ENSRNOG00000045614	OG_00001	HQ_SNG_013412	AABR07049455.1	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	34.3434	14.1667	0.0	0.0	0.0	0.14285714285714285	0.0	5	33
ENSRNOG00000063633	OG_00001	HQ_SNG_014684	ENSRNOG00000063633	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	39.2484	39.1667	0.0	0.0	0.0	0.125	0.0	5	34
ENSRNOG00000037035	OG_00001	HQ_18796	Pramef12	RATNO	5	multi_copy	1to1	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	39.6552	38.3333	0.0	0.0	0.0	0.125	0.0	9	35
ENSRNOG00000062749	OG_00001	HQ_SNG_014397	ENSRNOG00000062749	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	37.751	39.1667	0.0	0.0	0.0	0.125	0.0	5	36
ENSRNOG00000021920	OG_00001	HQ_SNG_012190	Pramel6	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	35.1626	36.0417	0.0	0.0	0.0	0.125	0.0	5	37
ENSRNOG00000021949	OG_00001	HQ_SNG_012191	Pramel7	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	34.9372	34.7917	0.0	0.0	0.0	0.125	0.0	5	38
ENSRNOG00000069853	OG_00001	HQ_SNG_016647	ENSRNOG00000069853	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	32.6577	30.2083	0.0	0.0	0.0	0.125	0.0	5	39
ENSRNOG00000024884	OG_00001	HQ_SNG_012330	RGD1565129	RATNO	5	multi_copy	singleton	ENSMFAG00000042798	HQ_17017		MACFA	5	multi_copy	multi_copy	37.8378	37.9167	0.0	0.0	0.0	0.09090909090909091	0.0	5	40
ENSRNOG00000005886	OG_06215	HQ_04665	Zscan20	RATNO	5	1to1	1to1	ENSMFAG00000042799	HQ_04665	ZSCAN20	MACFA	5	1to1	1to1	74.3938	73.5379	100.0	0.0	1.0	0.4166666666666667	0.4166666666666667	1	1
ENSRNOG00000011044	OG_11057	HQ_09378	Clmn	RATNO	5	1to1	1to1	ENSMFAG00000042801	HQ_09378	CLMN	MACFA	5	1to1	1to1	67.3849	64.5403	100.0	100.0	1.0	0.2727272727272727	0.2727272727272727	1	1
ENSRNOG00000008451	OG_02547	HQ_00988	Fut8	RATNO	5	1to1	1to1	ENSMFAG00000042802	HQ_00988	FUT8	MACFA	5	1to1	1to1	96.6957	96.6957	50.0	9.16	0.0	0.5	0.3333333333333333	1	1
ENSRNOG00000014064	OG_04390	HQ_02844	Ctsh	RATNO	5	1to1	1to1	ENSMFAG00000042803	HQ_02844	CTSH	MACFA	5	1to1	1to1	68.4754	79.1045	100.0	0.0	1.0	0.375	0.375	1	1
ENSRNOG00000049452	OG_03298	HQ_01737	Nebl	RATNO	5	1to1	1to1	ENSMFAG00000042804	HQ_01737	NEBL	MACFA	5	1to1	1to1	82.231	79.5606	50.0	36.78	0.0	0.2	0.2	1	1
ENSRNOG00000002915	OG_09607	HQ_07992	Trim11	RATNO	5	1to1	1to1	ENSMFAG00000042805	HQ_07992	TRIM11	MACFA	5	1to1	1to1	90.1499	89.9573	50.0	0.0	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000020212	OG_10267	HQ_08610	Prr35	RATNO	5	1to1	1to1	ENSMFAG00000042806	HQ_08610	PRR35	MACFA	5	1to1	1to1	63.5088	66.0584	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSRNOG00000006947	OG_05102	HQ_03559	Pdhx	RATNO	5	1to1	1to1	ENSMFAG00000042807	HQ_03559	PDHX	MACFA	5	1to1	1to1	56.5863	60.8782	100.0	0.0	1.0	0.8	0.8	1	1
ENSRNOG00000049988	OG_02371	HQ_00815	Mbtd1	RATNO	5	1to1	1to1	ENSMFAG00000042808	HQ_00815	MBTD1	MACFA	5	1to1	1to1	91.4414	88.0058	100.0	98.09	1.0	0.8	0.8	1	1
ENSRNOG00000037399	OG_14408	HQ_SNG_013122	ENSRNOG00000037399	RATNO	5	1to1	singleton	ENSMFAG00000042811	HQ_18263	CXorf66	MACFA	5	1to1	1to1	32.3308	35.7341	75.0	0.0	0.0	0.23076923076923078	0.06666666666666667	1	1
ENSRNOG00000059326	OG_09594	HQ_07979	Abca9	RATNO	5	1to1	1to1	ENSMFAG00000042813	HQ_07979	ABCA9	MACFA	5	1to1	1to1	76.83	78.202	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000011844	OG_08070	HQ_06480	Ints12	RATNO	5	1to1	1to1	ENSMFAG00000042815	HQ_06480	INTS12	MACFA	5	1to1	1to1	90.5782	90.3846	100.0	20.93	1.0	1.0	1.0	1	1
ENSRNOG00000017282	OG_03058	HQ_01492	Tesk2	RATNO	5	1to1	1to1	ENSMFAG00000042816	HQ_01492	TESK2	MACFA	5	1to1	1to1	91.0526	90.7343	100.0	90.14	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSRNOG00000058522	OG_02645	HQ_01088	Fam214a	RATNO	5	1to1	1to1	ENSMFAG00000042817	HQ_01088	ATOSA	MACFA	5	1to1	1to1	74.4015	74.6765	100.0	2.76	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSRNOG00000060869	OG_13301	HQ_11522	Irak1	RATNO	5	1to1	1to1	ENSMFAG00000042818	HQ_11522	IRAK1	MACFA	5	1to1	1to1	74.8242	79.8799	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSRNOG00000006365	OG_08950	HQ_07354	Asb15	RATNO	5	1to1	1to1	ENSMFAG00000042819	HQ_07354	ASB15	MACFA	5	1to1	1to1	89.1938	87.5421	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000036711	OG_00520	HQ_SNG_013075	Spn	RATNO	5	multi_copy	singleton	ENSMFAG00000042820	HQ_16972	SPN	MACFA	5	multi_copy	1to1	50.5102	36.1974	100.0	39.08	0.0	0.4	0.2727272727272727	1	1
ENSRNOG00000049220	OG_00520	HQ_SNG_013608	AABR07035501.1	RATNO	5	multi_copy	singleton	ENSMFAG00000042820	HQ_16972	SPN	MACFA	5	multi_copy	1to1	38.4375	22.4863	0.0	0.0	0.0	0.1111111111111111	0.0	1	2
ENSRNOG00000028414	OG_00520	HQ_SNG_012526	ENSRNOG00000028414	RATNO	5	multi_copy	singleton	ENSMFAG00000042820	HQ_16972	SPN	MACFA	5	multi_copy	1to1	38.0814	23.9488	0.0	0.0	0.0	0.1	0.0	1	3
ENSRNOG00000039282	OG_00520	HQ_SNG_013240	MGC112692	RATNO	5	multi_copy	singleton	ENSMFAG00000042820	HQ_16972	SPN	MACFA	5	multi_copy	1to1	38.4164	23.9488	0.0	0.0	0.0	0.1	0.0	1	4
ENSRNOG00000063487	OG_00520	HQ_SNG_014636	ENSRNOG00000063487	RATNO	5	multi_copy	singleton	ENSMFAG00000042820	HQ_16972	SPN	MACFA	5	multi_copy	1to1	47.5248	17.5503	0.0	0.0	0.0	0.09090909090909091	0.0	1	5
ENSRNOG00000047653	OG_03894	HQ_02335	Crybb1	RATNO	5	1to1	1to1	ENSMFAG00000042821	HQ_02335	CRYBB1	MACFA	5	1to1	1to1	80.8	80.1587	100.0	69.1	1.0	0.45454545454545453	0.45454545454545453	1	1
ENSRNOG00000049398	OG_14793	HQ_SNG_013619	AABR07063276.1	RATNO	5	1to1	singleton	ENSMFAG00000042822	HQ_18373	C2orf16	MACFA	5	1to1	1to1	48.1216	9.56274	100.0	0.0	0.0	0.7142857142857143	0.5	1	1
ENSRNOG00000023393	OG_06691	HQ_05124	Nup214	RATNO	5	1to1	1to1	ENSMFAG00000042823	HQ_05124	NUP214	MACFA	5	1to1	1to1	78.3366	76.0206	100.0	0.0	1.0	0.5555555555555556	0.4	1	1
ENSRNOG00000002851	OG_15844	HQ_14148	Fam104a	RATNO	4	1to1	1to1	ENSMFAG00000042824	HQ_14148	FAM104A	MACFA	4	1to1	1to1	77.8325	77.451	100.0	0.0	1.0	0.5	0.2857142857142857	1	1
ENSRNOG00000004756	OG_08647	HQ_07052	Syt2	RATNO	5	1to1	1to1	ENSMFAG00000042825	HQ_07052	SYT2	MACFA	5	1to1	1to1	97.6303	98.3294	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000009360	OG_03884	HQ_02326	Sh3bp1	RATNO	5	1to1	1to1	ENSMFAG00000042826	HQ_02326	SH3BP1	MACFA	5	1to1	1to1	76.4877	78.0741	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000011340	OG_00821	HQ_04366	Ankrd13c	RATNO	5	multi_copy	1to1	ENSMFAG00000042830	HQ_04366	ANKRD13C	MACFA	5	multi_copy	1to1	92.037	85.1027	100.0	50.52	1.0	0.5	0.5	1	1
ENSRNOG00000063781	OG_00821	HQ_SNG_014728	ENSRNOG00000063781	RATNO	5	multi_copy	singleton	ENSMFAG00000042830	HQ_04366	ANKRD13C	MACFA	5	multi_copy	1to1	89.0736	64.2123	0.0	0.0	0.0	0.1111111111111111	0.0	1	2
ENSRNOG00000061420	OG_00821	HQ_SNG_014218	AABR07062154.1	RATNO	5	multi_copy	singleton	ENSMFAG00000042830	HQ_04366	ANKRD13C	MACFA	5	multi_copy	1to1	88.9101	79.6233	0.0	0.0	0.0	0.1	0.0	1	3
ENSRNOG00000005292	OG_04037	HQ_02485	Trip11	RATNO	5	1to1	1to1	ENSMFAG00000042831	HQ_02485	TRIP11	MACFA	5	1to1	1to1	82.2605	80.7865	100.0	25.08	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSRNOG00000007454	OG_12807	HQ_11051	Aloxe3	RATNO	5	1to1	1to1	ENSMFAG00000042832	HQ_11051	ALOXE3	MACFA	5	1to1	1to1	87.9044	74.14	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000053991	OG_05822	HQ_04280	P3h1	RATNO	5	1to1	1to1	ENSMFAG00000042833	HQ_04280	P3H1	MACFA	5	1to1	1to1	84.9333	86.5489	75.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSRNOG00000030639	OG_02785	HQ_01222	Usp13	RATNO	5	1to1	1to1	ENSMFAG00000042834	HQ_01222	USP13	MACFA	5	1to1	1to1	96.0373	95.4809	100.0	85.35	1.0	0.5	0.5	1	1
ENSRNOG00000018735	OG_02460	HQ_00901	Cd74	RATNO	5	1to1	1to1	ENSMFAG00000042836	HQ_00901	CD74	MACFA	5	1to1	1to1	54.0816	54.0816	100.0	0.46	1.0	0.14285714285714285	0.14285714285714285	1	1
ENSRNOG00000027225	OG_14480	HQ_SNG_012454	Ly6g6d	RATNO	5	1to1	singleton	ENSMFAG00000042838	HQ_15731	LY6G6F	MACFA	5	1to1	1to1	36.3363	40.7407	100.0	0.0	0.0	0.6666666666666666	0.25	1	1
ENSRNOG00000005038	OG_03263	HQ_01701	Ube2t	RATNO	5	1to1	1to1	ENSMFAG00000042839	HQ_01701	UBE2T	MACFA	5	1to1	1to1	77.451	76.699	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSRNOG00000025501	OG_12306	HQ_10577	Snx31	RATNO	5	1to1	1to1	ENSMFAG00000042840	HQ_10577	SNX31	MACFA	5	1to1	1to1	74.2009	73.8636	100.0	65.89	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSRNOG00000016136	OG_14142	HQ_12302	Pdcd1lg2	RATNO	5	1to1	1to1	ENSMFAG00000042841	HQ_12302	PDCD1LG2	MACFA	5	1to1	1to1	64.1791	58.9041	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSRNOG00000011352	OG_08280	HQ_06692	Furin	RATNO	5	1to1	1to1	ENSMFAG00000042842	HQ_06692	FURIN	MACFA	5	1to1	1to1	86.8145	93.5849	100.0	0.0	1.0	0.5	0.5	1	1
ENSRNOG00000018250	OG_06921	HQ_14057	Tnni3	RATNO	5	1to1	1to1	ENSMFAG00000042843	HQ_SNG_002925		MACFA	5	1to1	singleton	54.0284	22.2656	100.0	0.0	0.0	0.42857142857142855	0.25	1	1
ENSRNOG00000020440	OG_07470	HQ_05881	Fads2	RATNO	5	1to1	1to1	ENSMFAG00000042844	HQ_05881	FADS2	MACFA	5	1to1	1to1	76.8018	66.4717	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSRNOG00000017976	OG_07860	HQ_06276	Slco2b1	RATNO	5	1to1	1to1	ENSMFAG00000042845	HQ_06276	SLCO2B1	MACFA	5	1to1	1to1	76.6234	74.7887	100.0	19.12	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSRNOG00000051671	OG_04385	HQ_02837	Herc1	RATNO	5	1to1	1to1	ENSMFAG00000042846	HQ_02837	HERC1	MACFA	5	1to1	1to1	97.2422	97.2022	100.0	82.12	1.0	0.5	0.5	1	1
ENSRNOG00000057945	OG_14791	HQ_12895	Fancg	RATNO	5	1to1	1to1	ENSMFAG00000042847	HQ_12895	FANCG	MACFA	5	1to1	1to1	71.04	71.3826	100.0	0.0	1.0	0.7142857142857143	0.5	1	1
ENSRNOG00000038597	OG_03221	HQ_01659	Dlg1	RATNO	5	1to1	1to1	ENSMFAG00000042848	HQ_01659	DLG1	MACFA	5	1to1	1to1	94.2826	93.177	100.0	33.77	1.0	0.8	0.8	1	1
ENSRNOG00000010002	OG_14157	HQ_12317	Stpg3	RATNO	5	1to1	1to1	ENSMFAG00000042849	HQ_12317	STPG3	MACFA	5	1to1	1to1	56.0656	68.4	100.0	0.0	1.0	0.6363636363636364	0.6363636363636364	1	1
ENSRNOG00000023577	OG_14426	HQ_12577	Gigyf2	RATNO	5	1to1	1to1	ENSMFAG00000042850	HQ_12577	GIGYF2	MACFA	5	1to1	1to1	94.1852	94.5469	100.0	98.18	1.0	0.5	0.5	1	1
ENSRNOG00000018860	OG_09131	HQ_07526	Mtg1	RATNO	5	1to1	1to1	ENSMFAG00000042851	HQ_07526	MTG1	MACFA	5	1to1	1to1	72.7829	81.2287	100.0	0.0	1.0	0.36363636363636365	0.25	1	1
ENSRNOG00000039980	OG_00380	HQ_00648	Slc25a5	RATNO	5	multi_copy	1to1	ENSMFAG00000042853	HQ_00648	SLC25A5	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.36363636363636365	0.36363636363636365	1	1
ENSRNOG00000063289	OG_00380	HQ_SNG_014579	ENSRNOG00000063289	RATNO	5	multi_copy	singleton	ENSMFAG00000042853	HQ_00648	SLC25A5	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.1	0.0	1	2
ENSRNOG00000066174	OG_00380	HQ_SNG_015473	ENSRNOG00000066174	RATNO	5	multi_copy	singleton	ENSMFAG00000042853	HQ_00648	SLC25A5	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	1	3
ENSRNOG00000063076	OG_00380	HQ_SNG_014500	ENSRNOG00000063076	RATNO	5	multi_copy	singleton	ENSMFAG00000042853	HQ_00648	SLC25A5	MACFA	5	multi_copy	1to1	75.9434	50.1558	0.0	0.0	0.0	0.07692307692307693	0.0	1	4
ENSRNOG00000042387	OG_00380	HQ_SNG_013326	Slc25a6	RATNO	5	multi_copy	singleton	ENSMFAG00000042853	HQ_00648	SLC25A5	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	1	5
ENSRNOG00000068427	OG_00380	HQ_SNG_016173	ENSRNOG00000068427	RATNO	5	multi_copy	singleton	ENSMFAG00000042853	HQ_00648	SLC25A5	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.07692307692307693	0.0	1	6
ENSRNOG00000020608	OG_07026	HQ_05447	Ppan	RATNO	5	1to1	1to1	ENSMFAG00000042854	HQ_05447	PPAN	MACFA	5	1to1	1to1	70.2128	47.4138	100.0	0.0	0.0	0.625	0.625	1	1
