ensembl_id_HUMAN	ens_orthogroup_id	ens_hqorthogroup_id_HUMAN	gene_symbol_HUMAN	species_code_HUMAN	n_species_HUMAN	ens_orthogroup_status_HUMAN	ens_hqorthogroup_status_HUMAN	ensembl_id_MOUSE	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_HUMAN	ortholog_rank_MOUSE
ENSG00000124429	OG_15710	HQ_13956	POF1B	HUMAN	4	1to1	1to1	ENSMUSG00000034607	HQ_13956	Pof1b	MOUSE	4	1to1	1to1	89.6082	89.3039	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000134744	OG_07457	HQ_05867	TUT4	HUMAN	5	1to1	1to1	ENSMUSG00000034610	HQ_05867	Tut4	MOUSE	5	1to1	1to1	87.3556	87.1966	100.0	99.53	1.0	0.25	0.25	1	1
ENSG00000171310	OG_11928	HQ_10215	CHST11	HUMAN	5	1to1	1to1	ENSMUSG00000034612	HQ_10215	Chst11	MOUSE	5	1to1	1to1	96.875	96.875	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000111110	OG_05157	HQ_03612	PPM1H	HUMAN	5	1to1	1to1	ENSMUSG00000034613	HQ_03612	Ppm1h	MOUSE	5	1to1	1to1	95.9144	96.1014	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000100100	OG_03888	HQ_02330	PIK3IP1	HUMAN	5	1to1	1to1	ENSMUSG00000034614	HQ_02330	Pik3ip1	MOUSE	5	1to1	1to1	79.4677	79.1667	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000172830	OG_12135	HQ_10416	SSH3	HUMAN	5	1to1	1to1	ENSMUSG00000034616	HQ_10416	Ssh3	MOUSE	5	1to1	1to1	79.6662	80.3982	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000124275	OG_06441	HQ_04879	MTRR	HUMAN	5	1to1	1to1	ENSMUSG00000034617	HQ_04879	Mtrr	MOUSE	5	1to1	1to1	78.7966	79.023	75.0	100.0	1.0	0.25	0.25	1	1
ENSG00000118600	OG_05927	HQ_04385	RXYLT1	HUMAN	5	1to1	1to1	ENSMUSG00000034620	HQ_04385	Rxylt1	MOUSE	5	1to1	1to1	83.2957	83.1081	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000186566	OG_13589	HQ_11791	GPATCH8	HUMAN	5	1to1	1to1	ENSMUSG00000034621	HQ_11791	Gpatch8	MOUSE	5	1to1	1to1	90.2131	90.0332	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000184647	OG_13358	HQ_15392	PRSS55	HUMAN	5	1to1	1to1	ENSMUSG00000034623	HQ_15392	Prss55	MOUSE	5	1to1	1to1	53.6932	58.8785	100.0	100.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSG00000167656	OG_01750	HQ_00449	LY6D	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000034634	HQ_00449	Ly6d	MOUSE	5	multi_copy	multi_copy	58.5938	59.0551	100.0	100.0	1.0	0.2222222222222222	0.2	1	1
ENSG00000162378	OG_16181	HQ_14666	ZYG11B	HUMAN	4	1to1	1to1	ENSMUSG00000034636	HQ_14666	Zyg11b	MOUSE	4	1to1	1to1	98.1183	98.1183	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000163659	OG_10584	HQ_08909	TIPARP	HUMAN	5	1to1	1to1	ENSMUSG00000034640	HQ_08909	Tiparp	MOUSE	5	1to1	1to1	92.6941	92.6941	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000186074	OG_00206	HQ_18125	CD300LF	HUMAN	5	multi_copy	1to1	ENSMUSG00000034641	HQ_SNG_008238	Cd300ld	MOUSE	5	multi_copy	singleton	30.3448	39.819	0.0	2.6	0.0	0.2	0.0	6	1
ENSG00000203995	OG_14414	HQ_12564	ZYG11A	HUMAN	5	1to1	1to1	ENSMUSG00000034645	HQ_12564	Zyg11a	MOUSE	5	1to1	1to1	72.7273	72.6316	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000101745	OG_04176	HQ_02624	ANKRD12	HUMAN	5	1to1	1to1	ENSMUSG00000034647	HQ_02624	Ankrd12	MOUSE	5	1to1	1to1	80.1649	80.9897	75.0	100.0	1.0	0.2	0.2	1	1
ENSG00000175928	OG_12493	HQ_10765	LRRN1	HUMAN	5	1to1	1to1	ENSMUSG00000034648	HQ_10765	Lrrn1	MOUSE	5	1to1	1to1	95.5307	95.5307	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000167851	OG_01753	HQ_17921	CD300A	HUMAN	4	multi_copy	1to1	ENSMUSG00000034652	HQ_SNG_008239	Cd300a	MOUSE	4	multi_copy	singleton	40.4682	38.0503	100.0	91.93	0.0	0.5	0.125	1	1
ENSG00000204345	OG_01753	HQ_18267	CD300LD	HUMAN	4	multi_copy	1to1	ENSMUSG00000034652	HQ_SNG_008239	Cd300a	MOUSE	4	multi_copy	singleton	32.4742	19.8113	0.0	0.0	0.0	0.5	0.09090909090909091	1	2
ENSG00000047188	OG_02641	HQ_01084	YTHDC2	HUMAN	5	1to1	1to1	ENSMUSG00000034653	HQ_01084	Ythdc2	MOUSE	5	1to1	1to1	96.993	95.9862	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000141837	OG_08422	HQ_06831	CACNA1A	HUMAN	5	1to1	1to1	ENSMUSG00000034656	HQ_06831	Cacna1a	MOUSE	5	1to1	1to1	86.4062	84.7167	100.0	99.7	1.0	0.25	0.25	1	1
ENSG00000110108	OG_05083	HQ_03540	TMEM109	HUMAN	5	1to1	1to1	ENSMUSG00000034659	HQ_03540	Tmem109	MOUSE	5	1to1	1to1	74.8971	74.8971	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000197487	OG_14115	HQ_15625	GALP	HUMAN	5	1to1	1to1	ENSMUSG00000034660	HQ_15625	Galp	MOUSE	5	1to1	1to1	65.812	66.3793	75.0	100.0	1.0	0.75	0.2857142857142857	1	1
ENSG00000138756	OG_08058	HQ_06469	BMP2K	HUMAN	5	1to1	1to1	ENSMUSG00000034663	HQ_06469	Bmp2k	MOUSE	5	1to1	1to1	82.6889	81.0508	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000005961	OG_02234	HQ_00679	ITGA2B	HUMAN	5	1to1	1to1	ENSMUSG00000034664	HQ_00679	Itga2b	MOUSE	5	1to1	1to1	80.077	80.5421	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000184575	OG_13350	HQ_11566	XPOT	HUMAN	5	1to1	1to1	ENSMUSG00000034667	HQ_11566	Xpot	MOUSE	5	1to1	1to1	95.1143	95.0156	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000204304	OG_14454	HQ_12597	PBX2	HUMAN	5	1to1	1to1	ENSMUSG00000034673	HQ_12597	Pbx2	MOUSE	5	1to1	1to1	97.907	97.907	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000139372	OG_08136	HQ_06545	TDG	HUMAN	5	1to1	1to1	ENSMUSG00000034674	HQ_06545	Tdg	MOUSE	5	1to1	1to1	88.2927	85.9857	50.0	97.8	1.0	1.0	1.0	1	1
ENSG00000113758	OG_05457	HQ_03907	DBN1	HUMAN	5	1to1	1to1	ENSMUSG00000034675	HQ_03907	Dbn1	MOUSE	5	1to1	1to1	89.2086	87.8187	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000257008	OG_15040	HQ_13121	GPR142	HUMAN	5	1to1	1to1	ENSMUSG00000034677	HQ_13121	Gpr142	MOUSE	5	1to1	1to1	67.9144	68.4636	100.0	97.21	1.0	1.0	1.0	1	1
ENSG00000205937	OG_00709	HQ_12724	RNPS1	HUMAN	5	multi_copy	1to1	ENSMUSG00000034681	HQ_12724	Rnps1	MOUSE	5	multi_copy	1to1	100.0	100.0	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000150722	OG_09267	HQ_07662	PPP1R1C	HUMAN	5	1to1	1to1	ENSMUSG00000034683	HQ_07662	Ppp1r1c	MOUSE	5	1to1	1to1	84.4037	85.1852	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000001617	OG_02163	HQ_00602	SEMA3F	HUMAN	5	1to1	1to1	ENSMUSG00000034684	HQ_00602	Sema3f	MOUSE	5	1to1	1to1	95.9236	95.9236	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000161682	OG_10243	HQ_14651	FAM171A2	HUMAN	5	1to1	1to1	ENSMUSG00000034685	HQ_14651	Fam171a2	MOUSE	5	1to1	1to1	93.7046	94.1606	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000131188	OG_07071	HQ_05488	PRR7	HUMAN	5	1to1	1to1	ENSMUSG00000034686	HQ_05488	Prr7	MOUSE	5	1to1	1to1	94.1606	95.9108	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000138759	OG_15932	HQ_14274	FRAS1	HUMAN	4	1to1	1to1	ENSMUSG00000034687	HQ_14274	Fras1	MOUSE	4	1to1	1to1	84.9875	84.9452	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000160505	OG_00253	HQ_00431	NLRP4	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000034690	HQ_00431	Nlrp4c	MOUSE	5	multi_copy	multi_copy	50.7128	50.1006	50.0	99.63	1.0	0.14285714285714285	0.1111111111111111	1	1
ENSG00000162992	OG_10439	HQ_08763	NEUROD1	HUMAN	5	1to1	1to1	ENSMUSG00000034701	HQ_08763	Neurod1	MOUSE	5	1to1	1to1	97.7528	97.479	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000171595	OG_11968	HQ_10253	DNAI2	HUMAN	5	1to1	1to1	ENSMUSG00000034706	HQ_10253	Dnai2	MOUSE	5	1to1	1to1	84.6281	82.183	100.0	95.05	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000135677	OG_07601	HQ_06013	GNS	HUMAN	5	1to1	1to1	ENSMUSG00000034707	HQ_06013	Gns	MOUSE	5	1to1	1to1	89.8551	91.1765	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000030582	OG_02535	HQ_00973	GRN	HUMAN	5	1to1	1to1	ENSMUSG00000034708	HQ_00973	Grn	MOUSE	5	1to1	1to1	74.8735	73.7542	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000162869	OG_10409	HQ_08737	PPP1R21	HUMAN	5	1to1	1to1	ENSMUSG00000034709	HQ_08737	Ppp1r21	MOUSE	5	1to1	1to1	92.0513	92.0513	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000141540	OG_08391	HQ_06802	TTYH2	HUMAN	5	1to1	1to1	ENSMUSG00000034714	HQ_06802	Ttyh2	MOUSE	5	1to1	1to1	82.5843	82.8947	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000125827	OG_06585	HQ_05023	TMX4	HUMAN	5	1to1	1to1	ENSMUSG00000034723	HQ_05023	Tmx4	MOUSE	5	1to1	1to1	79.6562	82.9851	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000138767	OG_08063	HQ_06474	CNOT6L	HUMAN	5	1to1	1to1	ENSMUSG00000034724	HQ_06474	Cnot6l	MOUSE	5	1to1	1to1	96.3964	96.3964	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000048544	OG_02666	HQ_01109	MRPS10	HUMAN	5	1to1	1to1	ENSMUSG00000034729	HQ_01109	Mrps10	MOUSE	5	1to1	1to1	81.592	81.592	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000181790	OG_13030	HQ_11264	ADGRB1	HUMAN	5	1to1	1to1	ENSMUSG00000034730	HQ_11264	Adgrb1	MOUSE	5	1to1	1to1	94.0657	94.1846	100.0	99.98	1.0	0.4	0.4	1	1
ENSG00000102780	OG_04272	HQ_02723	DGKH	HUMAN	5	1to1	1to1	ENSMUSG00000034731	HQ_02723	Dgkh	MOUSE	5	1to1	1to1	89.4068	86.4754	100.0	100.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000174740	OG_16452	HQ_15078	PABPC5	HUMAN	4	1to1	1to1	ENSMUSG00000034732	HQ_15078	Pabpc5	MOUSE	4	1to1	1to1	95.0131	94.7644	100.0	100.0	1.0	0.6	0.25	1	1
ENSG00000163072	OG_10456	HQ_08782	NOSTRIN	HUMAN	5	1to1	1to1	ENSMUSG00000034738	HQ_08782	Nostrin	MOUSE	5	1to1	1to1	82.2134	82.2134	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000235718	OG_14877	HQ_12973	MFRP	HUMAN	5	1to1	1to1	ENSMUSG00000034739	HQ_12973	Mfrp	MOUSE	5	1to1	1to1	69.7755	69.1781	75.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000124357	OG_06447	HQ_04885	NAGK	HUMAN	5	1to1	1to1	ENSMUSG00000034744	HQ_04885	Nagk	MOUSE	5	1to1	1to1	85.0415	89.2442	25.0	100.0	1.0	0.14285714285714285	0.14285714285714285	1	1
ENSG00000077463	OG_03278	HQ_01717	SIRT6	HUMAN	5	1to1	1to1	ENSMUSG00000034748	HQ_01717	Sirt6	MOUSE	5	1to1	1to1	88.6228	83.3803	25.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000069020	OG_03007	HQ_01444	MAST4	HUMAN	5	1to1	1to1	ENSMUSG00000034751	HQ_01444	Mast4	MOUSE	5	1to1	1to1	81.7385	81.8946	100.0	99.99	1.0	0.2	0.2	1	1
ENSG00000102290	OG_01209	HQ_00309	PCDH11X	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000034755	HQ_00309	Pcdh11x	MOUSE	5	multi_copy	multi_copy	83.1839	82.6281	75.0	100.0	1.0	0.5	0.4	1	1
ENSG00000099715	OG_01209	HQ_00309	PCDH11Y	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000034755	HQ_00309	Pcdh11x	MOUSE	5	multi_copy	multi_copy	76.2332	81.7308	25.0	99.0	1.0	0.2	0.16666666666666666	1	2
ENSG00000168591	OG_11534	HQ_09835	TMUB2	HUMAN	5	1to1	1to1	ENSMUSG00000034757	HQ_09835	Tmub2	MOUSE	5	1to1	1to1	83.8006	75.1397	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000104953	OG_04506	HQ_17652	TLE6	HUMAN	5	1to1	1to1	ENSMUSG00000034758	HQ_SNG_008241	Tle6	MOUSE	5	1to1	singleton	42.685	43.3566	75.0	83.7	0.0	0.6	0.14285714285714285	1	1
ENSG00000012983	OG_02402	HQ_00845	MAP4K5	HUMAN	5	1to1	1to1	ENSMUSG00000034761	HQ_00845	Map4k5	MOUSE	5	1to1	1to1	96.2175	96.1039	100.0	99.97	1.0	0.6	0.6	1	1
ENSG00000174332	OG_12319	HQ_10587	GLIS1	HUMAN	5	1to1	1to1	ENSMUSG00000034762	HQ_10587	Glis1	MOUSE	5	1to1	1to1	81.761	82.3828	100.0	100.0	1.0	0.6666666666666666	0.42857142857142855	1	1
ENSG00000138166	OG_07974	HQ_06385	DUSP5	HUMAN	5	1to1	1to1	ENSMUSG00000034765	HQ_06385	Dusp5	MOUSE	5	1to1	1to1	93.4896	93.4896	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000161664	OG_10241	HQ_08585	ASB16	HUMAN	5	1to1	1to1	ENSMUSG00000034768	HQ_08585	Asb16	MOUSE	5	1to1	1to1	85.2097	85.2097	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000065717	OG_02910	HQ_01348	TLE2	HUMAN	5	1to1	1to1	ENSMUSG00000034771	HQ_01348	Tle2	MOUSE	5	1to1	1to1	88.7875	91.6554	100.0	99.26	1.0	0.25	0.25	1	1
ENSG00000125319	OG_06522	HQ_04961	HROB	HUMAN	5	1to1	1to1	ENSMUSG00000034773	HQ_04961	Hrob	MOUSE	5	1to1	1to1	63.6223	66.8293	100.0	99.04	1.0	0.8	0.8	1	1
ENSG00000134760	OG_00867	HQ_00205	DSG1	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000034774	HQ_00205	Dsg1c	MOUSE	5	multi_copy	multi_copy	79.8024	69.3041	100.0	1.18	1.0	0.8333333333333334	0.8333333333333334	3	1
ENSG00000116035	OG_05691	HQ_04143	VAX2	HUMAN	5	1to1	1to1	ENSMUSG00000034777	HQ_04143	Vax2	MOUSE	5	1to1	1to1	86.9863	87.5862	100.0	100.0	1.0	0.5714285714285714	0.375	1	1
ENSG00000172318	OG_12061	HQ_10345	B3GALT1	HUMAN	5	1to1	1to1	ENSMUSG00000034780	HQ_10345	B3galt1	MOUSE	5	1to1	1to1	100.0	100.0	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000088256	OG_03581	HQ_13509	GNA11	HUMAN	5	1to1	1to1	ENSMUSG00000034781	HQ_13509	Gna11	MOUSE	5	1to1	1to1	97.493	97.493	100.0	100.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000116031	OG_05690	HQ_04142	CD207	HUMAN	5	1to1	1to1	ENSMUSG00000034783	HQ_04142	Cd207	MOUSE	5	1to1	1to1	65.5589	66.1585	50.0	100.0	1.0	0.4444444444444444	0.3	1	1
ENSG00000211452	OG_14620	HQ_12747	DIO1	HUMAN	5	1to1	1to1	ENSMUSG00000034785	HQ_12747	Dio1	MOUSE	5	1to1	1to1	79.1165	76.6537	100.0	100.0	1.0	0.2	0.2	1	1
ENSG00000213654	OG_14677	HQ_12801	GPSM3	HUMAN	5	1to1	1to1	ENSMUSG00000034786	HQ_12801	Gpsm3	MOUSE	5	1to1	1to1	88.125	88.6792	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000169228	OG_11627	HQ_14916	RAB24	HUMAN	5	1to1	1to1	ENSMUSG00000034789	HQ_14916	Rab24	MOUSE	5	1to1	1to1	98.5222	98.5222	75.0	100.0	1.0	0.5	0.5	1	1
ENSG00000060558	OG_02814	HQ_13411	GNA15	HUMAN	5	1to1	1to1	ENSMUSG00000034792	HQ_13411	Gna15	MOUSE	5	1to1	1to1	84.7594	84.7594	100.0	100.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000141349	OG_08353	HQ_06766	G6PC3	HUMAN	5	1to1	1to1	ENSMUSG00000034793	HQ_06766	G6pc3	MOUSE	5	1to1	1to1	84.104	84.104	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000151773	OG_09374	HQ_07772	CCDC122	HUMAN	5	1to1	1to1	ENSMUSG00000034795	HQ_07772	Ccdc122	MOUSE	5	1to1	1to1	65.1724	69.2308	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000178773	OG_12767	HQ_15198	CPNE7	HUMAN	5	1to1	1to1	ENSMUSG00000034796	HQ_15198	Cpne7	MOUSE	5	1to1	1to1	89.2473	89.4075	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000130477	OG_15788	HQ_14075	UNC13A	HUMAN	4	1to1	1to1	ENSMUSG00000034799	HQ_14075	Unc13a	MOUSE	4	1to1	1to1	94.1652	95.7134	50.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000275111	OG_15162	HQ_13231	ZNF2	HUMAN	5	1to1	1to1	ENSMUSG00000034800	HQ_13231	Zfp661	MOUSE	5	1to1	1to1	79.5294	79.1569	100.0	100.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000100485	OG_03985	HQ_02430	SOS2	HUMAN	5	1to1	1to1	ENSMUSG00000034801	HQ_02430	Sos2	MOUSE	5	1to1	1to1	95.045	94.9737	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000130309	OG_06956	HQ_14070	COLGALT1	HUMAN	5	1to1	1to1	ENSMUSG00000034807	HQ_14070	Colgalt1	MOUSE	5	1to1	1to1	91.8963	91.1576	75.0	100.0	1.0	0.6	0.6	1	1
ENSG00000136546	OG_07738	HQ_06160	SCN7A	HUMAN	5	1to1	1to1	ENSMUSG00000034810	HQ_06160	Scn7a	MOUSE	5	1to1	1to1	74.019	74.0631	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000155974	OG_09727	HQ_08107	GRIP1	HUMAN	5	1to1	1to1	ENSMUSG00000034813	HQ_08107	Grip1	MOUSE	5	1to1	1to1	93.0851	92.1053	100.0	100.0	1.0	0.2	0.2	1	1
ENSG00000161082	OG_16165	HQ_14643	CELF5	HUMAN	4	1to1	1to1	ENSMUSG00000034818	HQ_14643	Celf5	MOUSE	4	1to1	1to1	96.6368	88.866	100.0	100.0	1.0	0.4	0.4	1	1
ENSG00000149532	OG_09194	HQ_14471	CPSF7	HUMAN	5	1to1	1to1	ENSMUSG00000034820	HQ_14471	Cpsf7	MOUSE	5	1to1	1to1	98.7013	96.8153	100.0	100.0	1.0	0.25	0.25	1	1
ENSG00000175352	OG_12434	HQ_10710	NRIP3	HUMAN	5	1to1	1to1	ENSMUSG00000034825	HQ_10710	Nrip3	MOUSE	5	1to1	1to1	87.6494	91.2863	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000138750	OG_08056	HQ_06467	NUP54	HUMAN	5	1to1	1to1	ENSMUSG00000034826	HQ_06467	Nup54	MOUSE	5	1to1	1to1	95.4902	96.0552	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000171773	OG_16394	HQ_14995	NXNL1	HUMAN	4	1to1	1to1	ENSMUSG00000034829	HQ_14995	Nxnl1	MOUSE	4	1to1	1to1	74.6544	76.4151	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000187605	OG_13696	HQ_11887	TET3	HUMAN	5	1to1	1to1	ENSMUSG00000034832	HQ_11887	Tet3	MOUSE	5	1to1	1to1	89.1847	89.5822	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000135426	OG_15868	HQ_14190	TESPA1	HUMAN	4	1to1	1to1	ENSMUSG00000034833	HQ_14190	Tespa1	MOUSE	4	1to1	1to1	61.8042	70.3057	50.0	98.05	1.0	0.2857142857142857	0.2222222222222222	1	1
ENSG00000114349	OG_05494	HQ_03947	GNAT1	HUMAN	5	1to1	1to1	ENSMUSG00000034837	HQ_03947	Gnat1	MOUSE	5	1to1	1to1	99.1429	99.1429	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000166173	OG_11103	HQ_09420	LARP6	HUMAN	5	1to1	1to1	ENSMUSG00000034839	HQ_09420	Larp6	MOUSE	5	1to1	1to1	91.2424	91.0569	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000156219	OG_09750	HQ_14557	ART3	HUMAN	5	1to1	1to1	ENSMUSG00000034842	HQ_14557	Art3	MOUSE	5	1to1	1to1	50.2451	52.6992	100.0	99.01	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000130300	OG_06952	HQ_05380	PLVAP	HUMAN	5	1to1	1to1	ENSMUSG00000034845	HQ_05380	Plvap	MOUSE	5	1to1	1to1	62.3288	61.7647	100.0	100.0	1.0	1.0	0.6666666666666666	1	1
ENSG00000123607	OG_06372	HQ_04816	TTC21B	HUMAN	5	1to1	1to1	ENSMUSG00000034848	HQ_04816	Ttc21b	MOUSE	5	1to1	1to1	85.7903	85.8555	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000135956	OG_01494	HQ_06068	TMEM127	HUMAN	5	multi_copy	1to1	ENSMUSG00000034850	HQ_06068	Tmem127	MOUSE	5	multi_copy	1to1	98.7395	98.7395	100.0	100.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000162390	OG_16182	HQ_14668	ACOT11	HUMAN	4	1to1	1to1	ENSMUSG00000034853	HQ_14668	Acot11	MOUSE	4	1to1	1to1	87.7104	84.8534	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000161091	OG_10210	HQ_08559	MFSD12	HUMAN	5	1to1	1to1	ENSMUSG00000034854	HQ_08559	Mfsd12	MOUSE	5	1to1	1to1	84.8739	84.1667	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000169245	OG_11630	HQ_09932	CXCL10	HUMAN	5	1to1	1to1	ENSMUSG00000034855	HQ_09932	Cxcl10	MOUSE	5	1to1	1to1	68.3673	68.3673	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000047346	OG_02645	HQ_01088	ATOSA	HUMAN	5	1to1	1to1	ENSMUSG00000034858	HQ_01088	Atosa	MOUSE	5	1to1	1to1	73.7918	73.3826	100.0	100.0	1.0	0.75	0.75	1	1
ENSG00000074855	OG_15408	HQ_13470	ANO8	HUMAN	4	1to1	1to1	ENSMUSG00000034863	HQ_13470	Ano8	MOUSE	4	1to1	1to1	82.1558	73.6201	100.0	96.08	1.0	0.75	0.75	1	1
ENSG00000105186	OG_04533	HQ_02980	ANKRD27	HUMAN	5	1to1	1to1	ENSMUSG00000034867	HQ_02980	Ankrd27	MOUSE	5	1to1	1to1	81.9657	81.8095	100.0	100.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000118680	OG_01383	HQ_00352	MYL12B	HUMAN	5	multi_copy	multi_copy	ENSMUSG00000034868	HQ_00352	Myl12b	MOUSE	5	multi_copy	multi_copy	100.0	100.0	100.0	100.0	1.0	0.5	0.5	1	1
ENSG00000162391	OG_10304	HQ_08646	FAM151A	HUMAN	5	1to1	1to1	ENSMUSG00000034871	HQ_08646	Fam151a	MOUSE	5	1to1	1to1	71.2821	68.5855	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000179855	OG_17785	HQ_16804	GIPC3	HUMAN	3	1to1	1to1	ENSMUSG00000034872	HQ_16804	Gipc3	MOUSE	3	1to1	1to1	90.5724	86.2179	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000213965	OG_14698	HQ_12820	NUDT19	HUMAN	5	1to1	1to1	ENSMUSG00000034875	HQ_12820	Nudt19	MOUSE	5	1to1	1to1	66.1064	62.9333	100.0	100.0	1.0	1.0	1.0	1	1
ENSG00000130312	OG_06957	HQ_16385	MRPL34	HUMAN	5	1to1	1to1	ENSMUSG00000034880	HQ_16385	Mrpl34	MOUSE	5	1to1	1to1	75.0	75.0	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000006638	OG_15322	HQ_13334	TBXA2R	HUMAN	4	1to1	1to1	ENSMUSG00000034881	HQ_13334	Tbxa2r	MOUSE	4	1to1	1to1	75.0733	74.6356	100.0	100.0	1.0	0.8	0.8	1	1
ENSG00000165501	OG_10976	HQ_09294	LRR1	HUMAN	5	1to1	1to1	ENSMUSG00000034883	HQ_09294	Lrr1	MOUSE	5	1to1	1to1	78.2609	76.7773	75.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000105298	OG_15540	HQ_13681	CACTIN	HUMAN	4	1to1	1to1	ENSMUSG00000034889	HQ_13681	Cactin	MOUSE	4	1to1	1to1	85.2332	86.8074	100.0	99.98	1.0	0.4	0.4	1	1
ENSG00000074317	OG_03167	HQ_01602	SNCB	HUMAN	5	1to1	1to1	ENSMUSG00000034891	HQ_01602	Sncb	MOUSE	5	1to1	1to1	97.0149	97.7444	100.0	100.0	1.0	0.6	0.6	1	1
ENSG00000213741	OG_00366	HQ_18347	RPS29	HUMAN	4	multi_copy	1to1	ENSMUSG00000034892	HQ_18347	Rps29	MOUSE	4	multi_copy	1to1	100.0	100.0	75.0	95.51	1.0	0.4	0.4	1	1
