ensembl_id_MACFA	ens_orthogroup_id	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ensembl_id_PIGXX	ens_hqorthogroup_id_PIGXX	gene_symbol_PIGXX	species_code_PIGXX	n_species_PIGXX	ens_orthogroup_status_PIGXX	ens_hqorthogroup_status_PIGXX	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MACFA	ortholog_rank_PIGXX
ENSMFAG00000061404	OG_06719	HQ_05154	TAS2R4	MACFA	5	1to1	1to1	ENSSSCG00000021525	HQ_05154	TAS2R4	PIGXX	5	1to1	1to1	68.2432	67.5585	100.0	6.03	1.0	0.7777777777777778	0.7777777777777778	1	1
ENSMFAG00000045373	OG_05899	HQ_04356	ATP10B	MACFA	5	1to1	1to1	ENSSSCG00000021527	HQ_04356	ATP10B	PIGXX	5	1to1	1to1	85.5874	85.7632	100.0	77.21	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMFAG00000000328	OG_05578	HQ_13824	SLC30A3	MACFA	5	1to1	1to1	ENSSSCG00000021534	HQ_SNG_017774		PIGXX	5	1to1	singleton	48.0603	57.4742	100.0	0.0	0.0	0.36363636363636365	0.25	1	1
ENSMFAG00000044410	OG_00587	HQ_13635	UBE2I	MACFA	5	multi_copy	1to1	ENSSSCG00000021560	HQ_SNG_017776		PIGXX	5	multi_copy	singleton	34.7188	77.5956	75.0	0.0	0.0	0.4	0.25	1	1
ENSMFAG00000041659	OG_14795	HQ_12898	PLXNA4	MACFA	5	1to1	1to1	ENSSSCG00000021562	HQ_12898	PLXNA4	PIGXX	5	1to1	1to1	97.7813	97.833	75.0	63.46	1.0	0.375	0.2222222222222222	1	1
ENSMFAG00000041308	OG_10906	HQ_09227	KIF27	MACFA	5	1to1	1to1	ENSSSCG00000021571	HQ_09227	KIF27	PIGXX	5	1to1	1to1	88.8651	88.9921	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000041999	OG_06088	HQ_04543	KCNJ5	MACFA	5	1to1	1to1	ENSSSCG00000021573	HQ_04543	KCNJ5	PIGXX	5	1to1	1to1	93.7947	92.6887	100.0	87.86	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000030839	OG_05284	HQ_03739	CD83	MACFA	5	1to1	1to1	ENSSSCG00000021576	HQ_03739	CD83	PIGXX	5	1to1	1to1	75.6345	71.9807	100.0	100.0	1.0	0.23076923076923078	0.23076923076923078	1	1
ENSMFAG00000052664	OG_00146	HQ_00017		MACFA	5	multi_copy	multi_copy	ENSSSCG00000021579	HQ_00017		PIGXX	5	multi_copy	multi_copy	62.0253	54.8507	75.0	0.0	1.0	0.7142857142857143	0.5555555555555556	1	1
ENSMFAG00000041358	OG_05546	HQ_03998	CLCN2	MACFA	5	1to1	1to1	ENSSSCG00000021581	HQ_03998	CLCN2	PIGXX	5	1to1	1to1	94.8066	95.5457	100.0	0.0	1.0	1.0	1.0	1	1
ENSMFAG00000037530	OG_12963	HQ_11201	OXTR	MACFA	5	1to1	1to1	ENSSSCG00000021585	HQ_11201	OXTR	PIGXX	5	1to1	1to1	86.3636	87.062	100.0	100.0	1.0	0.75	0.5555555555555556	1	1
ENSMFAG00000043785	OG_12765	HQ_11018	ZHX2	MACFA	5	1to1	1to1	ENSSSCG00000021586	HQ_11018	ZHX2	PIGXX	5	1to1	1to1	90.2056	90.8648	75.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000060179	OG_05873	HQ_04333	MESD	MACFA	5	1to1	1to1	ENSSSCG00000021587	HQ_04333	MESD	PIGXX	5	1to1	1to1	87.5	86.7521	100.0	0.0	1.0	0.75	0.75	1	1
ENSMFAG00000028166	OG_02563	HQ_01004	DAPK2	MACFA	5	1to1	1to1	ENSSSCG00000021588	HQ_01004	DAPK2	PIGXX	5	1to1	1to1	89.8551	71.3816	100.0	15.16	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000040835	OG_13019	HQ_11253	PHLDA2	MACFA	5	1to1	1to1	ENSSSCG00000021597	HQ_11253	PHLDA2	PIGXX	5	1to1	1to1	86.2595	74.3421	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000034125	OG_11267	HQ_09584	EVA1C	MACFA	5	1to1	1to1	ENSSSCG00000021598	HQ_09584	EVA1C	PIGXX	5	1to1	1to1	89.819	90.0227	100.0	0.0	1.0	0.7142857142857143	0.5	1	1
ENSMFAG00000037179	OG_08993	HQ_07394	ZNF711	MACFA	5	1to1	1to1	ENSSSCG00000021601	HQ_07394	ZNF711	PIGXX	5	1to1	1to1	98.5112	98.3891	100.0	0.0	1.0	0.25	0.25	1	1
ENSMFAG00000039606	OG_06004	HQ_04463	FLVCR2	MACFA	5	1to1	1to1	ENSSSCG00000021606	HQ_04463	FLVCR2	PIGXX	5	1to1	1to1	83.0292	87.5	100.0	73.46	1.0	0.5	0.5	1	1
ENSMFAG00000041505	OG_06391	HQ_04834	CHPF	MACFA	5	1to1	1to1	ENSSSCG00000021610	HQ_04834	CHPF	PIGXX	5	1to1	1to1	76.6452	96.9005	100.0	0.0	1.0	0.75	0.5555555555555556	1	1
ENSMFAG00000003744	OG_03595	HQ_02030	ARHGAP28	MACFA	5	1to1	1to1	ENSSSCG00000021612	HQ_02030	ARHGAP28	PIGXX	5	1to1	1to1	89.2857	89.2857	100.0	84.93	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMFAG00000000308	OG_03145	HQ_01581	FNDC8	MACFA	5	1to1	1to1	ENSSSCG00000021617	HQ_01581	FNDC8	PIGXX	5	1to1	1to1	81.25	80.2469	100.0	0.0	1.0	0.6	0.3333333333333333	1	1
ENSMFAG00000038410	OG_13195	HQ_11422	OVCH2	MACFA	5	1to1	1to1	ENSSSCG00000021619	HQ_11422	OVCH2	PIGXX	5	1to1	1to1	74.2049	74.3363	100.0	0.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSMFAG00000045746	OG_11506	HQ_09810	STIP1	MACFA	5	1to1	1to1	ENSSSCG00000021620	HQ_09810	STIP1	PIGXX	5	1to1	1to1	89.1344	79.6053	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMFAG00000062744	OG_01858	HQ_SNG_007030		MACFA	5	multi_copy	singleton	ENSSSCG00000021623	HQ_SNG_017777		PIGXX	5	multi_copy	singleton	72.8972	72.8972	0.0	0.0	0.0	0.07692307692307693	0.0	2	1
ENSMFAG00000044742	OG_01660	HQ_14595	LAD1	MACFA	5	multi_copy	1to1	ENSSSCG00000021624	HQ_SNG_017778		PIGXX	5	multi_copy	singleton	49.7653	57.5045	100.0	100.0	0.0	0.6	0.3333333333333333	1	1
ENSMFAG00000062169	OG_12466	HQ_10739	TMEM70	MACFA	5	1to1	1to1	ENSSSCG00000021628	HQ_10739	TMEM70	PIGXX	5	1to1	1to1	71.8876	68.8462	100.0	54.76	1.0	0.4	0.4	1	1
ENSMFAG00000064295	OG_00669	HQ_10625	TMEM167A	MACFA	5	multi_copy	1to1	ENSSSCG00000021631	HQ_SNG_017779		PIGXX	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	2	1
ENSMFAG00000001557	OG_05867	HQ_04329	PPP1R8	MACFA	5	1to1	1to1	ENSSSCG00000021634	HQ_04329	PPP1R8	PIGXX	5	1to1	1to1	97.9532	95.4416	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMFAG00000034589	OG_10284	HQ_08626	NEU3	MACFA	5	1to1	1to1	ENSSSCG00000021638	HQ_08626	NEU3	PIGXX	5	1to1	1to1	83.8785	74.4813	75.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000045823	OG_11954	HQ_10238	MROH2B	MACFA	5	1to1	1to1	ENSSSCG00000021645	HQ_10238	MROH2B	PIGXX	5	1to1	1to1	85.489	85.489	100.0	0.0	1.0	0.4	0.4	1	1
ENSMFAG00000035395	OG_05955	HQ_04413	KLF9	MACFA	5	1to1	1to1	ENSSSCG00000021646	HQ_04413	KLF9	PIGXX	5	1to1	1to1	69.4611	95.082	75.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000042139	OG_09989	HQ_08362	EDA	MACFA	5	1to1	1to1	ENSSSCG00000021647	HQ_08362	EDA	PIGXX	5	1to1	1to1	92.8021	92.8021	100.0	34.04	1.0	0.5833333333333334	0.5833333333333334	1	1
ENSMFAG00000042952	OG_09202	HQ_07600	SCN2B	MACFA	5	1to1	1to1	ENSSSCG00000021651	HQ_07600	SCN2B	PIGXX	5	1to1	1to1	92.5581	92.5581	100.0	100.0	1.0	0.3333333333333333	0.2	1	1
ENSMFAG00000047892	OG_06801	HQ_05232	LSM8	MACFA	5	1to1	1to1	ENSSSCG00000021652	HQ_05232	LSM8	PIGXX	5	1to1	1to1	58.2677	77.0833	100.0	0.0	1.0	0.25	0.25	1	1
ENSMFAG00000042792	OG_11339	HQ_SNG_002924		MACFA	5	1to1	singleton	ENSSSCG00000021654	HQ_14853	ZNF641	PIGXX	5	1to1	1to1	79.9528	43.7419	100.0	57.42	0.0	0.21428571428571427	0.13333333333333333	1	1
ENSMFAG00000043685	OG_00917	HQ_14611	KALRN	MACFA	5	multi_copy	1to1	ENSSSCG00000021656	HQ_SNG_017780		PIGXX	5	multi_copy	singleton	92.1147	25.8205	100.0	75.12	0.0	0.6	0.25	1	1
ENSMFAG00000035983	OG_05952	HQ_04410	SATB2	MACFA	5	1to1	1to1	ENSSSCG00000021657	HQ_04410	SATB2	PIGXX	5	1to1	1to1	99.5907	99.5907	100.0	93.4	1.0	0.8	0.8	1	1
ENSMFAG00000006832	OG_15151	HQ_13220	NOL12	MACFA	5	1to1	1to1	ENSSSCG00000021663	HQ_13220	NOL12	PIGXX	5	1to1	1to1	63.7209	64.3193	75.0	100.0	1.0	0.375	0.2222222222222222	1	1
ENSMFAG00000041829	OG_06918	HQ_05346	MAU2	MACFA	5	1to1	1to1	ENSSSCG00000021664	HQ_05346	MAU2	PIGXX	5	1to1	1to1	98.6371	94.4535	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMFAG00000008150	OG_00283	HQ_00038		MACFA	5	multi_copy	multi_copy	ENSSSCG00000021668	HQ_00038	KRT31	PIGXX	5	multi_copy	multi_copy	83.9535	86.7788	100.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000022725	OG_00283	HQ_00038	KRT33A	MACFA	5	multi_copy	multi_copy	ENSSSCG00000021668	HQ_00038	KRT31	PIGXX	5	multi_copy	multi_copy	79.7674	84.901	0.0	0.0	0.0	0.18181818181818182	0.16666666666666666	3	2
ENSMFAG00000001291	OG_03208	HQ_01646	MARK3	MACFA	5	1to1	1to1	ENSSSCG00000021669	HQ_01646	MARK3	PIGXX	5	1to1	1to1	97.1069	95.9006	75.0	74.87	1.0	0.5	0.5	1	1
ENSMFAG00000031565	OG_07197	HQ_05613	WBP2	MACFA	5	1to1	1to1	ENSSSCG00000021672	HQ_05613	WBP2	PIGXX	5	1to1	1to1	72.5275	52.2427	100.0	0.0	1.0	0.375	0.375	1	1
ENSMFAG00000038126	OG_01433	HQ_14013	ADGRE2	MACFA	3	multi_copy	multi_copy	ENSSSCG00000021675	HQ_SNG_017781		PIGXX	3	multi_copy	singleton	60.8321	51.4563	0.0	0.0	0.0	0.2857142857142857	0.1111111111111111	3	1
ENSMFAG00000043816	OG_13655	HQ_15485	HEATR4	MACFA	5	1to1	1to1	ENSSSCG00000021676	HQ_SNG_017782		PIGXX	5	1to1	singleton	73.6538	38.3	100.0	0.0	0.0	0.25	0.1111111111111111	1	1
ENSMFAG00000044093	OG_12606	HQ_10869	ZDHHC13	MACFA	5	1to1	1to1	ENSSSCG00000021688	HQ_10869	ZDHHC13	PIGXX	5	1to1	1to1	91.9485	91.8006	100.0	100.0	1.0	0.7142857142857143	0.625	1	1
ENSMFAG00000036989	OG_09486	HQ_07869	NRSN1	MACFA	5	1to1	1to1	ENSSSCG00000021696	HQ_07869	NRSN1	PIGXX	5	1to1	1to1	84.3602	91.2821	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000039152	OG_10117	HQ_08478	RRP1B	MACFA	5	1to1	1to1	ENSSSCG00000021698	HQ_08478	RRP1B	PIGXX	5	1to1	1to1	55.2042	57.2404	100.0	2.42	1.0	0.5	0.5	1	1
ENSMFAG00000002984	OG_11156	HQ_09473	XRRA1	MACFA	5	1to1	1to1	ENSSSCG00000021702	HQ_09473	XRRA1	PIGXX	5	1to1	1to1	78.4731	78.375	100.0	80.43	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMFAG00000001618	OG_16134	HQ_14583	PTPDC1	MACFA	4	1to1	1to1	ENSSSCG00000021704	HQ_14583	PTPDC1	PIGXX	4	1to1	1to1	77.5336	78.7841	75.0	0.0	1.0	0.3	0.3	1	1
ENSMFAG00000039907	OG_05773	HQ_04233	KIF21B	MACFA	5	1to1	1to1	ENSSSCG00000021706	HQ_04233	KIF21B	PIGXX	5	1to1	1to1	95.5747	92.6147	100.0	0.0	1.0	0.75	0.75	1	1
ENSMFAG00000044426	OG_10075	HQ_08443	C16orf86	MACFA	5	1to1	1to1	ENSSSCG00000021711	HQ_08443	C16orf86	PIGXX	5	1to1	1to1	73.2673	70.7006	100.0	42.14	1.0	0.5555555555555556	0.5555555555555556	1	1
ENSMFAG00000040004	OG_08034	HQ_14272	HERC6	MACFA	5	1to1	1to1	ENSSSCG00000021712	HQ_14272	HERC6	PIGXX	5	1to1	1to1	73.8492	73.9216	100.0	98.88	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMFAG00000043736	OG_11025	HQ_09347	METTL17	MACFA	5	1to1	1to1	ENSSSCG00000021718	HQ_09347	METTL17	PIGXX	5	1to1	1to1	81.5618	81.9172	100.0	0.0	1.0	0.5555555555555556	0.5	1	1
ENSMFAG00000005945	OG_13923	HQ_12099	KIF19	MACFA	5	1to1	1to1	ENSSSCG00000021724	HQ_12099	KIF19	PIGXX	5	1to1	1to1	88.7113	88.978	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMFAG00000001312	OG_03881	HQ_02323	LGALS2	MACFA	5	1to1	1to1	ENSSSCG00000021728	HQ_02323	LGALS2	PIGXX	5	1to1	1to1	64.5833	70.9924	100.0	0.0	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMFAG00000033741	OG_09367	HQ_07765	WWC2	MACFA	5	1to1	1to1	ENSSSCG00000021731	HQ_07765	WWC2	PIGXX	5	1to1	1to1	88.7939	85.3102	100.0	29.5	1.0	0.5	0.38461538461538464	1	1
ENSMFAG00000048513	OG_08984	HQ_07386	GPR174	MACFA	5	1to1	1to1	ENSSSCG00000021734	HQ_07386	GPR174	PIGXX	5	1to1	1to1	92.7928	92.7928	100.0	100.0	1.0	0.36363636363636365	0.36363636363636365	1	1
ENSMFAG00000044539	OG_12435	HQ_10711	PTPN2	MACFA	5	1to1	1to1	ENSSSCG00000021738	HQ_10711	PTPN2	PIGXX	5	1to1	1to1	84.7875	91.3253	100.0	29.19	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMFAG00000030974	OG_09149	HQ_07545	HSD17B12	MACFA	5	1to1	1to1	ENSSSCG00000021739	HQ_07545	HSD17B12	PIGXX	5	1to1	1to1	81.0897	81.0897	100.0	86.73	1.0	0.5	0.5	1	1
ENSMFAG00000000061	OG_17867	HQ_16939	ZNF527	MACFA	3	1to1	1to1	ENSSSCG00000021741	HQ_16939	ZNF527	PIGXX	3	1to1	1to1	87.3563	87.3563	75.0	100.0	1.0	0.25	0.25	1	1
ENSMFAG00000003918	OG_13901	HQ_12080	C8orf76	MACFA	5	1to1	1to1	ENSSSCG00000021744	HQ_12080	C8orf76	PIGXX	5	1to1	1to1	81.1671	80.5263	100.0	0.0	1.0	0.36363636363636365	0.36363636363636365	1	1
ENSMFAG00000025183	OG_10661	HQ_08986	ERMAP	MACFA	5	1to1	1to1	ENSSSCG00000021745	HQ_08986	ERMAP	PIGXX	5	1to1	1to1	58.4838	68.2105	100.0	72.69	1.0	1.0	0.7142857142857143	1	1
ENSMFAG00000002964	OG_07167	HQ_05582	MRPL35	MACFA	5	1to1	1to1	ENSSSCG00000021746	HQ_05582	MRPL35	PIGXX	5	1to1	1to1	71.4286	71.8085	100.0	0.0	1.0	1.0	1.0	1	1
ENSMFAG00000036484	OG_17446	HQ_16189	MCF2L2	MACFA	3	1to1	1to1	ENSSSCG00000021749	HQ_16189	MCF2L2	PIGXX	3	1to1	1to1	83.3503	70.231	100.0	33.44	1.0	0.25	0.25	1	1
ENSMFAG00000036674	OG_15443	HQ_13533	KRT33B	MACFA	3	multi_copy	multi_copy	ENSSSCG00000021755	HQ_13533		PIGXX	3	multi_copy	multi_copy	81.4727	85.3234	100.0	0.0	1.0	0.36363636363636365	0.25	1	1
ENSMFAG00000032310	OG_10887	HQ_09210	UBAP1	MACFA	5	1to1	1to1	ENSSSCG00000021761	HQ_09210	UBAP1	PIGXX	5	1to1	1to1	91.5194	90.5594	100.0	0.0	1.0	0.2727272727272727	0.2727272727272727	1	1
ENSMFAG00000041172	OG_14886	HQ_12982	ARHGEF38	MACFA	5	1to1	1to1	ENSSSCG00000021764	HQ_12982	ARHGEF38	PIGXX	5	1to1	1to1	87.9177	88.0309	100.0	95.76	1.0	0.8	0.8	1	1
ENSMFAG00000003279	OG_17264	HQ_16067		MACFA	4	1to1	1to1	ENSSSCG00000021767	HQ_16067		PIGXX	4	1to1	1to1	86.5952	72.2595	100.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000045920	OG_07054	HQ_SNG_003118		MACFA	5	1to1	singleton	ENSSSCG00000021769	HQ_14098	ZNF341	PIGXX	5	1to1	1to1	18.7431	71.1297	100.0	0.0	0.0	0.45454545454545453	0.3333333333333333	1	1
ENSMFAG00000059346	OG_11635	HQ_09936	B3GALNT1	MACFA	5	1to1	1to1	ENSSSCG00000021774	HQ_09936	B3GALNT1	PIGXX	5	1to1	1to1	96.3746	78.7654	100.0	0.0	1.0	0.5	0.5	1	1
ENSMFAG00000034054	OG_08806	HQ_07213	TBCK	MACFA	5	1to1	1to1	ENSSSCG00000021784	HQ_07213	TBCK	PIGXX	5	1to1	1to1	93.0571	92.436	100.0	91.12	1.0	0.4	0.4	1	1
ENSMFAG00000003222	OG_08015	HQ_06428	SENP7	MACFA	5	1to1	1to1	ENSSSCG00000021791	HQ_06428	SENP7	PIGXX	5	1to1	1to1	82.8735	82.8735	100.0	24.39	1.0	0.75	0.75	1	1
ENSMFAG00000045159	OG_10591	HQ_08915	SMIM14	MACFA	5	1to1	1to1	ENSSSCG00000021793	HQ_08915	SMIM14	PIGXX	5	1to1	1to1	52.7778	76.7677	100.0	77.57	1.0	0.5	0.5	1	1
ENSMFAG00000048904	OG_04852	HQ_03293	LZTS2	MACFA	5	1to1	1to1	ENSSSCG00000021798	HQ_03293	LZTS2	PIGXX	5	1to1	1to1	68.75	93.5223	100.0	100.0	1.0	0.75	0.5555555555555556	1	1
ENSMFAG00000001017	OG_04818	HQ_03258	ABHD17B	MACFA	5	1to1	1to1	ENSSSCG00000021802	HQ_03258	ABHD17B	PIGXX	5	1to1	1to1	99.3056	97.6109	50.0	89.1	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000035893	OG_08333	HQ_06748	RANBP10	MACFA	5	1to1	1to1	ENSSSCG00000021803	HQ_06748	RANBP10	PIGXX	5	1to1	1to1	91.3242	95.2381	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000050451	OG_13811	HQ_11995	KRTAP24-1	MACFA	5	1to1	1to1	ENSSSCG00000021804	HQ_11995	KRTAP24-1	PIGXX	5	1to1	1to1	64.4269	64.6825	50.0	0.0	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000003378	OG_12332	HQ_10602	GALNTL6	MACFA	5	1to1	1to1	ENSSSCG00000021805	HQ_10602	GALNTL6	PIGXX	5	1to1	1to1	98.0033	98.0033	100.0	86.33	1.0	0.4166666666666667	0.4166666666666667	1	1
ENSMFAG00000031264	OG_04282	HQ_02735	GDPD3	MACFA	5	1to1	1to1	ENSSSCG00000021811	HQ_02735	GDPD3	PIGXX	5	1to1	1to1	62.623	63.245	100.0	0.0	1.0	0.5714285714285714	0.375	1	1
ENSMFAG00000043565	OG_09795	HQ_08172	MS4A1	MACFA	5	1to1	1to1	ENSSSCG00000021812	HQ_08172	MS4A1	PIGXX	5	1to1	1to1	72.4832	72.7273	100.0	93.87	1.0	0.8571428571428571	0.625	1	1
ENSMFAG00000041395	OG_03696	HQ_02134	SLC26A3	MACFA	5	1to1	1to1	ENSSSCG00000021813	HQ_02134	SLC26A3	PIGXX	5	1to1	1to1	80.1054	80.2111	100.0	0.0	1.0	0.8	0.8	1	1
ENSMFAG00000031877	OG_06197	HQ_04646	ZMYM2	MACFA	5	1to1	1to1	ENSSSCG00000021814	HQ_04646	ZMYM2	PIGXX	5	1to1	1to1	91.9079	89.9056	100.0	0.0	1.0	0.4	0.4	1	1
ENSMFAG00000025611	OG_06103	HQ_04557	ENOX1	MACFA	5	1to1	1to1	ENSSSCG00000021818	HQ_04557	ENOX1	PIGXX	5	1to1	1to1	93.5438	94.9054	100.0	33.74	1.0	0.625	0.625	1	1
ENSMFAG00000044455	OG_14171	HQ_12333	MYO1C	MACFA	5	1to1	1to1	ENSSSCG00000021821	HQ_12333	MYO1C	PIGXX	5	1to1	1to1	92.0038	97.2167	100.0	3.16	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000031265	OG_11158	HQ_09475	RNF169	MACFA	5	1to1	1to1	ENSSSCG00000021822	HQ_09475	RNF169	PIGXX	5	1to1	1to1	86.5819	86.5819	100.0	96.84	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000002515	OG_00401	HQ_10291	RPS21	MACFA	5	multi_copy	1to1	ENSSSCG00000021825	HQ_10291	RPS21	PIGXX	5	multi_copy	1to1	74.6988	70.4545	100.0	0.0	1.0	0.75	0.75	1	1
ENSMFAG00000033652	OG_11707	HQ_10005	TAPT1	MACFA	5	1to1	1to1	ENSSSCG00000021828	HQ_10005	TAPT1	PIGXX	5	1to1	1to1	61.2323	91.2046	100.0	59.41	1.0	0.5	0.5	1	1
ENSMFAG00000045509	OG_13624	HQ_11821	ERCC6L	MACFA	5	1to1	1to1	ENSSSCG00000021834	HQ_11821	ERCC6L	PIGXX	5	1to1	1to1	74.0176	81.7538	75.0	99.89	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMFAG00000002989	OG_06920	HQ_05348	SYT5	MACFA	5	1to1	1to1	ENSSSCG00000021843	HQ_05348	SYT5	PIGXX	5	1to1	1to1	93.7824	94.026	100.0	0.0	1.0	0.5714285714285714	0.375	1	1
ENSMFAG00000030590	OG_11515	HQ_09817	ATXN2L	MACFA	5	1to1	1to1	ENSSSCG00000021845	HQ_09817	ATXN2L	PIGXX	5	1to1	1to1	90.1852	93.2057	100.0	3.55	1.0	0.5	0.5	1	1
ENSMFAG00000032590	OG_13236	HQ_11459	EFHC2	MACFA	5	1to1	1to1	ENSSSCG00000021846	HQ_11459	EFHC2	PIGXX	5	1to1	1to1	77.5401	77.4366	50.0	11.6	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000031497	OG_06396	HQ_04838	FAM124B	MACFA	5	1to1	1to1	ENSSSCG00000021852	HQ_04838	FAM124B	PIGXX	5	1to1	1to1	74.4493	74.2857	100.0	93.63	1.0	0.75	0.75	1	1
ENSMFAG00000043460	OG_06410	HQ_04850	PIGT	MACFA	5	1to1	1to1	ENSSSCG00000021861	HQ_04850	PIGT	PIGXX	5	1to1	1to1	78.3912	81.7434	100.0	100.0	1.0	0.1111111111111111	0.1111111111111111	1	1
ENSMFAG00000001288	OG_06529	HQ_SNG_001633		MACFA	5	1to1	singleton	ENSSSCG00000021862	HQ_13970	PTGER2	PIGXX	5	1to1	1to1	32.312	32.6761	100.0	0.0	0.0	0.75	0.5555555555555556	1	1
ENSMFAG00000062707	OG_00678	HQ_00238	EDDM3B	MACFA	5	multi_copy	multi_copy	ENSSSCG00000021866	HQ_00238	EDDM3B	PIGXX	5	multi_copy	multi_copy	52.7397	52.381	100.0	0.0	1.0	0.6	0.45454545454545453	1	1
ENSMFAG00000053241	OG_00678	HQ_00238	EDDM3A	MACFA	5	multi_copy	multi_copy	ENSSSCG00000021866	HQ_00238	EDDM3B	PIGXX	5	multi_copy	multi_copy	47.9452	47.619	100.0	0.0	0.0	0.45454545454545453	0.45454545454545453	1	2
ENSMFAG00000041182	OG_04629	HQ_03069	HPN	MACFA	5	1to1	1to1	ENSSSCG00000021867	HQ_03069	HPN	PIGXX	5	1to1	1to1	84.4098	90.8873	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000060740	OG_11153	HQ_09470	CRABP1	MACFA	5	1to1	1to1	ENSSSCG00000021873	HQ_09470	CRABP1	PIGXX	5	1to1	1to1	70.8029	58.7879	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMFAG00000026235	OG_13058	HQ_11292	UNC5C	MACFA	5	1to1	1to1	ENSSSCG00000021874	HQ_11292	UNC5C	PIGXX	5	1to1	1to1	95.4737	97.4221	100.0	89.7	1.0	0.3	0.3	1	1
ENSMFAG00000050895	OG_07526	HQ_05937	MDFIC	MACFA	5	1to1	1to1	ENSSSCG00000021885	HQ_05937	MDFIC	PIGXX	5	1to1	1to1	87.1901	86.8313	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMFAG00000001985	OG_17756	HQ_16761	ZNF135	MACFA	3	1to1	1to1	ENSSSCG00000021888	HQ_16761	ZNF135	PIGXX	3	1to1	1to1	86.72	81.3814	50.0	0.0	0.0	0.3333333333333333	0.3333333333333333	1	1
ENSMFAG00000040106	OG_00766	HQ_01746	GNB1	MACFA	5	multi_copy	1to1	ENSSSCG00000021890	HQ_01746	GNB1	PIGXX	5	multi_copy	1to1	71.1392	74.5358	100.0	0.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSMFAG00000003564	OG_02974	HQ_01410	ROCK1	MACFA	5	1to1	1to1	ENSSSCG00000021893	HQ_01410	ROCK1	PIGXX	5	1to1	1to1	97.9321	97.9321	50.0	99.4	1.0	0.25	0.25	1	1
ENSMFAG00000037248	OG_07420	HQ_05834	CRB1	MACFA	5	1to1	1to1	ENSSSCG00000021897	HQ_05834	CRB1	PIGXX	5	1to1	1to1	69.8771	71.5385	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMFAG00000001965	OG_06910	HQ_05340	ASH2L	MACFA	5	1to1	1to1	ENSSSCG00000021898	HQ_05340	ASH2L	PIGXX	5	1to1	1to1	96.53	96.53	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMFAG00000003571	OG_03759	HQ_02199	GABRP	MACFA	5	1to1	1to1	ENSSSCG00000021902	HQ_02199	GABRP	PIGXX	5	1to1	1to1	93.8636	93.8636	75.0	97.41	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSMFAG00000043470	OG_02376	HQ_00821	SYT7	MACFA	5	1to1	1to1	ENSSSCG00000021906	HQ_00821	SYT7	PIGXX	5	1to1	1to1	86.7347	89.3393	100.0	0.0	1.0	0.4	0.4	1	1
