ensembl_id_MOUSE	ens_orthogroup_id	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ensembl_id_RATNO	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MOUSE	ortholog_rank_RATNO
ENSMUSG00000073946	OG_00559	HQ_00175	Or52z12	MOUSE	3	multi_copy	multi_copy	ENSRNOG00000064549	HQ_00175	Olr112	RATNO	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.42857142857142855	0.375	3	3
ENSMUSG00000073943	OG_00559	HQ_SNG_009425	Or52z15	MOUSE	3	multi_copy	singleton	ENSRNOG00000064549	HQ_00175	Olr112	RATNO	3	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.15384615384615385	2	4
ENSMUSG00000010608	OG_01389	HQ_04468	Rbm25	MOUSE	5	multi_copy	1to1	ENSRNOG00000064553	HQ_SNG_014967	Rbm25l1	RATNO	5	multi_copy	singleton	97.136	99.7549	0.0	0.0	0.0	0.1	0.0	2	1
ENSMUSG00000117853	OG_00214	HQ_SNG_011449	Vmn1r88	MOUSE	3	multi_copy	singleton	ENSRNOG00000064555	HQ_SNG_014968	ENSRNOG00000064555	RATNO	3	multi_copy	singleton	71.519	71.0692	50.0	0.0	0.0	0.25	0.09090909090909091	5	1
ENSMUSG00000095629	OG_00214	HQ_SNG_010738	Vmn1r89	MOUSE	3	multi_copy	singleton	ENSRNOG00000064555	HQ_SNG_014968	ENSRNOG00000064555	RATNO	3	multi_copy	singleton	78.1646	77.673	50.0	0.0	0.0	0.16666666666666666	0.0	5	2
ENSMUSG00000070816	OG_00214	HQ_SNG_009263	Vmn1r86	MOUSE	3	multi_copy	singleton	ENSRNOG00000064555	HQ_SNG_014968	ENSRNOG00000064555	RATNO	3	multi_copy	singleton	77.5316	77.044	25.0	76.77	0.0	0.25	0.08333333333333333	6	3
ENSMUSG00000070817	OG_00214	HQ_SNG_009264	Vmn1r85	MOUSE	3	multi_copy	singleton	ENSRNOG00000064555	HQ_SNG_014968	ENSRNOG00000064555	RATNO	3	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.18181818181818182	2	4
ENSMUSG00000070815	OG_00214	HQ_19304	Vmn1r87	MOUSE	3	multi_copy	1to1	ENSRNOG00000064555	HQ_SNG_014968	ENSRNOG00000064555	RATNO	3	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.08333333333333333	7	5
ENSMUSG00000116166	OG_17651	HQ_19614	Gm49403	MOUSE	3	1to1	1to1	ENSRNOG00000064559	HQ_19614	Gm49403	RATNO	3	1to1	1to1	88.2022	86.7403	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000061972	OG_00192	HQ_19218	Or1o4	MOUSE	3	multi_copy	1to1	ENSRNOG00000064564	HQ_SNG_014971	Olr1733	RATNO	3	multi_copy	singleton	87.541	86.4078	0.0	0.0	0.0	0.5	0.1	2	1
ENSMUSG00000058802	OG_00192	HQ_17448	Or1o2	MOUSE	3	multi_copy	multi_copy	ENSRNOG00000064564	HQ_SNG_014971	Olr1733	RATNO	3	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.1	4	2
ENSMUSG00000063188	OG_00192	HQ_00278	Or1o1	MOUSE	3	multi_copy	multi_copy	ENSRNOG00000064564	HQ_SNG_014971	Olr1733	RATNO	3	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.25	7	3
ENSMUSG00000063660	OG_00192	HQ_17448	Or1o3	MOUSE	3	multi_copy	multi_copy	ENSRNOG00000064564	HQ_SNG_014971	Olr1733	RATNO	3	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.5	0.1	4	4
ENSMUSG00000059687	OG_00192	HQ_00278	Or1o11	MOUSE	3	multi_copy	multi_copy	ENSRNOG00000064564	HQ_SNG_014971	Olr1733	RATNO	3	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.1111111111111111	8	5
ENSMUSG00000021770	OG_09789	HQ_08167	Samd8	MOUSE	5	1to1	1to1	ENSRNOG00000064565	HQ_08167	Samd8	RATNO	5	1to1	1to1	85.1464	94.213	100.0	100.0	1.0	0.75	0.75	1	1
ENSMUSG00000051118	OG_00167	HQ_00479	Or7d10	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000064567	HQ_SNG_014972	Olr1174	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.75	0.13333333333333333	2	1
ENSMUSG00000044454	OG_00167	HQ_SNG_008424	Or7d11	MOUSE	5	multi_copy	singleton	ENSRNOG00000064567	HQ_SNG_014972	Olr1174	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.6	0.2	3	2
ENSMUSG00000059623	OG_00167	HQ_00479	Or7d9	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000064567	HQ_SNG_014972	Olr1174	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	4	3
ENSMUSG00000029836	OG_00073	HQ_04720	Cbx3	MOUSE	5	multi_copy	1to1	ENSRNOG00000064571	HQ_SNG_014974	ENSRNOG00000064571	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	3	1
ENSMUSG00000022855	OG_00123	HQ_08961	Senp2	MOUSE	5	multi_copy	1to1	ENSRNOG00000064573	HQ_SNG_014975	ENSRNOG00000064573	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	10	1
ENSMUSG00000069712	OG_00123	HQ_SNG_009203	Semp2l2b	MOUSE	5	multi_copy	singleton	ENSRNOG00000064573	HQ_SNG_014975	ENSRNOG00000064573	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	10	2
ENSMUSG00000091318	OG_00123	HQ_SNG_010157	Semp2l1	MOUSE	5	multi_copy	singleton	ENSRNOG00000064573	HQ_SNG_014975	ENSRNOG00000064573	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1	0.0	10	3
ENSMUSG00000057116	OG_00123	HQ_SNG_008761	Semp2l2a	MOUSE	5	multi_copy	singleton	ENSRNOG00000064573	HQ_SNG_014975	ENSRNOG00000064573	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.09090909090909091	0.0	10	4
ENSMUSG00000096139	OG_00001	HQ_SNG_010865	Pramel50	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	72.3493	72.3493	100.0	100.0	0.0	1.0	0.06666666666666667	1	1
ENSMUSG00000094043	OG_00001	HQ_SNG_010353	Pramel49	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	74.0125	74.0125	100.0	0.0	0.0	0.6666666666666666	0.0	1	2
ENSMUSG00000096066	OG_00001	HQ_SNG_010853	Pramel46	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	74.0125	74.0125	75.0	40.56	0.0	0.3333333333333333	0.0	2	3
ENSMUSG00000095503	OG_00001	HQ_SNG_010702	Pramel43	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	73.8046	73.8046	75.0	3.36	0.0	0.3333333333333333	0.0	2	4
ENSMUSG00000095728	OG_00001	HQ_SNG_010771	ENSMUSG00000095728	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	74.6305	62.9938	50.0	0.0	0.0	0.3333333333333333	0.0	2	5
ENSMUSG00000096728	OG_00001	HQ_SNG_010991	ENSMUSG00000096728	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	72.3493	72.3493	50.0	0.0	0.0	0.25	0.0	2	6
ENSMUSG00000096236	OG_00001	HQ_SNG_010879	ENSMUSG00000096236	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	74.4472	62.9938	50.0	0.0	0.0	0.25	0.0	2	7
ENSMUSG00000095475	OG_00001	HQ_SNG_010693	ENSMUSG00000095475	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	73.8046	73.8046	50.0	56.04	0.0	0.16666666666666666	0.0	2	8
ENSMUSG00000094741	OG_00001	HQ_SNG_010518	Pramel39	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	74.4472	62.9938	50.0	0.0	0.0	0.125	0.0	1	9
ENSMUSG00000096230	OG_00001	HQ_SNG_010878	Pramel36	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	74.0125	74.0125	25.0	0.0	0.0	0.3333333333333333	0.0	4	10
ENSMUSG00000072822	OG_00001	HQ_SNG_009353	Pramel37	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	72.3493	72.3493	25.0	0.0	0.0	0.3333333333333333	0.0	4	11
ENSMUSG00000072813	OG_00001	HQ_SNG_009350	E330014E10Rik	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	1.0	0.07142857142857142	13	12
ENSMUSG00000072814	OG_00001	HQ_SNG_009351	Gm7982	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	1.0	0.07142857142857142	13	13
ENSMUSG00000029451	OG_00001	HQ_SNG_008117	Pramel27	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	14
ENSMUSG00000036749	OG_00001	HQ_SNG_008270	Pramel5	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	15
ENSMUSG00000046262	OG_00001	HQ_SNG_008470	Pramel29	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	16
ENSMUSG00000046435	OG_00001	HQ_SNG_008473	Pramel24	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	17
ENSMUSG00000047799	OG_00001	HQ_SNG_008518	Oog4	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	18
ENSMUSG00000050810	OG_00001	HQ_SNG_008596	Oog3	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	19
ENSMUSG00000059218	OG_00001	HQ_SNG_008848	Pramel26	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	20
ENSMUSG00000066030	OG_00001	HQ_SNG_009044	Oog2	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	21
ENSMUSG00000066031	OG_00001	HQ_SNG_009045	Pramel25	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	22
ENSMUSG00000066688	OG_00001	HQ_SNG_009071	Pramel21	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	23
ENSMUSG00000070616	OG_00001	HQ_SNG_009248	Gm13040	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	24
ENSMUSG00000070617	OG_00001	HQ_SNG_009249	Pramel23	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	25
ENSMUSG00000070618	OG_00001	HQ_SNG_009250	Pramel20	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	26
ENSMUSG00000070677	OG_00001	HQ_SNG_009253	Pramel48	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	27
ENSMUSG00000070686	OG_00001	HQ_SNG_009254	Pramel34	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	29	28
ENSMUSG00000072821	OG_00001	HQ_SNG_009352	Gm6351	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	29
ENSMUSG00000073723	OG_00001	HQ_SNG_009411	Gm13102	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	30
ENSMUSG00000073724	OG_00001	HQ_SNG_009412	Pramel4	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	31
ENSMUSG00000074011	OG_00001	HQ_SNG_009427	Pramel41	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	32
ENSMUSG00000078509	OG_00001	HQ_17534	Pramel14	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	33
ENSMUSG00000078510	OG_00001	HQ_SNG_009732	Pramel28	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	34
ENSMUSG00000078511	OG_00001	HQ_SNG_009733	Pramel16	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	35
ENSMUSG00000078512	OG_00001	HQ_SNG_009734	Pramel11	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	36
ENSMUSG00000078513	OG_00001	HQ_SNG_009735	Pramel22	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	37
ENSMUSG00000079423	OG_00001	HQ_SNG_009903	Gm3286	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	38
ENSMUSG00000079424	OG_00001	HQ_SNG_009904	Pramel47	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	39
ENSMUSG00000092166	OG_00001	HQ_SNG_010257	Pramel45	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	40
ENSMUSG00000094172	OG_00001	HQ_SNG_010386	ENSMUSG00000094172	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	41
ENSMUSG00000094195	OG_00001	HQ_SNG_010391	Pramel44	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	42
ENSMUSG00000094383	OG_00001	HQ_SNG_010436	ENSMUSG00000094383	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	43
ENSMUSG00000094474	OG_00001	HQ_SNG_010454	ENSMUSG00000094474	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	44
ENSMUSG00000094722	OG_00001	HQ_SNG_010513	ENSMUSG00000094722	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	45
ENSMUSG00000094791	OG_00001	HQ_SNG_010532	ENSMUSG00000094791	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	46
ENSMUSG00000094836	OG_00001	HQ_SNG_010546	ENSMUSG00000094836	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	47
ENSMUSG00000094887	OG_00001	HQ_SNG_010559	ENSMUSG00000094887	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	48
ENSMUSG00000095074	OG_00001	HQ_SNG_010610	Pramel42	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	49
ENSMUSG00000095076	OG_00001	HQ_SNG_010612	ENSMUSG00000095076	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	50
ENSMUSG00000095409	OG_00001	HQ_SNG_010681	Gm13043	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	51
ENSMUSG00000095718	OG_00001	HQ_SNG_010769	Pramel40	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	52
ENSMUSG00000095954	OG_00001	HQ_SNG_010828	Gm3183	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	53
ENSMUSG00000095996	OG_00001	HQ_SNG_010839	Gm16513	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	54
ENSMUSG00000096154	OG_00001	HQ_SNG_010868	Gm13057	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	25	55
ENSMUSG00000096259	OG_00001	HQ_SNG_010884	Pramel38	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	56
ENSMUSG00000096550	OG_00001	HQ_SNG_010943	Gm16367	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	57
ENSMUSG00000096756	OG_00001	HQ_SNG_011001	ENSMUSG00000096756	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	30	58
ENSMUSG00000107392	OG_00001	HQ_SNG_011260	Pramel35	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	29	59
ENSMUSG00000046862	OG_00001	HQ_18987	Pramel12	MOUSE	5	multi_copy	1to1	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	26	60
ENSMUSG00000078508	OG_00001	HQ_17534	Pramel30	MOUSE	5	multi_copy	multi_copy	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	27	61
ENSMUSG00000078625	OG_00001	HQ_SNG_009748	Gm12789	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	29	62
ENSMUSG00000078626	OG_00001	HQ_SNG_009749	Gm12790	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	29	63
ENSMUSG00000091585	OG_00001	HQ_SNG_010187	ENSMUSG00000091585	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	30	64
ENSMUSG00000094303	OG_00001	HQ_SNG_010415	ENSMUSG00000094303	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	30	65
ENSMUSG00000095505	OG_00001	HQ_SNG_010703	AA792892	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	26	66
ENSMUSG00000095666	OG_00001	HQ_SNG_010754	ENSMUSG00000095666	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	26	67
ENSMUSG00000096276	OG_00001	HQ_SNG_010887	Gm2042	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	25	68
ENSMUSG00000096680	OG_00001	HQ_SNG_010977	ENSMUSG00000096680	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.25	0.0	26	69
ENSMUSG00000035201	OG_00001	HQ_SNG_008242	Pramel17	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	29	70
ENSMUSG00000037028	OG_00001	HQ_SNG_008272	Pramel18	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	29	71
ENSMUSG00000038330	OG_00001	HQ_SNG_008293	Pramel32	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	25	72
ENSMUSG00000046133	OG_00001	HQ_SNG_008464	C130073F10Rik	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	29	73
ENSMUSG00000066027	OG_00001	HQ_SNG_009043	Pramel51	MOUSE	5	multi_copy	singleton	ENSRNOG00000064574	HQ_SNG_014976	ENSRNOG00000064574	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.2	0.0	25	74
