ensembl_id_HUMAN	ens_orthogroup_id	ens_hqorthogroup_id_HUMAN	gene_symbol_HUMAN	species_code_HUMAN	n_species_HUMAN	ens_orthogroup_status_HUMAN	ens_hqorthogroup_status_HUMAN	ensembl_id_RATNO	ens_hqorthogroup_id_RATNO	gene_symbol_RATNO	species_code_RATNO	n_species_RATNO	ens_orthogroup_status_RATNO	ens_hqorthogroup_status_RATNO	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_HUMAN	ortholog_rank_RATNO
ENSG00000188624	OG_13800	HQ_18176	IGFL3	HUMAN	4	multi_copy	1to1	ENSRNOG00000032940	HQ_SNG_012932	AC093995.2	RATNO	4	multi_copy	singleton	40.0	36.2319	50.0	0.0	0.0	0.1	0.0	1	1
ENSG00000204866	OG_13800	HQ_SNG_000520	IGFL2	HUMAN	4	multi_copy	singleton	ENSRNOG00000032940	HQ_SNG_012932	AC093995.2	RATNO	4	multi_copy	singleton	36.9748	31.8841	0.0	0.0	0.0	0.125	0.0	1	2
ENSG00000180660	OG_12942	HQ_11178	MAB21L1	HUMAN	5	1to1	1to1	ENSRNOG00000032941	HQ_11178	Mab21l1	RATNO	5	1to1	1to1	100.0	100.0	75.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000204386	OG_14471	HQ_12613	NEU1	HUMAN	5	1to1	1to1	ENSRNOG00000032942	HQ_12613	Neu1	RATNO	5	1to1	1to1	81.6867	82.8851	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSG00000186862	OG_13621	HQ_15477	PDZD7	HUMAN	5	1to1	1to1	ENSRNOG00000032946	HQ_15477	Pdzd7	RATNO	5	1to1	1to1	82.9622	83.1232	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000105397	OG_04569	HQ_03015	TYK2	HUMAN	5	1to1	1to1	ENSRNOG00000032948	HQ_03015	Tyk2	RATNO	5	1to1	1to1	79.6125	79.6796	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000167476	OG_16300	HQ_14850	JSRP1	HUMAN	4	1to1	1to1	ENSRNOG00000032951	HQ_14850	Jsrp1	RATNO	4	1to1	1to1	53.4743	51.0086	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSG00000196344	OG_13943	HQ_12118	ADH7	HUMAN	5	1to1	1to1	ENSRNOG00000032959	HQ_12118	Adh7	RATNO	5	1to1	1to1	86.8984	77.0142	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000147138	OG_08984	HQ_07386	GPR174	HUMAN	5	1to1	1to1	ENSRNOG00000032970	HQ_07386	Gpr174	RATNO	5	1to1	1to1	87.988	87.4627	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000123496	OG_06361	HQ_04805	IL13RA2	HUMAN	5	1to1	1to1	ENSRNOG00000032973	HQ_04805	Il13ra2	RATNO	5	1to1	1to1	55.2632	54.5455	100.0	61.0	1.0	0.18181818181818182	0.18181818181818182	1	1
ENSG00000125872	OG_06602	HQ_13985	LRRN4	HUMAN	5	1to1	1to1	ENSRNOG00000032989	HQ_13985	Lrrn4	RATNO	5	1to1	1to1	60.9459	61.3605	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSG00000188282	OG_13766	HQ_11949	RUFY4	HUMAN	5	1to1	1to1	ENSRNOG00000032991	HQ_11949	Rufy4	RATNO	5	1to1	1to1	61.8214	62.6998	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000142661	OG_08479	HQ_06883	MYOM3	HUMAN	5	1to1	1to1	ENSRNOG00000032994	HQ_06883	Myom3	RATNO	5	1to1	1to1	83.3681	83.3102	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSG00000204480	OG_00001	HQ_17017	PRAMEF19	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	33.8205	32.4	50.0	0.0	0.0	1.0	0.16666666666666666	2	1
ENSG00000204481	OG_00001	HQ_13912	PRAMEF14	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	34.1772	32.4	50.0	0.0	0.0	1.0	0.16666666666666666	2	2
ENSG00000182330	OG_00001	HQ_00007	PRAMEF8	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	36.7089	34.8	50.0	0.0	0.0	0.3333333333333333	0.0	8	3
ENSG00000279804	OG_00001	HQ_17017	PRAMEF18	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	34.0292	32.6	50.0	0.0	0.0	0.25	0.0	8	4
ENSG00000279169	OG_00001	HQ_13912	PRAMEF13	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	33.7553	32.0	50.0	0.0	0.0	0.25	0.0	8	5
ENSG00000239810	OG_00001	HQ_00007	PRAMEF11	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	35.1464	33.6	50.0	0.0	0.0	0.16666666666666666	0.0	8	6
ENSG00000204478	OG_00001	HQ_00007	PRAMEF20	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	35.5789	33.8	0.0	0.0	0.0	1.0	0.16666666666666666	5	7
ENSG00000204479	OG_00001	HQ_18270	PRAMEF17	HUMAN	5	multi_copy	1to1	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	35.2321	33.4	0.0	0.0	0.0	1.0	0.16666666666666666	5	8
ENSG00000204501	OG_00001	HQ_00007	PRAMEF15	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	35.9833	34.4	0.0	0.0	0.0	0.6666666666666666	0.08333333333333333	5	9
ENSG00000237700	OG_00001	HQ_16912	PRAMEF33	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	33.9662	32.2	0.0	0.0	0.0	0.3333333333333333	0.0	27	10
ENSG00000204510	OG_00001	HQ_00007	PRAMEF7	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	36.7089	34.8	0.0	0.0	0.0	0.25	0.0	25	11
ENSG00000204505	OG_00001	HQ_00007	PRAMEF9	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	36.1925	34.6	0.0	0.0	0.0	0.25	0.0	27	12
ENSG00000232423	OG_00001	HQ_00007	PRAMEF6	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	36.3445	34.6	0.0	0.0	0.0	0.25	0.0	26	13
ENSG00000270601	OG_00001	HQ_00007	PRAMEF5	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	36.3445	34.6	0.0	0.0	0.0	0.25	0.0	28	14
ENSG00000274764	OG_00001	HQ_00007	PRAMEF27	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	36.1925	34.6	0.0	0.0	0.0	0.25	0.0	25	15
ENSG00000229571	OG_00001	HQ_00007	PRAMEF25	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	35.7741	34.2	0.0	0.0	0.0	0.25	0.0	26	16
ENSG00000243073	OG_00001	HQ_00007	PRAMEF4	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	35.7741	34.2	0.0	0.0	0.0	0.25	0.0	26	17
ENSG00000280267	OG_00001	HQ_00007	PRAMEF26	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	35.7741	34.2	0.0	0.0	0.0	0.25	0.0	26	18
ENSG00000187545	OG_00001	HQ_16912	PRAMEF10	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	34.3882	32.6	0.0	0.0	0.0	0.25	0.0	25	19
ENSG00000120952	OG_00001	HQ_13912	PRAMEF2	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	33.7553	32.0	0.0	0.0	0.0	0.2	0.0	27	20
ENSG00000116721	OG_00001	HQ_SNG_000044	PRAMEF1	HUMAN	5	multi_copy	singleton	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	34.1772	32.4	0.0	0.0	0.0	0.14285714285714285	0.0	27	21
ENSG00000116726	OG_00001	HQ_00007	PRAMEF12	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033000	HQ_SNG_012936	Oog1	RATNO	5	multi_copy	singleton	37.2671	36.0	0.0	0.0	0.0	0.125	0.0	27	22
ENSG00000197437	OG_14107	HQ_12268	OR13G1	HUMAN	5	1to1	1to1	ENSRNOG00000033009	HQ_12268	Olr12	RATNO	5	1to1	1to1	85.6678	85.6678	50.0	0.0	0.0	0.3	0.25	1	1
ENSG00000160349	OG_01671	HQ_17865	LCN1	HUMAN	4	multi_copy	1to1	ENSRNOG00000033020	HQ_SNG_012938	Lcn1	RATNO	4	multi_copy	singleton	59.6591	59.322	25.0	0.0	0.0	0.2	0.0	1	1
ENSG00000183695	OG_00048	HQ_00053	MRGPRX2	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033021	HQ_SNG_012939	Mrgprb4	RATNO	5	multi_copy	singleton	50.303	46.6292	50.0	0.0	0.0	0.2857142857142857	0.15384615384615385	5	1
ENSG00000170255	OG_00048	HQ_00053	MRGPRX1	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033021	HQ_SNG_012939	Mrgprb4	RATNO	5	multi_copy	singleton	49.0683	44.382	50.0	0.0	0.0	0.2857142857142857	0.15384615384615385	5	2
ENSG00000179817	OG_00048	HQ_18045	MRGPRX4	HUMAN	5	multi_copy	1to1	ENSRNOG00000033021	HQ_SNG_012939	Mrgprb4	RATNO	5	multi_copy	singleton	46.8944	42.4157	0.0	0.0	0.0	0.1111111111111111	0.0625	8	3
ENSG00000179826	OG_00048	HQ_00053	MRGPRX3	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033021	HQ_SNG_012939	Mrgprb4	RATNO	5	multi_copy	singleton	45.0311	40.7303	0.0	0.0	0.0	0.1111111111111111	0.0625	8	4
ENSG00000163673	OG_10588	HQ_08913	DCLK3	HUMAN	5	1to1	1to1	ENSRNOG00000033026	HQ_08913	Dclk3	RATNO	5	1to1	1to1	75.3978	76.3321	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000148303	OG_00198	HQ_14446	RPL7A	HUMAN	5	multi_copy	1to1	ENSRNOG00000033030	HQ_SNG_012943	AABR07072440.1	RATNO	5	multi_copy	singleton	92.8571	95.3668	0.0	0.0	0.0	0.09090909090909091	0.0	5	1
ENSG00000163393	OG_10506	HQ_08833	SLC22A15	HUMAN	5	1to1	1to1	ENSRNOG00000033051	HQ_08833	Slc22a15	RATNO	5	1to1	1to1	95.2468	95.073	100.0	34.66	1.0	0.8333333333333334	0.8333333333333334	1	1
ENSG00000111640	OG_00244	HQ_03662	GAPDH	HUMAN	5	multi_copy	1to1	ENSRNOG00000033057	HQ_SNG_012944	AABR07025010.1	RATNO	5	multi_copy	singleton	70.1493	90.0383	0.0	0.0	0.0	0.2	0.0	2	1
ENSG00000139629	OG_08160	HQ_06571	GALNT6	HUMAN	5	1to1	1to1	ENSRNOG00000033059	HQ_06571	Galnt6	RATNO	5	1to1	1to1	87.9421	87.9421	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000164176	OG_10725	HQ_09049	EDIL3	HUMAN	5	1to1	1to1	ENSRNOG00000033064	HQ_09049	Edil3	RATNO	5	1to1	1to1	96.0417	96.2422	100.0	94.99	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000113522	OG_15621	HQ_13804	RAD50	HUMAN	4	1to1	1to1	ENSRNOG00000033065	HQ_13804	Rad50	RATNO	4	1to1	1to1	92.3018	92.3018	100.0	0.0	1.0	0.5	0.3333333333333333	1	1
ENSG00000185875	OG_13515	HQ_11718	THNSL1	HUMAN	5	1to1	1to1	ENSRNOG00000033076	HQ_11718	Thnsl1	RATNO	5	1to1	1to1	81.965	81.745	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000107736	OG_01294	HQ_13725	CDH23	HUMAN	5	multi_copy	1to1	ENSRNOG00000033087	HQ_13725	Cdh23	RATNO	5	multi_copy	1to1	94.514	94.5704	100.0	56.65	1.0	0.375	0.375	1	1
ENSG00000049323	OG_02681	HQ_01121	LTBP1	HUMAN	5	1to1	1to1	ENSRNOG00000033090	HQ_01121	Ltbp1	RATNO	5	1to1	1to1	89.5991	90.0175	100.0	33.33	1.0	0.4	0.4	1	1
ENSG00000187323	OG_13676	HQ_11867	DCC	HUMAN	5	1to1	1to1	ENSRNOG00000033099	HQ_11867	Dcc	RATNO	5	1to1	1to1	94.7478	94.5517	100.0	26.92	1.0	0.25	0.25	1	1
ENSG00000167996	OG_00658	HQ_16634	FTH1	HUMAN	5	multi_copy	1to1	ENSRNOG00000033100	HQ_SNG_012947	AABR07054189.1	RATNO	5	multi_copy	singleton	93.4426	93.956	0.0	0.0	0.0	0.1111111111111111	0.0	2	1
ENSG00000196535	OG_13983	HQ_12153	MYO18A	HUMAN	5	1to1	1to1	ENSRNOG00000033101	HQ_12153	Myo18a	RATNO	5	1to1	1to1	81.9864	68.4553	75.0	16.81	1.0	0.14285714285714285	0.14285714285714285	1	1
ENSG00000256590	OG_15037	HQ_17201	TRDV3	HUMAN	5	1to1	1to1	ENSRNOG00000033109	HQ_SNG_012948	AC097037.1	RATNO	5	1to1	singleton	61.9469	48.2759	100.0	0.0	0.0	0.10526315789473684	0.05	1	1
ENSG00000165124	OG_10910	HQ_09231	SVEP1	HUMAN	5	1to1	1to1	ENSRNOG00000033110	HQ_09231	Svep1	RATNO	5	1to1	1to1	81.9938	79.0283	100.0	27.22	1.0	0.5	0.3333333333333333	1	1
ENSG00000101333	OG_04123	HQ_02575	PLCB4	HUMAN	5	1to1	1to1	ENSRNOG00000033119	HQ_02575	Plcb4	RATNO	5	1to1	1to1	97.927	97.927	100.0	86.81	1.0	0.75	0.75	1	1
ENSG00000120327	OG_15680	HQ_13906	PCDHB14	HUMAN	4	1to1	1to1	ENSRNOG00000033123	HQ_13906	Pcdhb20	RATNO	4	1to1	1to1	78.0702	77.9725	100.0	0.0	1.0	0.4166666666666667	0.4166666666666667	1	1
ENSG00000159593	OG_16145	HQ_14601	NAE1	HUMAN	4	1to1	1to1	ENSRNOG00000033133	HQ_14601	Nae1	RATNO	4	1to1	1to1	96.8165	96.8165	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000081189	OG_03395	HQ_01833	MEF2C	HUMAN	5	1to1	1to1	ENSRNOG00000033134	HQ_01833	Mef2c	RATNO	5	1to1	1to1	94.2918	92.3395	100.0	100.0	1.0	0.16666666666666666	0.16666666666666666	1	1
ENSG00000204642	OG_00096	HQ_17028	HLA-F	HUMAN	4	multi_copy	1to1	ENSRNOG00000033136	HQ_SNG_012950	RT1-M5	RATNO	4	multi_copy	singleton	45.0226	55.7423	0.0	0.0	0.0	0.16666666666666666	0.0	10	1
ENSG00000178404	OG_16539	HQ_18028	CEP295NL	HUMAN	4	1to1	1to1	ENSRNOG00000033143	HQ_SNG_012952	Cep295nl	RATNO	4	1to1	singleton	35.1047	35.0482	75.0	0.0	0.0	0.4	0.16666666666666666	1	1
ENSG00000105372	OG_00322	HQ_16267	RPS19	HUMAN	5	multi_copy	1to1	ENSRNOG00000033146	HQ_SNG_012953	ENSRNOG00000033146	RATNO	5	multi_copy	singleton	97.931	97.931	0.0	0.0	0.0	0.08333333333333333	0.0	4	1
ENSG00000175793	OG_01854	HQ_10753	SFN	HUMAN	5	multi_copy	1to1	ENSRNOG00000033153	HQ_10753	Sfn	RATNO	5	multi_copy	1to1	97.5806	97.5806	100.0	0.0	1.0	0.625	0.625	1	1
ENSG00000134216	OG_00249	HQ_00129	CHIA	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033162	HQ_19235	Chia	RATNO	5	multi_copy	1to1	80.6723	75.2941	0.0	0.0	0.0	0.4	0.2222222222222222	4	1
ENSG00000113742	OG_05455	HQ_03905	CPEB4	HUMAN	5	1to1	1to1	ENSRNOG00000033169	HQ_03905	Cpeb4	RATNO	5	1to1	1to1	98.9026	98.9026	100.0	71.6	1.0	0.42857142857142855	0.25	1	1
ENSG00000180043	OG_12884	HQ_16810	GARIN5B	HUMAN	5	1to1	1to1	ENSRNOG00000033173	HQ_SNG_012959	Fam71e2	RATNO	5	1to1	singleton	38.3948	41.452	100.0	0.0	0.0	0.42857142857142855	0.25	1	1
ENSG00000145623	OG_08832	HQ_07238	OSMR	HUMAN	5	1to1	1to1	ENSRNOG00000033192	HQ_07238	Osmr	RATNO	5	1to1	1to1	55.9755	56.9647	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000148584	OG_09108	HQ_07504	A1CF	HUMAN	5	1to1	1to1	ENSRNOG00000033195	HQ_07504	A1cf	RATNO	5	1to1	1to1	92.8328	91.5825	50.0	24.59	0.0	0.4	0.4	1	1
ENSG00000163013	OG_10446	HQ_08771	FBXO41	HUMAN	5	1to1	1to1	ENSRNOG00000033202	HQ_08771	Fbxo41	RATNO	5	1to1	1to1	97.1429	97.3654	100.0	0.0	1.0	0.8	0.5	1	1
ENSG00000187097	OG_13653	HQ_11845	ENTPD5	HUMAN	5	1to1	1to1	ENSRNOG00000033206	HQ_11845	Entpd5	RATNO	5	1to1	1to1	85.9813	79.3103	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000149564	OG_09199	HQ_07597	ESAM	HUMAN	5	1to1	1to1	ENSRNOG00000033217	HQ_07597	Esam	RATNO	5	1to1	1to1	71.7949	71.066	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSG00000089127	OG_00144	HQ_00184	OAS1	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033220	HQ_SNG_012964	Oas1k	RATNO	5	multi_copy	singleton	56.75	59.8945	0.0	0.0	0.0	1.0	0.2857142857142857	4	1
ENSG00000162244	OG_00060	HQ_08635	RPL29	HUMAN	5	multi_copy	1to1	ENSRNOG00000033224	HQ_SNG_012965	AABR07043813.1	RATNO	5	multi_copy	singleton	78.6164	80.1282	0.0	0.0	0.0	0.125	0.0	8	1
ENSG00000255529	OG_15027	HQ_17196	POLR2M	HUMAN	4	multi_copy	1to1	ENSRNOG00000033226	HQ_SNG_012966	AABR07043557.1	RATNO	4	multi_copy	singleton	39.4022	72.8643	0.0	0.0	0.0	0.1111111111111111	0.0	2	1
ENSG00000121797	OG_06205	HQ_16342	CCRL2	HUMAN	5	1to1	1to1	ENSRNOG00000033234	HQ_SNG_012968	Ccrl2	RATNO	5	1to1	singleton	52.0349	42.3168	50.0	0.0	0.0	0.4	0.16666666666666666	1	1
ENSG00000104856	OG_04487	HQ_02943	RELB	HUMAN	5	1to1	1to1	ENSRNOG00000033235	HQ_02943	Relb	RATNO	5	1to1	1to1	85.1468	88.1932	100.0	0.0	1.0	0.375	0.375	1	1
ENSG00000214212	OG_14712	HQ_12835	C19orf38	HUMAN	5	1to1	1to1	ENSRNOG00000033256	HQ_12835	AB124611	RATNO	5	1to1	1to1	66.9565	65.2542	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000168309	OG_16319	HQ_14885	FAM107A	HUMAN	4	1to1	1to1	ENSRNOG00000033261	HQ_14885	Fam107a	RATNO	4	1to1	1to1	91.6667	76.7442	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000115255	OG_17509	HQ_16308	REEP6	HUMAN	3	1to1	1to1	ENSRNOG00000033262	HQ_16308	Reep6	RATNO	3	1to1	1to1	79.8913	69.6682	100.0	0.0	1.0	0.5	0.5	1	1
ENSG00000156482	OG_00486	HQ_16528	RPL30	HUMAN	5	multi_copy	1to1	ENSRNOG00000033265	HQ_SNG_012969	AABR07001408.1	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.1111111111111111	0.0	3	1
ENSG00000166441	OG_00256	HQ_14821	RPL27A	HUMAN	5	multi_copy	1to1	ENSRNOG00000033274	HQ_SNG_012972	AC113910.1	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.125	0.0	2	1
ENSG00000145730	OG_08847	HQ_07252	PAM	HUMAN	5	1to1	1to1	ENSRNOG00000033280	HQ_07252	Pam	RATNO	5	1to1	1to1	89.9281	89.3769	100.0	97.94	1.0	1.0	1.0	1	1
ENSG00000228253	OG_14834	HQ_18394	MT-ATP8	HUMAN	5	1to1	1to1	ENSRNOG00000033299	HQ_17475	Mt-atp8	RATNO	5	1to1	1to1	47.0588	47.7612	100.0	0.0	0.0	0.8333333333333334	0.6923076923076923	1	1
ENSG00000184481	OG_13337	HQ_11555	FOXO4	HUMAN	5	1to1	1to1	ENSRNOG00000033316	HQ_11555	Foxo4	RATNO	5	1to1	1to1	88.1188	88.1188	100.0	0.0	1.0	0.5	0.2857142857142857	1	1
ENSG00000064490	OG_02865	HQ_01298	RFXANK	HUMAN	5	1to1	1to1	ENSRNOG00000033318	HQ_01298	Rfxank	RATNO	5	1to1	1to1	86.9231	84.0149	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000164104	OG_00490	HQ_09019	HMGB2	HUMAN	5	multi_copy	1to1	ENSRNOG00000033321	HQ_SNG_012973	Hmgb2l1	RATNO	5	multi_copy	singleton	98.5646	98.0952	0.0	0.0	0.0	0.09090909090909091	0.0	3	1
ENSG00000180592	OG_12937	HQ_11172	SKIDA1	HUMAN	5	1to1	1to1	ENSRNOG00000033330	HQ_11172	Skida1	RATNO	5	1to1	1to1	84.4714	92.6329	100.0	0.0	1.0	0.6	0.6	1	1
ENSG00000102384	OG_04245	HQ_02695	CENPI	HUMAN	5	1to1	1to1	ENSRNOG00000033335	HQ_02695	Cenpi	RATNO	5	1to1	1to1	72.4868	73.557	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSG00000133561	OG_07320	HQ_16413	GIMAP6	HUMAN	5	1to1	1to1	ENSRNOG00000033338	HQ_19005	Gimap6	RATNO	5	1to1	1to1	50.6849	48.6842	75.0	0.0	0.0	0.375	0.2222222222222222	1	1
ENSG00000178226	OG_12721	HQ_10980	PRSS36	HUMAN	5	1to1	1to1	ENSRNOG00000033343	HQ_10980	Prss36	RATNO	5	1to1	1to1	79.6491	79.186	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSG00000034713	OG_00452	HQ_13378	GABARAPL2	HUMAN	5	multi_copy	1to1	ENSRNOG00000033345	HQ_SNG_012975	AABR07072668.1	RATNO	5	multi_copy	singleton	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	3	1
ENSG00000159592	OG_00916	HQ_08430	GPBP1L1	HUMAN	5	multi_copy	1to1	ENSRNOG00000033346	HQ_SNG_012976	ENSRNOG00000033346	RATNO	5	multi_copy	singleton	89.2405	89.0526	0.0	0.0	0.0	0.1111111111111111	0.0	2	1
ENSG00000137857	OG_07926	HQ_06338	DUOX1	HUMAN	5	1to1	1to1	ENSRNOG00000033348	HQ_06338	Duox1	RATNO	5	1to1	1to1	90.0064	90.0064	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSG00000176239	OG_12524	HQ_16759	OR51B6	HUMAN	3	multi_copy	1to1	ENSRNOG00000033350	HQ_19541	Olr119	RATNO	3	multi_copy	1to1	80.4487	79.1798	0.0	0.0	0.0	0.07142857142857142	0.0	2	1
ENSG00000188868	OG_00015	HQ_SNG_000396	ZNF563	HUMAN	5	multi_copy	singleton	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	5	1
ENSG00000197857	OG_00015	HQ_18229	ZNF44	HUMAN	5	multi_copy	1to1	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	5	2
ENSG00000197647	OG_00015	HQ_18223	ZNF433	HUMAN	5	multi_copy	1to1	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	32.3881	40.9434	0.0	0.0	0.0	0.25	0.0	3	3
ENSG00000197044	OG_00015	HQ_SNG_000440	ZNF441	HUMAN	5	multi_copy	singleton	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.25	0.0	4	4
ENSG00000198342	OG_00015	HQ_SNG_000476	ZNF442	HUMAN	5	multi_copy	singleton	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.25	0.0	5	5
ENSG00000196757	OG_00015	HQ_18209	ZNF700	HUMAN	5	multi_copy	1to1	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	30.7278	43.0189	0.0	0.0	0.0	0.2	0.0	3	6
ENSG00000181896	OG_00015	HQ_18068	ZNF101	HUMAN	5	multi_copy	1to1	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	4	7
ENSG00000197933	OG_00015	HQ_18234	ZNF823	HUMAN	5	multi_copy	1to1	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	5	8
ENSG00000257446	OG_00015	HQ_18481	ZNF878	HUMAN	5	multi_copy	1to1	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.2	0.0	8	9
ENSG00000196466	OG_00015	HQ_16820	ZNF799	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	5	10
ENSG00000223547	OG_00015	HQ_SNG_000775	ZNF844	HUMAN	5	multi_copy	singleton	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.16666666666666666	0.0	4	11
ENSG00000180855	OG_00015	HQ_16820	ZNF443	HUMAN	5	multi_copy	multi_copy	ENSRNOG00000033351	HQ_19114	Zfp869	RATNO	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.14285714285714285	0.0	5	12
ENSG00000139540	OG_08149	HQ_06560	SLC39A5	HUMAN	5	1to1	1to1	ENSRNOG00000033361	HQ_06560	Slc39a5	RATNO	5	1to1	1to1	82.5926	83.6773	100.0	0.0	1.0	0.5	0.5	1	1
