ensembl_id_MOUSE	ens_orthogroup_id	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ensembl_id_PIGXX	ens_hqorthogroup_id_PIGXX	gene_symbol_PIGXX	species_code_PIGXX	n_species_PIGXX	ens_orthogroup_status_PIGXX	ens_hqorthogroup_status_PIGXX	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MOUSE	ortholog_rank_PIGXX
ENSMUSG00000040481	OG_11975	HQ_10261	Bptf	MOUSE	5	1to1	1to1	ENSSSCG00000033528	HQ_10261	BPTF	PIGXX	5	1to1	1to1	72.2003	74.9914	100.0	98.86	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000030433	OG_13688	HQ_11879	Sbk2	MOUSE	5	1to1	1to1	ENSSSCG00000033532	HQ_11879	SBK2	PIGXX	5	1to1	1to1	77.3481	80.4598	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000096546	OG_17177	HQ_SNG_010942	Smlr1	MOUSE	4	1to1	singleton	ENSSSCG00000033538	HQ_17197	SMLR1	PIGXX	4	1to1	1to1	66.6667	44.4444	100.0	0.0	0.0	0.6	0.3333333333333333	1	1
ENSMUSG00000012123	OG_12507	HQ_10778	Crybg2	MOUSE	5	1to1	1to1	ENSSSCG00000033539	HQ_10778	CRYBG2	PIGXX	5	1to1	1to1	65.8082	65.9166	100.0	0.17	1.0	0.42857142857142855	0.25	1	1
ENSMUSG00000050708	OG_00121	HQ_13504	Ftl1	MOUSE	4	multi_copy	1to1	ENSSSCG00000033540	HQ_SNG_018327		PIGXX	4	multi_copy	singleton	50.2732	59.7403	0.0	0.0	0.0	0.14285714285714285	0.0	2	1
ENSMUSG00000062382	OG_00121	HQ_SNG_008960	Ftl1-ps1	MOUSE	4	multi_copy	singleton	ENSSSCG00000033540	HQ_SNG_018327		PIGXX	4	multi_copy	singleton	50.2732	59.7403	0.0	0.0	0.0	0.1	0.0	2	2
ENSMUSG00000048142	OG_13509	HQ_15443	Nat8l	MOUSE	5	1to1	1to1	ENSSSCG00000033541	HQ_15443	NAT8L	PIGXX	5	1to1	1to1	92.9766	92.053	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000049107	OG_13485	HQ_11695	Ntf3	MOUSE	5	1to1	1to1	ENSSSCG00000033544	HQ_11695	NTF3	PIGXX	5	1to1	1to1	90.7749	88.8087	100.0	93.8	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000012126	OG_09918	HQ_08293	Ubxn11	MOUSE	5	1to1	1to1	ENSSSCG00000033546	HQ_08293	UBXN11	PIGXX	5	1to1	1to1	62.3967	76.2626	100.0	100.0	1.0	0.8	0.5	1	1
ENSMUSG00000045794	OG_11981	HQ_14992	Lkaaear1	MOUSE	5	1to1	1to1	ENSSSCG00000033548	HQ_14992	LKAAEAR1	PIGXX	5	1to1	1to1	58.0808	59.5855	100.0	100.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000019146	OG_11232	HQ_09551	Cacng2	MOUSE	5	1to1	1to1	ENSSSCG00000033551	HQ_09551	CACNG2	PIGXX	5	1to1	1to1	98.452	98.452	100.0	0.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMUSG00000007653	OG_08867	HQ_07270	Gabrb2	MOUSE	5	1to1	1to1	ENSSSCG00000033558	HQ_07270	GABRB2	PIGXX	5	1to1	1to1	96.6797	95.9302	100.0	89.22	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000073602	OG_00216	HQ_00039	Serpinb3b	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033560	HQ_00039		PIGXX	5	multi_copy	multi_copy	54.0052	53.866	100.0	0.0	1.0	0.75	0.6	1	1
ENSMUSG00000073601	OG_00216	HQ_00039	Serpinb3c	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033560	HQ_00039		PIGXX	5	multi_copy	multi_copy	52.8497	52.5773	100.0	0.0	1.0	0.75	0.6	1	2
ENSMUSG00000044594	OG_00216	HQ_00039	Serpinb3a	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033560	HQ_00039		PIGXX	5	multi_copy	multi_copy	55.5556	55.4124	100.0	0.0	1.0	0.4	0.3333333333333333	2	3
ENSMUSG00000058017	OG_00216	HQ_00039	Serpinb3d	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033560	HQ_00039		PIGXX	5	multi_copy	multi_copy	53.23	53.0928	100.0	0.0	1.0	0.4	0.3333333333333333	2	4
ENSMUSG00000039810	OG_07572	HQ_05983	Zc3h10	MOUSE	5	1to1	1to1	ENSSSCG00000033568	HQ_05983	ZC3H10	PIGXX	5	1to1	1to1	97.0115	97.0115	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000006567	OG_06331	HQ_04777	Atp7b	MOUSE	5	1to1	1to1	ENSSSCG00000033570	HQ_04777	ATP7B	PIGXX	5	1to1	1to1	55.13	78.1008	75.0	22.13	1.0	0.5	0.3333333333333333	1	1
ENSMUSG00000017733	OG_04151	HQ_02601	Eppin	MOUSE	5	1to1	1to1	ENSSSCG00000033572	HQ_02601	EPPIN	PIGXX	5	1to1	1to1	58.9552	58.9552	100.0	0.0	1.0	0.5	0.06666666666666667	1	1
ENSMUSG00000020014	OG_13798	HQ_11982	Cfap54	MOUSE	5	1to1	1to1	ENSSSCG00000033574	HQ_11982	CFAP54	PIGXX	5	1to1	1to1	67.3605	70.3094	100.0	50.37	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000038622	OG_10838	HQ_09159	Med30	MOUSE	5	1to1	1to1	ENSSSCG00000033577	HQ_09159	MED30	PIGXX	5	1to1	1to1	95.5056	95.5056	100.0	0.0	1.0	0.7777777777777778	0.7777777777777778	1	1
ENSMUSG00000021719	OG_13582	HQ_11783	Rgs7bp	MOUSE	5	1to1	1to1	ENSSSCG00000033581	HQ_11783	RGS7BP	PIGXX	5	1to1	1to1	94.5525	94.5525	100.0	92.24	1.0	0.5	0.5	1	1
ENSMUSG00000038255	OG_11960	HQ_14987	Neurod2	MOUSE	5	1to1	1to1	ENSSSCG00000033583	HQ_14987	NEUROD2	PIGXX	5	1to1	1to1	96.8668	97.1204	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000026544	OG_09981	HQ_08354	Dusp23	MOUSE	5	1to1	1to1	ENSSSCG00000033585	HQ_08354	DUSP23	PIGXX	5	1to1	1to1	95.3333	95.3333	100.0	0.0	1.0	0.2727272727272727	0.2727272727272727	1	1
ENSMUSG00000017734	OG_17138	HQ_17169	Dbndd2	MOUSE	4	1to1	1to1	ENSSSCG00000033586	HQ_17169	DBNDD2	PIGXX	4	1to1	1to1	81.6456	80.625	100.0	100.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000067525	OG_02137	HQ_17482	Or4z4	MOUSE	3	multi_copy	1to1	ENSSSCG00000033589	HQ_SNG_018330		PIGXX	3	multi_copy	singleton	78.7781	79.5455	25.0	0.0	0.0	0.16666666666666666	0.0	3	1
ENSMUSG00000034923	OG_14480	HQ_15731	Ly6g6f	MOUSE	5	1to1	1to1	ENSSSCG00000033590	HQ_15731	LY6G6F	PIGXX	5	1to1	1to1	64.0	64.2141	100.0	0.0	1.0	0.75	0.75	1	1
ENSMUSG00000056608	OG_12627	HQ_10889	Chd9	MOUSE	5	1to1	1to1	ENSSSCG00000033591	HQ_10889	CHD9	PIGXX	5	1to1	1to1	90.6066	90.6694	100.0	67.86	1.0	0.375	0.375	1	1
ENSMUSG00000050106	OG_11408	HQ_09718	Tmc8	MOUSE	5	1to1	1to1	ENSSSCG00000033592	HQ_09718	TMC8	PIGXX	5	1to1	1to1	76.0719	78.6838	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000033031	OG_10537	HQ_08860	Cip2a	MOUSE	5	1to1	1to1	ENSSSCG00000033593	HQ_08860	CIP2A	PIGXX	5	1to1	1to1	87.3208	87.2247	100.0	83.15	1.0	0.5	0.4444444444444444	1	1
ENSMUSG00000044678	OG_10189	HQ_SNG_008431	Ly6k	MOUSE	5	1to1	singleton	ENSSSCG00000033594	HQ_SNG_018331		PIGXX	5	1to1	singleton	31.1688	30.5732	50.0	0.0	0.0	0.25	0.15384615384615385	1	1
ENSMUSG00000034071	OG_02023	HQ_15732	Zfp551	MOUSE	5	multi_copy	1to1	ENSSSCG00000033601	HQ_SNG_018332		PIGXX	5	multi_copy	singleton	39.5115	42.8349	0.0	0.0	0.0	0.09090909090909091	0.0	1	1
ENSMUSG00000029203	OG_03300	HQ_01739	Ube2k	MOUSE	5	1to1	1to1	ENSSSCG00000033602	HQ_01739	UBE2K	PIGXX	5	1to1	1to1	78.5	100.0	100.0	100.0	1.0	0.5	0.5	1	1
ENSMUSG00000038274	OG_00641	HQ_14479	Fau	MOUSE	4	multi_copy	1to1	ENSSSCG00000033605	HQ_19665		PIGXX	4	multi_copy	1to1	57.8947	85.5556	0.0	0.0	0.0	0.1111111111111111	0.0	2	1
ENSMUSG00000034205	OG_07361	HQ_05771	Loxl2	MOUSE	5	1to1	1to1	ENSSSCG00000033608	HQ_05771	LOXL2	PIGXX	5	1to1	1to1	85.567	87.5989	100.0	81.44	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000024125	OG_10280	HQ_SNG_008016	Sbpl	MOUSE	4	multi_copy	singleton	ENSSSCG00000033610	HQ_SNG_018334		PIGXX	4	multi_copy	singleton	23.2759	31.9527	0.0	0.0	0.0	0.16666666666666666	0.0	2	1
ENSMUSG00000053211	OG_00025	HQ_17298	Zfy1	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033611	HQ_16926	ZNF793	PIGXX	5	multi_copy	1to1	8.69565	16.7901	0.0	0.0	0.0	0.09090909090909091	0.0	14	1
ENSMUSG00000000103	OG_00025	HQ_17298	Zfy2	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033611	HQ_16926	ZNF793	PIGXX	5	multi_copy	1to1	8.62291	16.5432	0.0	0.0	0.0	0.07692307692307693	0.0	14	2
ENSMUSG00000074676	OG_16574	HQ_15230	Foxs1	MOUSE	4	1to1	1to1	ENSSSCG00000033613	HQ_15230	FOXS1	PIGXX	4	1to1	1to1	76.5957	76.3636	100.0	100.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000025792	OG_16655	HQ_15328	Slc25a10	MOUSE	4	1to1	1to1	ENSSSCG00000033620	HQ_15328	SLC25A10	PIGXX	4	1to1	1to1	84.669	84.965	100.0	52.68	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000060057	OG_00023	HQ_00003	Or5h25	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033622	HQ_00003		PIGXX	5	multi_copy	multi_copy	72.1683	67.7812	75.0	0.0	1.0	0.4	0.1111111111111111	8	1
ENSMUSG00000043357	OG_00023	HQ_00003	Or5h19	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033622	HQ_00003		PIGXX	5	multi_copy	multi_copy	72.7273	68.0851	75.0	0.0	1.0	0.3333333333333333	0.14285714285714285	8	2
ENSMUSG00000047960	OG_00023	HQ_00003	Or5h18	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033622	HQ_00003		PIGXX	5	multi_copy	multi_copy	72.4919	68.0851	75.0	0.0	1.0	0.3333333333333333	0.14285714285714285	8	3
ENSMUSG00000094539	OG_00023	HQ_00003	Or5h23	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033622	HQ_00003		PIGXX	5	multi_copy	multi_copy	71.8447	67.4772	75.0	0.0	1.0	0.25	0.14285714285714285	8	4
ENSMUSG00000064006	OG_00023	HQ_00003	Or5h22	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033622	HQ_00003		PIGXX	5	multi_copy	multi_copy	67.4267	62.9179	75.0	0.0	1.0	0.25	0.14285714285714285	8	5
ENSMUSG00000062105	OG_00023	HQ_17465	Or5h17	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033622	HQ_00003		PIGXX	5	multi_copy	multi_copy	73.4628	68.997	25.0	0.0	0.0	0.25	0.125	10	6
ENSMUSG00000096695	OG_00023	HQ_00003	Or5h26	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033622	HQ_00003		PIGXX	5	multi_copy	multi_copy	73.7864	69.3009	0.0	0.0	0.0	0.75	0.09090909090909091	16	7
ENSMUSG00000109020	OG_00023	HQ_SNG_011279	Or5h27	MOUSE	5	multi_copy	singleton	ENSSSCG00000033622	HQ_00003		PIGXX	5	multi_copy	multi_copy	31.1688	29.1793	0.0	0.0	0.0	0.75	0.09090909090909091	16	8
ENSMUSG00000042759	OG_16705	HQ_SNG_008377	Apobr	MOUSE	4	1to1	singleton	ENSSSCG00000033623	HQ_SNG_018335		PIGXX	4	1to1	singleton	47.4522	34.8402	100.0	0.0	0.0	0.625	0.4444444444444444	1	1
ENSMUSG00000030257	OG_13927	HQ_15575	Srgap3	MOUSE	5	1to1	1to1	ENSSSCG00000033624	HQ_15575	SRGAP3	PIGXX	5	1to1	1to1	94.9955	98.2126	100.0	78.01	1.0	0.8	0.8	1	1
ENSMUSG00000020538	OG_03108	HQ_01543	Srebf1	MOUSE	5	1to1	1to1	ENSSSCG00000033626	HQ_01543	SREBF1	PIGXX	5	1to1	1to1	79.3651	76.2066	100.0	0.0	1.0	0.75	0.75	1	1
ENSMUSG00000071074	OG_07834	HQ_06251	Yipf3	MOUSE	5	1to1	1to1	ENSSSCG00000033627	HQ_06251	YIPF3	PIGXX	5	1to1	1to1	96.83	96.83	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000001558	OG_10231	HQ_08576	Klhl10	MOUSE	5	1to1	1to1	ENSSSCG00000033629	HQ_08576	KLHL10	PIGXX	5	1to1	1to1	99.8355	99.8355	100.0	0.0	1.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000031527	OG_04461	HQ_02917	Eri1	MOUSE	5	1to1	1to1	ENSSSCG00000033634	HQ_02917	ERI1	PIGXX	5	1to1	1to1	85.5072	84.5272	75.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000017718	OG_13169	HQ_11395	Afmid	MOUSE	5	1to1	1to1	ENSSSCG00000033636	HQ_11395	AFMID	PIGXX	5	1to1	1to1	55.0964	63.8978	100.0	0.0	1.0	0.625	0.4444444444444444	1	1
ENSMUSG00000033187	OG_05513	HQ_03966	BC016579	MOUSE	5	1to1	1to1	ENSSSCG00000033637	HQ_03966	C3orf52	PIGXX	5	1to1	1to1	65.1376	65.4378	100.0	75.64	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMUSG00000076518	OG_00050	HQ_SNG_009556	Igkv2-112	MOUSE	5	multi_copy	singleton	ENSSSCG00000033640	HQ_SNG_018336		PIGXX	5	multi_copy	singleton	55.8333	50.3759	0.0	0.0	0.0	0.09090909090909091	0.0	22	1
ENSMUSG00000076501	OG_00050	HQ_SNG_009553	Igkv2-137	MOUSE	5	multi_copy	singleton	ENSSSCG00000033640	HQ_SNG_018336		PIGXX	5	multi_copy	singleton	55.8333	50.3759	0.0	0.0	0.0	0.08333333333333333	0.0	17	2
ENSMUSG00000056174	OG_12000	HQ_10284	Col8a2	MOUSE	5	1to1	1to1	ENSSSCG00000033641	HQ_10284	COL8A2	PIGXX	5	1to1	1to1	94.2775	93.2107	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000078934	OG_18426	HQ_SNG_009820	Pate13	MOUSE	3	1to1	singleton	ENSSSCG00000033649	HQ_SNG_018338		PIGXX	3	1to1	singleton	41.6058	41.3043	50.0	0.0	0.0	0.4166666666666667	0.10526315789473684	1	1
ENSMUSG00000061613	OG_10116	HQ_14612	U2af1	MOUSE	5	1to1	1to1	ENSSSCG00000033653	HQ_14612	U2AF1	PIGXX	5	1to1	1to1	100.0	100.0	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000021461	OG_09932	HQ_08306	Fancc	MOUSE	5	1to1	1to1	ENSSSCG00000033654	HQ_08306	FANCC	PIGXX	5	1to1	1to1	64.6362	67.9715	100.0	46.45	1.0	0.4	0.4	1	1
ENSMUSG00000045136	OG_00476	HQ_00090	Tubb2b	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033655	HQ_00090	TUBB2B	PIGXX	5	multi_copy	multi_copy	100.0	80.4702	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000058672	OG_00476	HQ_00090	Tubb2a	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033655	HQ_00090	TUBB2B	PIGXX	5	multi_copy	multi_copy	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.3333333333333333	2	2
ENSMUSG00000074934	OG_11249	HQ_09569	Grem1	MOUSE	5	1to1	1to1	ENSSSCG00000033657	HQ_09569	GREM1	PIGXX	5	1to1	1to1	97.8261	97.8261	75.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000027398	OG_00247	HQ_04987	Il1b	MOUSE	5	multi_copy	1to1	ENSSSCG00000033667	HQ_SNG_018340		PIGXX	5	multi_copy	singleton	55.7621	56.1798	0.0	0.0	0.0	0.06666666666666667	0.0	7	1
ENSMUSG00000062037	OG_01069	HQ_SNG_008943	Or8s16	MOUSE	4	multi_copy	singleton	ENSSSCG00000033668	HQ_SNG_018341		PIGXX	4	multi_copy	singleton	61.1285	62.701	0.0	0.0	0.0	0.15384615384615385	0.058823529411764705	3	1
ENSMUSG00000025921	OG_06151	HQ_04601	Rdh10	MOUSE	5	1to1	1to1	ENSSSCG00000033669	HQ_04601	RDH10	PIGXX	5	1to1	1to1	75.9531	98.4791	100.0	100.0	1.0	1.0	1.0	1	1
ENSMUSG00000052889	OG_11174	HQ_09491	Prkcb	MOUSE	5	1to1	1to1	ENSSSCG00000033674	HQ_09491	PRKCB	PIGXX	5	1to1	1to1	99.4056	99.4056	75.0	4.16	1.0	0.4444444444444444	0.4	1	1
ENSMUSG00000049573	OG_00266	HQ_19041	Or6c68	MOUSE	4	multi_copy	1to1	ENSSSCG00000033676	HQ_SNG_018343		PIGXX	4	multi_copy	singleton	81.0897	81.0897	0.0	0.0	0.0	0.0625	0.0	8	1
ENSMUSG00000025867	OG_08876	HQ_07281	Cplx2	MOUSE	5	1to1	1to1	ENSSSCG00000033682	HQ_07281	CPLX2	PIGXX	5	1to1	1to1	99.2537	99.2537	100.0	0.0	1.0	0.7142857142857143	0.5	1	1
ENSMUSG00000003379	OG_04560	HQ_03006	Cd79a	MOUSE	5	1to1	1to1	ENSSSCG00000033684	HQ_03006	CD79A	PIGXX	5	1to1	1to1	66.3636	62.3932	75.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000036805	OG_13820	HQ_12004	Noxa1	MOUSE	5	1to1	1to1	ENSSSCG00000033685	HQ_12004	NOXA1	PIGXX	5	1to1	1to1	59.9099	56.1181	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000037204	OG_06350	HQ_04795	Atg101	MOUSE	5	1to1	1to1	ENSSSCG00000033687	HQ_04795	ATG101	PIGXX	5	1to1	1to1	97.7064	97.7064	100.0	0.0	1.0	0.5714285714285714	0.375	1	1
ENSMUSG00000048483	OG_12616	HQ_10877	Zdhhc22	MOUSE	5	1to1	1to1	ENSSSCG00000033688	HQ_10877	ZDHHC22	PIGXX	5	1to1	1to1	90.4943	90.8397	100.0	47.96	1.0	0.375	0.375	1	1
ENSMUSG00000025156	OG_11699	HQ_09997	Gps1	MOUSE	5	1to1	1to1	ENSSSCG00000033689	HQ_09997	GPS1	PIGXX	5	1to1	1to1	95.2471	90.4332	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000079657	OG_11417	HQ_09728	Rab26	MOUSE	5	1to1	1to1	ENSSSCG00000033691	HQ_09728	RAB26	PIGXX	5	1to1	1to1	75.2542	86.7188	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000039242	OG_10413	HQ_08742	B3galnt2	MOUSE	5	1to1	1to1	ENSSSCG00000033692	HQ_08742	B3GALNT2	PIGXX	5	1to1	1to1	87.3016	88.0	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000030499	OG_16092	HQ_14525	Kctd15	MOUSE	4	1to1	1to1	ENSSSCG00000033695	HQ_14525	KCTD15	PIGXX	4	1to1	1to1	97.5265	97.5265	100.0	97.19	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000044533	OG_00136	HQ_06733	Rps2	MOUSE	5	multi_copy	1to1	ENSSSCG00000033697	HQ_06733		PIGXX	5	multi_copy	1to1	88.0795	90.785	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000034248	OG_01580	HQ_07414	Slc25a37	MOUSE	5	multi_copy	1to1	ENSSSCG00000033699	HQ_SNG_018344		PIGXX	5	multi_copy	singleton	40.5325	80.117	0.0	0.0	0.0	0.0625	0.0	2	1
ENSMUSG00000013701	OG_00706	HQ_00540	Timm23	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033700	HQ_00540	TIMM23B	PIGXX	5	multi_copy	multi_copy	96.1722	96.1722	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000046056	OG_13862	HQ_12043	Sbsn	MOUSE	5	1to1	1to1	ENSSSCG00000033702	HQ_12043	SBSN	PIGXX	5	1to1	1to1	46.4809	49.3769	100.0	0.0	0.0	0.42857142857142855	0.25	1	1
ENSMUSG00000024691	OG_11212	HQ_18758	Fam111a	MOUSE	4	multi_copy	1to1	ENSSSCG00000033703	HQ_17909	FAM111A	PIGXX	4	multi_copy	1to1	45.677	46.281	0.0	0.0	0.0	0.4	0.2727272727272727	1	1
ENSMUSG00000040667	OG_04928	HQ_03373	Nup88	MOUSE	5	1to1	1to1	ENSSSCG00000033706	HQ_03373	NUP88	PIGXX	5	1to1	1to1	88.7118	90.3924	100.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000052751	OG_17029	HQ_15813	Repin1	MOUSE	4	1to1	1to1	ENSSSCG00000033708	HQ_15813	REPIN1	PIGXX	4	1to1	1to1	82.3627	79.4543	50.0	100.0	1.0	0.2222222222222222	0.2222222222222222	1	1
ENSMUSG00000037679	OG_14382	HQ_16999	Inf2	MOUSE	4	multi_copy	1to1	ENSSSCG00000033720	HQ_SNG_018346		PIGXX	4	multi_copy	singleton	42.7223	75.4167	100.0	100.0	0.0	0.7142857142857143	0.4444444444444444	1	1
ENSMUSG00000022603	OG_18205	HQ_17313	Mroh4	MOUSE	3	1to1	1to1	ENSSSCG00000033726	HQ_17313		PIGXX	3	1to1	1to1	58.4944	52.6075	100.0	0.0	1.0	0.75	0.75	1	1
ENSMUSG00000027528	OG_14551	HQ_12682	Fabp9	MOUSE	5	1to1	1to1	ENSSSCG00000033728	HQ_12682	FABP9	PIGXX	5	1to1	1to1	64.0845	68.9394	100.0	0.0	1.0	0.4444444444444444	0.3	1	1
ENSMUSG00000020873	OG_06158	HQ_04609	Slc35b1	MOUSE	5	1to1	1to1	ENSSSCG00000033731	HQ_04609	SLC35B1	PIGXX	5	1to1	1to1	96.2733	96.2733	100.0	0.0	1.0	0.625	0.625	1	1
ENSMUSG00000031508	OG_03589	HQ_02024	Ankrd10	MOUSE	5	1to1	1to1	ENSSSCG00000033732	HQ_02024	ANKRD10	PIGXX	5	1to1	1to1	77.5904	76.6667	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000040681	OG_14576	HQ_15765	Hmgn1	MOUSE	5	1to1	1to1	ENSSSCG00000033733	HQ_15765	HMGN1	PIGXX	5	1to1	1to1	72.9167	46.6667	100.0	100.0	0.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000078486	OG_01953	HQ_15492	Perm1	MOUSE	5	multi_copy	1to1	ENSSSCG00000033735	HQ_18671		PIGXX	5	multi_copy	1to1	6.44362	86.6667	100.0	0.0	0.0	0.7142857142857143	0.5	1	1
ENSMUSG00000087230	OG_17335	HQ_16113	Mroh3	MOUSE	4	1to1	1to1	ENSSSCG00000033737	HQ_16113		PIGXX	4	1to1	1to1	51.2878	53.5673	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000091415	OG_01636	HQ_14545	Ak9	MOUSE	5	multi_copy	1to1	ENSSSCG00000033739	HQ_SNG_018348		PIGXX	5	multi_copy	singleton	14.6779	70.202	100.0	51.1	0.0	0.5714285714285714	0.3333333333333333	1	1
ENSMUSG00000000215	OG_01059	HQ_13103	Ins2	MOUSE	5	multi_copy	1to1	ENSSSCG00000033740	HQ_13103	INS	PIGXX	5	multi_copy	1to1	77.2727	78.7037	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000035804	OG_01059	HQ_18863	Ins1	MOUSE	5	multi_copy	1to1	ENSSSCG00000033740	HQ_13103	INS	PIGXX	5	multi_copy	1to1	77.7778	77.7778	0.0	0.0	0.0	0.1111111111111111	0.0	1	2
ENSMUSG00000031917	OG_01470	HQ_05627	Nip7	MOUSE	5	multi_copy	1to1	ENSSSCG00000033741	HQ_05627	NIP7	PIGXX	5	multi_copy	1to1	97.2222	97.2222	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000047721	OG_00497	HQ_00457	Bola2	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033744	HQ_00457		PIGXX	5	multi_copy	multi_copy	87.2093	87.2093	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000018761	OG_01444	HQ_05306	Mpdu1	MOUSE	5	multi_copy	1to1	ENSSSCG00000033749	HQ_SNG_018349		PIGXX	5	multi_copy	singleton	64.7773	66.6667	0.0	0.0	0.0	0.1	0.0	2	1
ENSMUSG00000053886	OG_01271	HQ_00318	Sh2d4a	MOUSE	5	multi_copy	multi_copy	ENSSSCG00000033750	HQ_00318		PIGXX	5	multi_copy	multi_copy	71.4964	69.1954	25.0	0.0	0.0	0.375	0.2222222222222222	1	1
ENSMUSG00000020634	OG_01835	HQ_10553	Ubxn2a	MOUSE	5	multi_copy	1to1	ENSSSCG00000033753	HQ_10553	UBXN2A	PIGXX	5	multi_copy	1to1	81.3953	68.1818	100.0	53.46	1.0	0.4	0.4	1	1
ENSMUSG00000071510	OG_00533	HQ_00267	Or5k1b	MOUSE	4	multi_copy	multi_copy	ENSSSCG00000033755	HQ_SNG_018350		PIGXX	4	multi_copy	singleton	80.2589	77.0186	25.0	0.0	0.0	0.3333333333333333	0.0	2	1
ENSMUSG00000049362	OG_00533	HQ_00267	Or5k1	MOUSE	4	multi_copy	multi_copy	ENSSSCG00000033755	HQ_SNG_018350		PIGXX	4	multi_copy	singleton	79.7508	79.5031	25.0	0.0	0.0	0.2857142857142857	0.0	2	2
ENSMUSG00000034881	OG_15322	HQ_13334	Tbxa2r	MOUSE	4	1to1	1to1	ENSSSCG00000033759	HQ_13334	TBXA2R	PIGXX	4	1to1	1to1	76.8328	76.3848	100.0	0.0	1.0	0.625	0.625	1	1
ENSMUSG00000040488	OG_03651	HQ_13517	Ltbp4	MOUSE	5	1to1	1to1	ENSSSCG00000033760	HQ_13517	LTBP4	PIGXX	5	1to1	1to1	85.2941	87.1779	100.0	0.0	1.0	0.5	0.5	1	1
