ensembl_id_MOUSE	ens_orthogroup_id	ens_hqorthogroup_id_MOUSE	gene_symbol_MOUSE	species_code_MOUSE	n_species_MOUSE	ens_orthogroup_status_MOUSE	ens_hqorthogroup_status_MOUSE	ensembl_id_MACFA	ens_hqorthogroup_id_MACFA	gene_symbol_MACFA	species_code_MACFA	n_species_MACFA	ens_orthogroup_status_MACFA	ens_hqorthogroup_status_MACFA	ens_identity	ens_homology_identity	ens_goc_score	ens_wga_coverage	ens_is_high_confidence	atlas_goc_score_pairwise	atlas_hq_goc_score_pairwise	ortholog_rank_MOUSE	ortholog_rank_MACFA
ENSMUSG00000046523	OG_12912	HQ_11149	Kctd4	MOUSE	5	1to1	1to1	ENSMFAG00000038976	HQ_11149	KCTD4	MACFA	5	1to1	1to1	97.2973	97.2973	100.0	0.0	1.0	0.4	0.4	1	1
ENSMUSG00000015488	OG_10138	HQ_14617	Cacfd1	MOUSE	5	1to1	1to1	ENSMFAG00000038988	HQ_SNG_002676		MACFA	5	1to1	singleton	76.6082	40.0612	100.0	0.0	0.0	0.2857142857142857	0.125	1	1
ENSMUSG00000030108	OG_02352	HQ_00796	Slc6a13	MOUSE	5	1to1	1to1	ENSMFAG00000038990	HQ_00796	SLC6A13	MACFA	5	1to1	1to1	90.6977	89.6552	50.0	73.07	0.0	0.25	0.25	1	1
ENSMUSG00000025059	OG_00701	HQ_12481	Gk	MOUSE	5	multi_copy	1to1	ENSMFAG00000038992	HQ_12481	GK	MACFA	5	multi_copy	1to1	94.2755	92.4561	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000032698	OG_07543	HQ_05955	Lmo2	MOUSE	5	1to1	1to1	ENSMFAG00000038993	HQ_05955	LMO2	MACFA	5	1to1	1to1	84.6491	59.9379	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000022114	OG_07684	HQ_06105	Spry2	MOUSE	5	1to1	1to1	ENSMFAG00000038994	HQ_06105	SPRY2	MACFA	5	1to1	1to1	96.5079	96.5079	100.0	0.0	1.0	0.4	0.4	1	1
ENSMUSG00000042766	OG_10522	HQ_08845	Trim46	MOUSE	5	1to1	1to1	ENSMFAG00000038997	HQ_08845	TRIM46	MACFA	5	1to1	1to1	97.7602	97.8892	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000000093	OG_06157	HQ_04608	Tbx2	MOUSE	5	1to1	1to1	ENSMFAG00000038998	HQ_04608	TBX2	MACFA	5	1to1	1to1	91.7018	91.573	100.0	0.0	1.0	0.625	0.625	1	1
ENSMUSG00000032028	OG_14467	HQ_15728	Nxpe2	MOUSE	5	1to1	1to1	ENSMFAG00000038999	HQ_15728	NXPE2	MACFA	5	1to1	1to1	68.1004	67.9785	100.0	0.0	1.0	1.0	1.0	1	1
ENSMUSG00000021039	OG_01230	HQ_02456	Snw1	MOUSE	5	multi_copy	1to1	ENSMFAG00000039000	HQ_02456	SNW1	MACFA	5	multi_copy	1to1	99.2537	98.5185	50.0	0.0	0.0	0.2857142857142857	0.25	1	1
ENSMUSG00000047193	OG_13668	HQ_11859	Dync2h1	MOUSE	5	1to1	1to1	ENSMFAG00000039001	HQ_11859	DYNC2H1	MACFA	5	1to1	1to1	93.2993	93.2777	100.0	33.05	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000029390	OG_00771	HQ_01969	Tmed2	MOUSE	5	multi_copy	1to1	ENSMFAG00000039002	HQ_01969	TMED2	MACFA	5	multi_copy	1to1	99.005	95.6731	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000025499	OG_01838	HQ_10632	Hras	MOUSE	5	multi_copy	1to1	ENSMFAG00000039003	HQ_10632	HRAS	MACFA	5	multi_copy	1to1	100.0	100.0	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000024431	OG_05435	HQ_03885	Nr3c1	MOUSE	5	1to1	1to1	ENSMFAG00000039004	HQ_03885	NR3C1	MACFA	5	1to1	1to1	87.8941	89.5887	100.0	0.0	1.0	0.1	0.1	1	1
ENSMUSG00000001656	OG_06349	HQ_13935	Hoxc11	MOUSE	5	1to1	1to1	ENSMFAG00000039005	HQ_SNG_002677		MACFA	5	1to1	singleton	76.9737	47.3684	100.0	100.0	0.0	0.6363636363636364	0.5	1	1
ENSMUSG00000074698	OG_01244	HQ_00313	Csnk2a1	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000039007	HQ_00313		MACFA	5	multi_copy	multi_copy	90.5371	89.8477	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000006575	OG_04895	HQ_03339	Rundc3a	MOUSE	5	1to1	1to1	ENSMFAG00000039008	HQ_03339	RUNDC3A	MACFA	5	1to1	1to1	94.3946	85.2227	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000001240	OG_15815	HQ_14111	Ramp2	MOUSE	4	1to1	1to1	ENSMFAG00000039009	HQ_14111	RAMP2	MACFA	4	1to1	1to1	62.4339	65.5556	100.0	100.0	1.0	0.25	0.25	1	1
ENSMUSG00000005204	OG_10262	HQ_08606	Senp3	MOUSE	5	1to1	1to1	ENSMFAG00000039010	HQ_08606	SENP3	MACFA	5	1to1	1to1	92.6056	94.4345	100.0	0.0	1.0	0.125	0.125	1	1
ENSMUSG00000021051	OG_09568	HQ_07954	Ppp2r5e	MOUSE	5	1to1	1to1	ENSMFAG00000039011	HQ_07954	PPP2R5E	MACFA	5	1to1	1to1	99.7859	99.7859	100.0	11.9	1.0	0.375	0.375	1	1
ENSMUSG00000032021	OG_05061	HQ_03516	Crtam	MOUSE	5	1to1	1to1	ENSMFAG00000039012	HQ_03516	CRTAM	MACFA	5	1to1	1to1	70.4835	69.598	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000070348	OG_05080	HQ_03537	Ccnd1	MOUSE	5	1to1	1to1	ENSMFAG00000039013	HQ_03537	CCND1	MACFA	5	1to1	1to1	94.2373	94.2373	100.0	0.0	1.0	0.375	0.375	1	1
ENSMUSG00000028577	OG_07810	HQ_06228	Plaa	MOUSE	5	1to1	1to1	ENSMFAG00000039014	HQ_06228	PLAA	MACFA	5	1to1	1to1	94.2066	94.0881	50.0	0.0	0.0	0.4444444444444444	0.4444444444444444	1	1
ENSMUSG00000064330	OG_08089	HQ_06498	Pde6h	MOUSE	5	1to1	1to1	ENSMFAG00000039015	HQ_06498	PDE6H	MACFA	5	1to1	1to1	91.5663	91.5663	75.0	20.45	1.0	0.5	0.5	1	1
ENSMUSG00000030946	OG_04866	HQ_03308	Lhpp	MOUSE	5	1to1	1to1	ENSMFAG00000039017	HQ_03308	LHPP	MACFA	5	1to1	1to1	79.6296	74.6528	100.0	0.0	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000079173	OG_08955	HQ_SNG_009859	Zan	MOUSE	5	1to1	singleton	ENSMFAG00000039018	HQ_16481	ZAN	MACFA	5	1to1	1to1	20.7196	40.9854	100.0	0.0	0.0	0.6666666666666666	0.42857142857142855	1	1
ENSMUSG00000091415	OG_01636	HQ_14545	Ak9	MOUSE	5	multi_copy	1to1	ENSMFAG00000039019	HQ_14545	AK9	MACFA	5	multi_copy	1to1	72.4921	71.7346	100.0	47.96	1.0	0.5	0.5	1	1
ENSMUSG00000063406	OG_05838	HQ_04297	Tmed5	MOUSE	5	1to1	1to1	ENSMFAG00000039021	HQ_04297	TMED5	MACFA	5	1to1	1to1	89.5197	81.0277	100.0	0.0	1.0	0.2857142857142857	0.2857142857142857	1	1
ENSMUSG00000034165	OG_05340	HQ_03793	Ccnd3	MOUSE	5	1to1	1to1	ENSMFAG00000039022	HQ_03793	CCND3	MACFA	5	1to1	1to1	76.7123	56.4232	100.0	0.0	1.0	0.6	0.6	1	1
ENSMUSG00000049641	OG_11758	HQ_14949	Vgll2	MOUSE	5	1to1	1to1	ENSMFAG00000039023	HQ_SNG_002678		MACFA	5	1to1	singleton	36.9565	87.5	100.0	0.0	0.0	0.625	0.4444444444444444	1	1
ENSMUSG00000089669	OG_10261	HQ_08605	Tnfsf13	MOUSE	5	1to1	1to1	ENSMFAG00000039025	HQ_08605	TNFSF13	MACFA	5	1to1	1to1	76.6667	78.6325	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000020255	OG_09300	HQ_07693	Nopchap1	MOUSE	5	1to1	1to1	ENSMFAG00000039029	HQ_07693	NOPCHAP1	MACFA	5	1to1	1to1	69.7297	69.7297	100.0	0.0	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000026253	OG_14019	HQ_12188	Chrng	MOUSE	5	1to1	1to1	ENSMFAG00000039032	HQ_12188	CHRNG	MACFA	5	1to1	1to1	89.0173	89.5349	100.0	0.0	1.0	0.5	0.5	1	1
ENSMUSG00000028869	OG_07455	HQ_05865	Gnl2	MOUSE	5	1to1	1to1	ENSMFAG00000039033	HQ_05865	GNL2	MACFA	5	1to1	1to1	83.6538	83.3105	100.0	0.0	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMUSG00000039849	OG_04052	HQ_02506	Pcif1	MOUSE	5	1to1	1to1	ENSMFAG00000039034	HQ_02506	PCIF1	MACFA	5	1to1	1to1	94.1926	94.0594	100.0	0.0	1.0	0.8	0.8	1	1
ENSMUSG00000039632	OG_14192	HQ_12355	Odad3	MOUSE	5	1to1	1to1	ENSMFAG00000039037	HQ_12355	ODAD3	MACFA	5	1to1	1to1	67.0034	66.7785	100.0	46.74	1.0	0.5714285714285714	0.375	1	1
ENSMUSG00000026514	OG_08634	HQ_07039	Cnih3	MOUSE	5	1to1	1to1	ENSMFAG00000039040	HQ_07039	CNIH3	MACFA	5	1to1	1to1	74.3316	69.5	100.0	98.85	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000006169	OG_05405	HQ_03856	Clint1	MOUSE	5	1to1	1to1	ENSMFAG00000039041	HQ_03856	CLINT1	MACFA	5	1to1	1to1	94.2278	93.9347	100.0	71.65	1.0	0.625	0.625	1	1
ENSMUSG00000022992	OG_01532	HQ_06567	Kansl2	MOUSE	5	multi_copy	1to1	ENSMFAG00000039042	HQ_06567	KANSL2	MACFA	5	multi_copy	1to1	96.0905	68.9808	100.0	98.73	1.0	0.3333333333333333	0.3333333333333333	1	1
ENSMUSG00000038013	OG_11949	HQ_10235	Wipf2	MOUSE	5	1to1	1to1	ENSMFAG00000039043	HQ_10235	WIPF2	MACFA	5	1to1	1to1	94.3182	94.3182	100.0	0.0	1.0	0.7142857142857143	0.7142857142857143	1	1
ENSMUSG00000063447	OG_18147	HQ_19247	Ube2d2b	MOUSE	3	1to1	1to1	ENSMFAG00000039044	HQ_SNG_002679		MACFA	3	1to1	singleton	90.4762	91.0959	0.0	0.0	0.0	0.07692307692307693	0.0	1	1
ENSMUSG00000028772	OG_06202	HQ_04651	Zcchc17	MOUSE	5	1to1	1to1	ENSMFAG00000039045	HQ_04651	ZCCHC17	MACFA	5	1to1	1to1	94.1909	79.0941	100.0	71.03	1.0	0.6666666666666666	0.6666666666666666	1	1
ENSMUSG00000037846	OG_01897	HQ_11280	Rtkn2	MOUSE	5	multi_copy	1to1	ENSMFAG00000039047	HQ_11280	RTKN2	MACFA	5	multi_copy	1to1	73.3444	72.7422	100.0	21.21	1.0	0.5714285714285714	0.5714285714285714	1	1
ENSMUSG00000027579	OG_06547	HQ_04985	Srms	MOUSE	5	1to1	1to1	ENSMFAG00000039048	HQ_04985	SRMS	MACFA	5	1to1	1to1	71.7949	74.1344	100.0	0.0	1.0	0.36363636363636365	0.25	1	1
ENSMUSG00000030766	OG_08295	HQ_06710	Arhgap17	MOUSE	5	1to1	1to1	ENSMFAG00000039049	HQ_06710	ARHGAP17	MACFA	5	1to1	1to1	83.9243	76.3441	100.0	20.77	1.0	0.5	0.5	1	1
ENSMUSG00000058317	OG_13071	HQ_11306	Ube2e2	MOUSE	5	1to1	1to1	ENSMFAG00000039050	HQ_11306	UBE2E2	MACFA	5	1to1	1to1	99.5025	99.5025	50.0	26.83	0.0	0.2222222222222222	0.1	1	1
ENSMUSG00000020227	OG_03663	HQ_02098	Irak3	MOUSE	5	1to1	1to1	ENSMFAG00000039051	HQ_02098	IRAK3	MACFA	5	1to1	1to1	73.2348	75.3378	100.0	0.0	1.0	0.8	0.8	1	1
ENSMUSG00000067610	OG_00080	HQ_SNG_009099	Klri1	MOUSE	5	multi_copy	singleton	ENSMFAG00000039052	HQ_18296	KLRC2	MACFA	5	multi_copy	1to1	20.5645	20.7317	100.0	0.0	0.0	0.3333333333333333	0.0	1	1
ENSMUSG00000043932	OG_00080	HQ_SNG_008402	Klri2	MOUSE	5	multi_copy	singleton	ENSMFAG00000039052	HQ_18296	KLRC2	MACFA	5	multi_copy	1to1	17.7419	17.8862	100.0	0.0	0.0	0.25	0.0	1	2
ENSMUSG00000071158	OG_00080	HQ_SNG_009283	Klrh1	MOUSE	5	multi_copy	singleton	ENSMFAG00000039052	HQ_18296	KLRC2	MACFA	5	multi_copy	1to1	19.2825	17.4797	100.0	0.0	0.0	0.25	0.0	1	3
ENSMUSG00000033027	OG_00080	HQ_SNG_008215	Klrc3	MOUSE	5	multi_copy	singleton	ENSMFAG00000039052	HQ_18296	KLRC2	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	1.0	0.2	1	4
ENSMUSG00000052736	OG_00080	HQ_SNG_008645	Klrc2	MOUSE	5	multi_copy	singleton	ENSMFAG00000039052	HQ_18296	KLRC2	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.5	0.0	1	5
ENSMUSG00000030167	OG_00080	HQ_SNG_008135	Klrc1	MOUSE	5	multi_copy	singleton	ENSMFAG00000039052	HQ_18296	KLRC2	MACFA	5	multi_copy	1to1	0.0	0.0	0.0	0.0	0.0	0.3333333333333333	0.0	1	6
ENSMUSG00000050241	OG_00080	HQ_19050	Klre1	MOUSE	5	multi_copy	1to1	ENSMFAG00000039052	HQ_18296	KLRC2	MACFA	5	multi_copy	1to1	22.5664	20.7317	0.0	0.0	0.0	0.25	0.0	2	7
ENSMUSG00000047720	OG_00080	HQ_SNG_008515	Clec2m	MOUSE	5	multi_copy	singleton	ENSMFAG00000039052	HQ_18296	KLRC2	MACFA	5	multi_copy	1to1	18.5185	14.2276	0.0	0.0	0.0	0.14285714285714285	0.0	1	8
ENSMUSG00000038768	OG_00632	HQ_SNG_008299	9130409I23Rik	MOUSE	5	multi_copy	singleton	ENSMFAG00000039054	HQ_07034	DEGS1	MACFA	5	multi_copy	1to1	73.75	73.065	50.0	0.0	0.0	0.3333333333333333	0.2	1	1
ENSMUSG00000038633	OG_00632	HQ_07034	Degs1	MOUSE	5	multi_copy	1to1	ENSMFAG00000039054	HQ_07034	DEGS1	MACFA	5	multi_copy	1to1	86.0681	86.0681	50.0	0.0	0.0	0.2222222222222222	0.2222222222222222	1	2
ENSMUSG00000062054	OG_07414	HQ_05827	Iah1	MOUSE	5	1to1	1to1	ENSMFAG00000039055	HQ_05827	IAH1	MACFA	5	1to1	1to1	83.9357	84.2742	100.0	99.02	1.0	0.6	0.6	1	1
ENSMUSG00000037243	OG_11911	HQ_10199	Zfp692	MOUSE	5	1to1	1to1	ENSMFAG00000039056	HQ_10199	ZNF692	MACFA	5	1to1	1to1	73.823	75.6757	50.0	0.0	0.0	0.125	0.125	1	1
ENSMUSG00000020270	OG_16740	HQ_15432	Smim23	MOUSE	4	1to1	1to1	ENSMFAG00000039057	HQ_15432	SMIM23	MACFA	4	1to1	1to1	67.6471	63.4483	100.0	0.0	1.0	0.42857142857142855	0.42857142857142855	1	1
ENSMUSG00000022994	OG_12309	HQ_10580	Adcy6	MOUSE	5	1to1	1to1	ENSMFAG00000039058	HQ_10580	ADCY6	MACFA	5	1to1	1to1	94.2637	94.3445	100.0	100.0	1.0	0.6	0.6	1	1
ENSMUSG00000039492	OG_10340	HQ_SNG_008314	Ccdc27	MOUSE	5	1to1	singleton	ENSMFAG00000039059	HQ_17872	CCDC27	MACFA	5	1to1	1to1	48.2003	47.2393	100.0	100.0	0.0	0.5	0.2857142857142857	1	1
ENSMUSG00000081984	OG_17290	HQ_17541	Dnajb3	MOUSE	4	1to1	1to1	ENSMFAG00000039060	HQ_SNG_002680		MACFA	4	1to1	singleton	47.1074	65.5172	100.0	0.0	0.0	0.6666666666666666	0.25	1	1
ENSMUSG00000113902	OG_16671	HQ_16857	Ndufb1	MOUSE	4	1to1	1to1	ENSMFAG00000039061	HQ_SNG_002681		MACFA	4	1to1	singleton	77.193	42.7184	100.0	0.0	0.0	0.6666666666666666	0.42857142857142855	1	1
ENSMUSG00000073400	OG_14505	HQ_12643	Trim10	MOUSE	5	1to1	1to1	ENSMFAG00000039062	HQ_12643	TRIM10	MACFA	5	1to1	1to1	83.2311	84.6154	100.0	0.0	1.0	0.7142857142857143	0.5	1	1
ENSMUSG00000053522	OG_00676	HQ_00142	Lgals7	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000039064	HQ_00142		MACFA	5	multi_copy	multi_copy	77.9412	77.9412	100.0	0.0	1.0	0.8	0.5	1	1
ENSMUSG00000041440	OG_12397	HQ_10671	Gk5	MOUSE	5	1to1	1to1	ENSMFAG00000039065	HQ_10671	GK5	MACFA	5	1to1	1to1	79.588	80.3403	100.0	39.69	1.0	0.75	0.75	1	1
ENSMUSG00000091971	OG_01034	HQ_00259	Hspa1a	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000039068	HQ_00259		MACFA	5	multi_copy	multi_copy	95.0078	92.1331	100.0	0.0	1.0	0.7777777777777778	0.7777777777777778	1	1
ENSMUSG00000090877	OG_01034	HQ_00259	Hspa1b	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000039068	HQ_00259		MACFA	5	multi_copy	multi_copy	94.8598	92.1331	100.0	0.0	1.0	0.6666666666666666	0.6666666666666666	1	2
ENSMUSG00000027790	OG_03664	HQ_02099	Sis	MOUSE	5	1to1	1to1	ENSMFAG00000039069	HQ_02099	SI	MACFA	5	1to1	1to1	78.7679	78.3799	100.0	31.35	1.0	0.75	0.5555555555555556	1	1
ENSMUSG00000009863	OG_01373	HQ_04259	Sdhb	MOUSE	5	multi_copy	1to1	ENSMFAG00000039070	HQ_04259		MACFA	5	multi_copy	1to1	90.4255	91.0714	100.0	3.62	1.0	0.8571428571428571	0.8571428571428571	1	1
ENSMUSG00000051951	OG_14618	HQ_12746	Xkr4	MOUSE	5	1to1	1to1	ENSMFAG00000039071	HQ_12746	XKR4	MACFA	5	1to1	1to1	94.745	94.5988	50.0	29.18	0.0	0.5	0.5	1	1
ENSMUSG00000092305	OG_17086	HQ_15880	Prps1l1	MOUSE	4	1to1	1to1	ENSMFAG00000039072	HQ_15880	PRPS1L1	MACFA	4	1to1	1to1	93.7107	93.7107	100.0	50.44	1.0	0.6	0.6	1	1
ENSMUSG00000073721	OG_00001	HQ_19328	Pramel15	MOUSE	5	multi_copy	1to1	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	15.7233	32.0513	100.0	0.0	0.0	0.6	0.13333333333333333	1	1
ENSMUSG00000028591	OG_00001	HQ_18796	Pramel13	MOUSE	5	multi_copy	1to1	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.9266	35.4701	100.0	0.0	0.0	0.5	0.125	1	2
ENSMUSG00000078512	OG_00001	HQ_SNG_009734	Pramel11	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.9325	36.3248	100.0	0.0	0.0	0.25	0.0	4	3
ENSMUSG00000078510	OG_00001	HQ_SNG_009732	Pramel28	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.4636	35.8974	100.0	0.0	0.0	0.25	0.0	4	4
ENSMUSG00000078511	OG_00001	HQ_SNG_009733	Pramel16	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.0478	35.0427	100.0	0.0	0.0	0.25	0.0	4	5
ENSMUSG00000078509	OG_00001	HQ_17534	Pramel14	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.6316	33.7607	100.0	0.0	0.0	0.25	0.0	4	6
ENSMUSG00000036749	OG_00001	HQ_SNG_008270	Pramel5	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.4	35.0427	100.0	0.0	0.0	0.25	0.0	4	7
ENSMUSG00000047799	OG_00001	HQ_SNG_008518	Oog4	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	15.7371	33.7607	100.0	0.0	0.0	0.25	0.0	4	8
ENSMUSG00000059218	OG_00001	HQ_SNG_008848	Pramel26	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	15.5462	31.6239	100.0	0.0	0.0	0.25	0.0	4	9
ENSMUSG00000046262	OG_00001	HQ_SNG_008470	Pramel29	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	15.261	32.4786	100.0	0.0	0.0	0.25	0.0	4	10
ENSMUSG00000050810	OG_00001	HQ_SNG_008596	Oog3	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	14.6	31.1966	100.0	0.0	0.0	0.25	0.0	4	11
ENSMUSG00000078513	OG_00001	HQ_SNG_009735	Pramel22	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	14.5652	28.6325	100.0	0.0	0.0	0.25	0.0	4	12
ENSMUSG00000070617	OG_00001	HQ_SNG_009249	Pramel23	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	14.2857	27.7778	100.0	0.0	0.0	0.25	0.0	4	13
ENSMUSG00000070619	OG_00001	HQ_SNG_009251	Pramel31	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.0478	35.0427	0.0	0.0	0.0	0.75	0.13333333333333333	5	14
ENSMUSG00000078508	OG_00001	HQ_17534	Pramel30	MOUSE	5	multi_copy	multi_copy	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.8421	34.188	0.0	0.0	0.0	0.5	0.06666666666666667	6	15
ENSMUSG00000094791	OG_00001	HQ_SNG_010532	ENSMUSG00000094791	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	26.259	31.1966	0.0	0.0	0.0	0.25	0.0	6	16
ENSMUSG00000095503	OG_00001	HQ_SNG_010702	Pramel43	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.8794	36.7521	0.0	0.0	0.0	0.25	0.0	8	17
ENSMUSG00000096066	OG_00001	HQ_SNG_010853	Pramel46	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.8794	36.7521	0.0	0.0	0.0	0.25	0.0	8	18
ENSMUSG00000096230	OG_00001	HQ_SNG_010878	Pramel36	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.8794	36.7521	0.0	0.0	0.0	0.25	0.0	8	19
ENSMUSG00000072822	OG_00001	HQ_SNG_009353	Pramel37	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.4636	35.8974	0.0	0.0	0.0	0.25	0.0	8	20
ENSMUSG00000046435	OG_00001	HQ_SNG_008473	Pramel24	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.2996	35.0427	0.0	0.0	0.0	0.25	0.0	8	21
ENSMUSG00000070616	OG_00001	HQ_SNG_009248	Gm13040	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.2557	35.4701	0.0	0.0	0.0	0.25	0.0	8	22
ENSMUSG00000070618	OG_00001	HQ_SNG_009250	Pramel20	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.2557	35.4701	0.0	0.0	0.0	0.25	0.0	8	23
ENSMUSG00000095409	OG_00001	HQ_SNG_010681	Gm13043	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.2557	35.4701	0.0	0.0	0.0	0.25	0.0	8	24
ENSMUSG00000096154	OG_00001	HQ_SNG_010868	Gm13057	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.2557	35.4701	0.0	0.0	0.0	0.25	0.0	8	25
ENSMUSG00000066688	OG_00001	HQ_SNG_009071	Pramel21	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	17.2199	35.4701	0.0	0.0	0.0	0.25	0.0	8	26
ENSMUSG00000072821	OG_00001	HQ_SNG_009352	Gm6351	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.8399	34.6154	0.0	0.0	0.0	0.25	0.0	8	27
ENSMUSG00000074011	OG_00001	HQ_SNG_009427	Pramel41	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.8399	34.6154	0.0	0.0	0.0	0.25	0.0	8	28
ENSMUSG00000070677	OG_00001	HQ_SNG_009253	Pramel48	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.632	34.188	0.0	0.0	0.0	0.25	0.0	8	29
ENSMUSG00000079423	OG_00001	HQ_SNG_009903	Gm3286	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.632	34.188	0.0	0.0	0.0	0.25	0.0	8	30
ENSMUSG00000092166	OG_00001	HQ_SNG_010257	Pramel45	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.632	34.188	0.0	0.0	0.0	0.25	0.0	8	31
ENSMUSG00000094172	OG_00001	HQ_SNG_010386	ENSMUSG00000094172	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.632	34.188	0.0	0.0	0.0	0.25	0.0	8	32
ENSMUSG00000095718	OG_00001	HQ_SNG_010769	Pramel40	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.632	34.188	0.0	0.0	0.0	0.25	0.0	8	33
ENSMUSG00000070686	OG_00001	HQ_SNG_009254	Pramel34	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.6316	33.7607	0.0	0.0	0.0	0.25	0.0	8	34
ENSMUSG00000094195	OG_00001	HQ_SNG_010391	Pramel44	MOUSE	5	multi_copy	singleton	ENSMFAG00000039073	HQ_SNG_002682		MACFA	5	multi_copy	singleton	16.4241	33.7607	0.0	0.0	0.0	0.25	0.0	8	35
